year,state,districts,registeredUsers,amount,type
2018,manipur,tamenglong,1007,1709209.2458958817,TOTAL
2018,manipur,imphal west,46604,84363001.78828333,TOTAL
2018,manipur,imphal east,42065,54561898.745482706,TOTAL
2018,manipur,thoubal,20689,17968719.216563758,TOTAL
2018,manipur,bishnupur,11338,19352100.53894212,TOTAL
2018,manipur,churachandpur,7110,18055703.270787828,TOTAL
2018,manipur,kangpokpi,6741,20315625.916537788,TOTAL
2018,manipur,kakching,3879,6411513.6565497685,TOTAL
2018,manipur,ukhrul,2800,6394470.819340965,TOTAL
2018,manipur,jiribam,2710,6467614.407545684,TOTAL
2018,manipur,tengnoupal,2080,6077962.2428630125,TOTAL
2018,manipur,imphal east,60511,89605715.78431109,TOTAL
2018,manipur,imphal west,53577,121033722.07207742,TOTAL
2018,manipur,thoubal,19399,34092748.237245426,TOTAL
2018,manipur,bishnupur,13649,24368236.711014666,TOTAL
2018,manipur,kangpokpi,9151,27937402.09243063,TOTAL
2018,manipur,churachandpur,8671,27468832.41328971,TOTAL
2018,manipur,kakching,4590,9968419.417644013,TOTAL
2018,manipur,jiribam,3959,6601625.253335206,TOTAL
2018,manipur,ukhrul,3600,9802720.723219434,TOTAL
2018,manipur,tengnoupal,3282,13385091.180977922,TOTAL
2018,manipur,imphal west,71845,181598328.1568606,TOTAL
2018,manipur,imphal east,54610,129176222.41262636,TOTAL
2018,manipur,thoubal,24817,52899731.29086943,TOTAL
2018,manipur,bishnupur,19048,37263259.12396773,TOTAL
2018,manipur,churachandpur,14801,54503246.75234864,TOTAL
2018,manipur,kangpokpi,13325,42081524.606101125,TOTAL
2018,manipur,kakching,6508,13429124.00454451,TOTAL
2018,manipur,jiribam,5444,13414981.155959103,TOTAL
2018,manipur,tengnoupal,5426,22155446.62844094,TOTAL
2018,manipur,tamenglong,4866,13057576.00717781,TOTAL
2019,manipur,imphal west,79612,205676258.93003774,TOTAL
2019,manipur,imphal east,65076,147611078.93080652,TOTAL
2019,manipur,thoubal,24257,47210976.00123881,TOTAL
2019,manipur,bishnupur,19486,48193281.39036341,TOTAL
2019,manipur,churachandpur,16940,53360483.20022403,TOTAL
2019,manipur,kangpokpi,15937,42225052.52830845,TOTAL
2019,manipur,kakching,6683,13774811.29579331,TOTAL
2019,manipur,tamenglong,6373,13975000.543136505,TOTAL
2019,manipur,ukhrul,6222,16838560.888422478,TOTAL
2019,manipur,tengnoupal,6064,21054191.304917276,TOTAL
2019,manipur,imphal west,78677,232056651.71484104,TOTAL
2019,manipur,imphal east,60830,163251483.394072,TOTAL
2019,manipur,thoubal,20528,50609235.604754716,TOTAL
2019,manipur,bishnupur,17577,41645991.98921693,TOTAL
2019,manipur,kangpokpi,16230,47129360.10420917,TOTAL
2019,manipur,churachandpur,15958,52974898.07418257,TOTAL
2019,manipur,ukhrul,7984,21521804.282437496,TOTAL
2019,manipur,kakching,6912,16106582.07225971,TOTAL
2019,manipur,jiribam,6285,17270321.13495752,TOTAL
2019,manipur,tengnoupal,6226,22523708.105631053,TOTAL
2019,manipur,imphal west,101022,266880799.50360966,TOTAL
2019,manipur,imphal east,79728,206224069.84990168,TOTAL
2019,manipur,thoubal,25149,56874722.875841096,TOTAL
2019,manipur,kangpokpi,23953,61269618.19095349,TOTAL
2019,manipur,churachandpur,23946,67550608.43753463,TOTAL
2019,manipur,bishnupur,23755,49667965.86779255,TOTAL
2019,manipur,ukhrul,11017,25516446.138604183,TOTAL
2019,manipur,kakching,10786,21658629.891090117,TOTAL
2019,manipur,tamenglong,9939,22282886.130792048,TOTAL
2019,manipur,chandel,9230,20201420.061846673,TOTAL
2019,manipur,imphal west,150073,445926296.05285025,TOTAL
2019,manipur,imphal east,96589,249197379.85855156,TOTAL
2019,manipur,thoubal,32971,73727196.96627039,TOTAL
2019,manipur,bishnupur,31835,72704593.78015086,TOTAL
2019,manipur,kangpokpi,28686,74931231.19366804,TOTAL
2019,manipur,churachandpur,26420,76031748.45585428,TOTAL
2019,manipur,kakching,12984,31541265.82204684,TOTAL
2019,manipur,ukhrul,12148,33065935.196690496,TOTAL
2019,manipur,tamenglong,11954,27326669.899029642,TOTAL
2019,manipur,chandel,11650,30393939.87145141,TOTAL
2020,manipur,imphal west,471392,1799193747.3658047,TOTAL
2020,manipur,imphal east,97573,222479758.42504126,TOTAL
2020,manipur,thoubal,40558,92413414.3395817,TOTAL
2020,manipur,bishnupur,40172,83818557.86725356,TOTAL
2020,manipur,kangpokpi,33643,81400323.90620552,TOTAL
2020,manipur,churachandpur,33637,84566221.4462608,TOTAL
2020,manipur,kakching,16690,37525920.22436564,TOTAL
2020,manipur,tamenglong,14451,31491246.17045552,TOTAL
2020,manipur,chandel,13716,31278977.085135248,TOTAL
2020,manipur,ukhrul,13355,30659040.231015503,TOTAL
2020,manipur,imphal west,551775,2034861513.6925411,TOTAL
2020,manipur,imphal east,127255,269647863.4355661,TOTAL
2020,manipur,bishnupur,70841,142299534.95281482,TOTAL
2020,manipur,thoubal,66183,158615301.51328385,TOTAL
2020,manipur,churachandpur,50818,128936170.25492851,TOTAL
2020,manipur,kangpokpi,48617,105034881.03695941,TOTAL
2020,manipur,kakching,30404,53791181.45126964,TOTAL
2020,manipur,ukhrul,24243,43560417.966341965,TOTAL
2020,manipur,chandel,21517,49008541.10085201,TOTAL
2020,manipur,tamenglong,21294,47020896.803083815,TOTAL
2020,manipur,imphal west,805964,3116905375.221828,TOTAL
2020,manipur,imphal east,148992,357420385.46601486,TOTAL
2020,manipur,bishnupur,82097,178752852.0332132,TOTAL
2020,manipur,thoubal,75667,178314817.40950677,TOTAL
2020,manipur,churachandpur,61160,179008408.76793513,TOTAL
2020,manipur,kangpokpi,56646,141494952.88474357,TOTAL
2020,manipur,kakching,33268,72744605.62932977,TOTAL
2020,manipur,ukhrul,27857,63120519.96337035,TOTAL
2020,manipur,chandel,25158,63504521.07112962,TOTAL
2020,manipur,tamenglong,24595,57102594.74572652,TOTAL
2020,manipur,imphal west,894877,3447479864.9516916,TOTAL
2020,manipur,imphal east,179438,524041651.0001225,TOTAL
2020,manipur,bishnupur,95869,267444206.3886955,TOTAL
2020,manipur,thoubal,87208,249311101.38298762,TOTAL
2020,manipur,kangpokpi,74472,216458503.28856832,TOTAL
2020,manipur,churachandpur,71693,243354880.5430908,TOTAL
2020,manipur,kakching,37180,96767393.90324815,TOTAL
2020,manipur,ukhrul,32947,91688189.17603046,TOTAL
2020,manipur,chandel,31540,90473275.49273106,TOTAL
2020,manipur,tamenglong,27674,77956516.78360562,TOTAL
2021,manipur,imphal west,1693458,4962553375.308464,TOTAL
2021,manipur,imphal east,161841,530028907.0928848,TOTAL
2021,manipur,bishnupur,73777,255486792.7272072,TOTAL
2021,manipur,thoubal,72593,240713473.66814184,TOTAL
2021,manipur,kangpokpi,63234,205050443.8236801,TOTAL
2021,manipur,churachandpur,62755,250250943.40948159,TOTAL
2021,manipur,kakching,29803,92307870.36114597,TOTAL
2021,manipur,chandel,23884,80445733.2065684,TOTAL
2021,manipur,ukhrul,22415,68745913.46443735,TOTAL
2021,manipur,senapati,22025,73777202.51436572,TOTAL
2021,manipur,imphal west,2353896,5697696459.585503,TOTAL
2021,manipur,imphal east,179337,491977805.97917175,TOTAL
2021,manipur,thoubal,91264,268514237.48815316,TOTAL
2021,manipur,bishnupur,89095,260900495.1629062,TOTAL
2021,manipur,churachandpur,80524,273962339.3949944,TOTAL
2021,manipur,kangpokpi,78765,236369410.09906265,TOTAL
2021,manipur,kakching,37444,92311646.34027098,TOTAL
2021,manipur,chandel,29178,90054101.93360364,TOTAL
2021,manipur,ukhrul,28524,81225585.72178741,TOTAL
2021,manipur,senapati,25681,70219657.8819672,TOTAL
2021,manipur,imphal west,3027735,7437068961.027052,TOTAL
2021,manipur,imphal east,226128,705081475.2381084,TOTAL
2021,manipur,thoubal,113257,363547884.1177802,TOTAL
2021,manipur,churachandpur,109913,397548796.562021,TOTAL
2021,manipur,bishnupur,104901,320379628.1976948,TOTAL
2021,manipur,kangpokpi,94883,299760833.40438926,TOTAL
2021,manipur,kakching,44277,128692670.00805305,TOTAL
2021,manipur,chandel,36126,116052040.78947881,TOTAL
2021,manipur,ukhrul,35250,118509943.90387844,TOTAL
2021,manipur,tamenglong,33266,108769884.2048046,TOTAL
2021,manipur,imphal west,3649688,9254105829.377777,TOTAL
2021,manipur,imphal east,268205,853764884.9988655,TOTAL
2021,manipur,thoubal,130316,393043161.28167,TOTAL
2021,manipur,churachandpur,121140,446895232.6851511,TOTAL
2021,manipur,bishnupur,113386,369885898.8351996,TOTAL
2021,manipur,kangpokpi,107329,318563859.8204656,TOTAL
2021,manipur,kakching,43224,130159064.31913412,TOTAL
2021,manipur,tengnoupal,40383,154956864.23616886,TOTAL
2021,manipur,tamenglong,40279,140792582.93230078,TOTAL
2021,manipur,chandel,39891,131651667.09783676,TOTAL
2022,manipur,imphal west,4129560,10331377272.313238,TOTAL
2022,manipur,imphal east,298053,926298622.7916505,TOTAL
2022,manipur,thoubal,159443,465999965.9324683,TOTAL
2022,manipur,churachandpur,132079,478282953.1412998,TOTAL
2022,manipur,bishnupur,129775,410979761.59592944,TOTAL
2022,manipur,kangpokpi,120614,361422857.4778744,TOTAL
2022,manipur,tamenglong,53325,182059187.8775179,TOTAL
2022,manipur,chandel,46964,156821048.3314056,TOTAL
2022,manipur,ukhrul,45977,163211543.8876433,TOTAL
2022,manipur,kakching,45714,129009720.36301751,TOTAL
2022,manipur,imphal west,4858000,11035105413.78688,TOTAL
2022,manipur,imphal east,334382,1017003992.8811904,TOTAL
2022,manipur,thoubal,179962,489921006.2514488,TOTAL
2022,manipur,bishnupur,132234,427663723.98262024,TOTAL
2022,manipur,churachandpur,130821,445674066.47566885,TOTAL
2022,manipur,kangpokpi,127346,360381229.24300873,TOTAL
2022,manipur,tamenglong,48779,158669784.21199045,TOTAL
2022,manipur,ukhrul,48388,165524493.50724024,TOTAL
2022,manipur,kakching,45754,124881636.16645998,TOTAL
2022,manipur,chandel,44845,161255425.28835768,TOTAL
2022,manipur,imphal west,4865688,11153142712.787489,TOTAL
2022,manipur,imphal east,401052,1106024473.2650971,TOTAL
2022,manipur,churachandpur,200968,560754898.7150536,TOTAL
2022,manipur,thoubal,198398,502784611.8050357,TOTAL
2022,manipur,kangpokpi,137088,382055039.86516064,TOTAL
2022,manipur,bishnupur,126573,397535713.9599227,TOTAL
2022,manipur,kakching,114178,269711112.45492435,TOTAL
2022,manipur,tamenglong,48889,150947198.9523353,TOTAL
2022,manipur,ukhrul,48127,165404721.91649568,TOTAL
2022,manipur,senapati,46116,141106697.64180186,TOTAL
2022,manipur,imphal west,4737839,11004726597.698875,TOTAL
2022,manipur,imphal east,417476,1124061241.8453987,TOTAL
2022,manipur,thoubal,252156,642341521.1672155,TOTAL
2022,manipur,kakching,205827,477287512.84893876,TOTAL
2022,manipur,kangpokpi,195796,499527018.9345387,TOTAL
2022,manipur,churachandpur,139622,418292018.1391273,TOTAL
2022,manipur,bishnupur,134155,398215642.6664851,TOTAL
2022,manipur,senapati,63745,180730794.84235084,TOTAL
2022,manipur,tamenglong,51040,160602196.99791262,TOTAL
2022,manipur,tengnoupal,49553,175755833.19199604,TOTAL
2023,manipur,imphal west,987912,2602833306.0,TOTAL
2023,manipur,imphal east,659880,1637025593.0,TOTAL
2023,manipur,thoubal,315961,796620060.0,TOTAL
2023,manipur,bishnupur,231239,626631062.0,TOTAL
2023,manipur,churachandpur,221158,582341436.0,TOTAL
2023,manipur,kangpokpi,211256,520765461.0,TOTAL
2023,manipur,senapati,94404,252756548.0,TOTAL
2023,manipur,tamenglong,86492,231452890.0,TOTAL
2023,manipur,ukhrul,83455,267514824.0,TOTAL
2023,manipur,tengnoupal,79811,294235941.0,TOTAL
2023,manipur,imphal west,484182,1347200442.0,TOTAL
2023,manipur,imphal east,332809,855990060.0,TOTAL
2023,manipur,thoubal,155290,412755825.0,TOTAL
2023,manipur,churachandpur,108049,309376954.0,TOTAL
2023,manipur,bishnupur,108042,304861281.0,TOTAL
2023,manipur,kangpokpi,96061,265835614.0,TOTAL
2023,manipur,jiribam,53949,153237238.0,TOTAL
2023,manipur,senapati,49144,139357712.0,TOTAL
2023,manipur,tamenglong,42991,121710165.0,TOTAL
2023,manipur,ukhrul,41027,131978491.0,TOTAL
2018,meghalaya,east khasi hills,23283,31807959.175373342,TOTAL
2018,meghalaya,west garo hills,7660,9199200.848858135,TOTAL
2018,meghalaya,ribhoi,6029,8736566.953918608,TOTAL
2018,meghalaya,east jaintia hills,4896,8299361.376028441,TOTAL
2018,meghalaya,west jaintia hills,3131,2812937.948004551,TOTAL
2018,meghalaya,west khasi hills,1079,1647761.3372907462,TOTAL
2018,meghalaya,north garo hills,922,652554.6654640209,TOTAL
2018,meghalaya,south west garo hills,798,1015597.2351604333,TOTAL
2018,meghalaya,east garo hills,749,781579.3759249721,TOTAL
2018,meghalaya,south garo hills,705,807410.0407250253,TOTAL
2018,meghalaya,east khasi hills,33966,61180700.47972991,TOTAL
2018,meghalaya,west garo hills,10651,19685429.154264543,TOTAL
2018,meghalaya,ribhoi,8761,14181827.919832248,TOTAL
2018,meghalaya,east jaintia hills,6004,13059945.843045246,TOTAL
2018,meghalaya,west jaintia hills,2232,2312980.3326936862,TOTAL
2018,meghalaya,south west garo hills,1767,1724404.6747075585,TOTAL
2018,meghalaya,north garo hills,1403,1278347.188045342,TOTAL
2018,meghalaya,south garo hills,1103,1553253.9322072896,TOTAL
2018,meghalaya,east garo hills,832,1032161.1690227182,TOTAL
2018,meghalaya,west khasi hills,742,684129.9552836155,TOTAL
2018,meghalaya,east khasi hills,54015,111173160.26256448,TOTAL
2018,meghalaya,west garo hills,17911,31488596.43937725,TOTAL
2018,meghalaya,ribhoi,13023,26072883.301655468,TOTAL
2018,meghalaya,east jaintia hills,11397,22683448.874125846,TOTAL
2018,meghalaya,west jaintia hills,3240,4571330.11958733,TOTAL
2018,meghalaya,south west garo hills,2740,4294444.4478258435,TOTAL
2018,meghalaya,north garo hills,2271,1976480.205681387,TOTAL
2018,meghalaya,south garo hills,2110,2467349.2565310476,TOTAL
2018,meghalaya,east garo hills,1323,1963470.7809556075,TOTAL
2018,meghalaya,west khasi hills,1228,2146208.196912882,TOTAL
2018,meghalaya,east khasi hills,70386,167808906.77955163,TOTAL
2018,meghalaya,west garo hills,29000,52674487.37349704,TOTAL
2018,meghalaya,east jaintia hills,20614,37885027.674247645,TOTAL
2018,meghalaya,ribhoi,18294,42066652.87282289,TOTAL
2018,meghalaya,west jaintia hills,4693,7562803.76113517,TOTAL
2018,meghalaya,north garo hills,4011,4590211.2600644585,TOTAL
2018,meghalaya,south west garo hills,3950,4531236.407859931,TOTAL
2018,meghalaya,south garo hills,3037,6001319.09688588,TOTAL
2018,meghalaya,west khasi hills,2821,5962239.029920495,TOTAL
2018,meghalaya,east garo hills,2808,5832920.483690145,TOTAL
2019,meghalaya,east khasi hills,101662,201352082.70276013,TOTAL
2019,meghalaya,west garo hills,30087,58548564.168713726,TOTAL
2019,meghalaya,ribhoi,27304,55813436.16699862,TOTAL
2019,meghalaya,east jaintia hills,25054,46007520.563187,TOTAL
2019,meghalaya,west jaintia hills,5411,7594602.551824972,TOTAL
2019,meghalaya,south west garo hills,3819,4558241.545395774,TOTAL
2019,meghalaya,north garo hills,3816,4016398.1062618718,TOTAL
2019,meghalaya,west khasi hills,3646,5045464.405482588,TOTAL
2019,meghalaya,east garo hills,3529,6495149.290021526,TOTAL
2019,meghalaya,south garo hills,3146,7486873.33081286,TOTAL
2019,meghalaya,east khasi hills,126665,274701980.60370815,TOTAL
2019,meghalaya,west garo hills,32077,70701852.43602182,TOTAL
2019,meghalaya,ribhoi,27488,61625177.51082603,TOTAL
2019,meghalaya,east jaintia hills,21325,43624217.35616365,TOTAL
2019,meghalaya,west jaintia hills,5226,9713762.898637522,TOTAL
2019,meghalaya,south west garo hills,4563,6981663.150095232,TOTAL
2019,meghalaya,east garo hills,3926,6785815.738085165,TOTAL
2019,meghalaya,north garo hills,3804,4329558.19180281,TOTAL
2019,meghalaya,south garo hills,3048,7076537.051932728,TOTAL
2019,meghalaya,west khasi hills,3012,4711717.239687435,TOTAL
2019,meghalaya,east khasi hills,156970,344129503.4634751,TOTAL
2019,meghalaya,west garo hills,45652,90390851.3262687,TOTAL
2019,meghalaya,ribhoi,36292,73979318.03570686,TOTAL
2019,meghalaya,east jaintia hills,28604,50090916.58164,TOTAL
2019,meghalaya,west jaintia hills,8947,11292434.23987686,TOTAL
2019,meghalaya,south west garo hills,6405,9676872.049848383,TOTAL
2019,meghalaya,north garo hills,6329,7479871.090316384,TOTAL
2019,meghalaya,east garo hills,5970,8134689.123280492,TOTAL
2019,meghalaya,south garo hills,4768,7846736.258536675,TOTAL
2019,meghalaya,west khasi hills,4604,6779362.1133165285,TOTAL
2019,meghalaya,east khasi hills,189936,413649820.0310261,TOTAL
2019,meghalaya,west garo hills,51137,104063298.1853754,TOTAL
2019,meghalaya,ribhoi,42953,90622918.2855494,TOTAL
2019,meghalaya,east jaintia hills,31575,61615652.49744396,TOTAL
2019,meghalaya,west jaintia hills,11750,16126169.373071242,TOTAL
2019,meghalaya,north garo hills,8449,11018090.113242699,TOTAL
2019,meghalaya,east garo hills,7811,11523924.1048165,TOTAL
2019,meghalaya,south west garo hills,7301,11722163.47943544,TOTAL
2019,meghalaya,south garo hills,7020,9901296.404344358,TOTAL
2019,meghalaya,west khasi hills,5296,8007467.1825601505,TOTAL
2020,meghalaya,east khasi hills,280817,712010339.1765578,TOTAL
2020,meghalaya,west garo hills,65263,130098803.74893945,TOTAL
2020,meghalaya,ribhoi,51789,109400759.46669218,TOTAL
2020,meghalaya,east jaintia hills,36855,76021760.04400355,TOTAL
2020,meghalaya,west jaintia hills,15784,22057088.945124794,TOTAL
2020,meghalaya,south west garo hills,10582,14322530.890240096,TOTAL
2020,meghalaya,south garo hills,10483,11902327.507517826,TOTAL
2020,meghalaya,east garo hills,10003,15050504.879497696,TOTAL
2020,meghalaya,north garo hills,9622,11664668.291425837,TOTAL
2020,meghalaya,west khasi hills,7569,12185453.500704024,TOTAL
2020,meghalaya,east khasi hills,294655,669450297.8938913,TOTAL
2020,meghalaya,west garo hills,107355,178844205.74639174,TOTAL
2020,meghalaya,ribhoi,60451,108416383.1511733,TOTAL
2020,meghalaya,east jaintia hills,50077,79110098.89726548,TOTAL
2020,meghalaya,west jaintia hills,26041,22356066.44251103,TOTAL
2020,meghalaya,south west garo hills,20761,21835410.253734995,TOTAL
2020,meghalaya,east garo hills,19865,19379120.258930385,TOTAL
2020,meghalaya,north garo hills,19393,16949021.845094834,TOTAL
2020,meghalaya,south garo hills,15934,18498464.712551527,TOTAL
2020,meghalaya,west khasi hills,14911,13551099.230221383,TOTAL
2020,meghalaya,east khasi hills,239307,571789473.606595,TOTAL
2020,meghalaya,west garo hills,117550,249575864.65120554,TOTAL
2020,meghalaya,ribhoi,64590,138771339.65408337,TOTAL
2020,meghalaya,east jaintia hills,52534,99669877.91499352,TOTAL
2020,meghalaya,west jaintia hills,28622,39860361.23642549,TOTAL
2020,meghalaya,south west garo hills,19536,31848167.460986283,TOTAL
2020,meghalaya,east garo hills,19353,30405909.14616639,TOTAL
2020,meghalaya,north garo hills,17943,23618250.656932067,TOTAL
2020,meghalaya,south garo hills,17171,23368652.17951659,TOTAL
2020,meghalaya,west khasi hills,15031,19820539.50357129,TOTAL
2020,meghalaya,east khasi hills,298622,777719090.1611657,TOTAL
2020,meghalaya,west garo hills,149536,362364387.96744514,TOTAL
2020,meghalaya,ribhoi,90879,223682008.03015277,TOTAL
2020,meghalaya,east jaintia hills,65059,162952261.01543325,TOTAL
2020,meghalaya,west jaintia hills,32267,55102701.174963415,TOTAL
2020,meghalaya,south west garo hills,24078,49584665.87626746,TOTAL
2020,meghalaya,east garo hills,23262,41847990.16447668,TOTAL
2020,meghalaya,south garo hills,22487,34586748.626706876,TOTAL
2020,meghalaya,north garo hills,22048,36801863.778283074,TOTAL
2020,meghalaya,west khasi hills,18440,41431802.48173465,TOTAL
2021,meghalaya,east khasi hills,322156,915771307.2291536,TOTAL
2021,meghalaya,west garo hills,133362,370492803.5429464,TOTAL
2021,meghalaya,ribhoi,98957,266571316.12978175,TOTAL
2021,meghalaya,east jaintia hills,70732,205454314.79640436,TOTAL
2021,meghalaya,west jaintia hills,24312,53826602.11269104,TOTAL
2021,meghalaya,south garo hills,19054,44351833.9562286,TOTAL
2021,meghalaya,north garo hills,18850,37908696.16305937,TOTAL
2021,meghalaya,south west garo hills,18591,41861206.69737828,TOTAL
2021,meghalaya,east garo hills,18473,40212217.23708049,TOTAL
2021,meghalaya,west khasi hills,16947,60183253.84696514,TOTAL
2021,meghalaya,east khasi hills,386773,994348113.9313933,TOTAL
2021,meghalaya,west garo hills,174186,437555569.8453884,TOTAL
2021,meghalaya,ribhoi,111231,265892507.53668693,TOTAL
