year,state,districts,registeredUsers,amount,type
2018,madhya-pradesh,rewa,566062,685929451.0927081,TOTAL
2018,madhya-pradesh,ujjain,498756,721272323.6353652,TOTAL
2018,madhya-pradesh,narsinghpur,426854,345889819.40697944,TOTAL
2018,madhya-pradesh,dhar,425936,570906796.1316426,TOTAL
2018,madhya-pradesh,bhopal,4226983,6249310700.95542,TOTAL
2018,madhya-pradesh,indore,2826520,5075021922.79704,TOTAL
2018,madhya-pradesh,gwalior,894712,1644666010.3465357,TOTAL
2018,madhya-pradesh,jabalpur,866243,1360238729.0313094,TOTAL
2018,madhya-pradesh,sehore,783146,1051788224.0566217,TOTAL
2018,madhya-pradesh,rewa,588836,933681137.7141752,TOTAL
2018,madhya-pradesh,ujjain,585638,981666410.735889,TOTAL
2018,madhya-pradesh,sagar,573261,742271402.2191862,TOTAL
2018,madhya-pradesh,dhar,536104,820460181.5187452,TOTAL
2018,madhya-pradesh,dewas,501654,821092172.381887,TOTAL
2019,madhya-pradesh,bhopal,8252290,9878412374.297678,TOTAL
2019,madhya-pradesh,indore,5731364,8462300131.378916,TOTAL
2019,madhya-pradesh,sehore,1598108,1381467050.209204,TOTAL
2019,madhya-pradesh,jabalpur,1489827,2066194878.07519,TOTAL
2019,madhya-pradesh,gwalior,1342886,2088543078.353699,TOTAL
2019,madhya-pradesh,dhar,976357,1063530759.7629424,TOTAL
2019,madhya-pradesh,ujjain,940607,1264261226.7636352,TOTAL
2019,madhya-pradesh,sagar,925998,1031788235.321145,TOTAL
2019,madhya-pradesh,dewas,911351,1084348082.083155,TOTAL
2019,madhya-pradesh,rewa,866533,1138882577.7546175,TOTAL
2019,madhya-pradesh,bhopal,12031142,17309015090.75333,TOTAL
2019,madhya-pradesh,indore,8459734,14340814113.22087,TOTAL
2019,madhya-pradesh,jabalpur,2003659,3365108021.1103716,TOTAL
2019,madhya-pradesh,gwalior,1264694,2419928141.075864,TOTAL
2019,madhya-pradesh,sehore,1000398,1498323453.5966249,TOTAL
2019,madhya-pradesh,ujjain,869522,1520840061.8610396,TOTAL
2019,madhya-pradesh,sagar,758405,1228020791.0177653,TOTAL
2019,madhya-pradesh,hoshangabad,733352,1398321448.0271442,TOTAL
2019,madhya-pradesh,rewa,718741,1390495018.41335,TOTAL
2019,madhya-pradesh,dewas,705805,1221413819.1866453,TOTAL
2019,madhya-pradesh,bhopal,15339970,19449113922.050434,TOTAL
2019,madhya-pradesh,indore,11739888,17332954157.395485,TOTAL
2019,madhya-pradesh,jabalpur,2424190,3585214328.9999766,TOTAL
2019,madhya-pradesh,gwalior,1945426,2938882604.9629474,TOTAL
2019,madhya-pradesh,ujjain,1287391,1861274343.6180212,TOTAL
2019,madhya-pradesh,sehore,1227719,1645829156.9951177,TOTAL
2019,madhya-pradesh,dewas,992605,1490521770.4985013,TOTAL
2019,madhya-pradesh,rewa,935300,1453796034.8352695,TOTAL
2019,madhya-pradesh,sagar,935229,1347968051.4244916,TOTAL
2019,madhya-pradesh,dhar,895526,1358217450.0838826,TOTAL
2019,madhya-pradesh,bhopal,18062429,24303685079.877422,TOTAL
2019,madhya-pradesh,indore,15879423,23175261773.68209,TOTAL
2019,madhya-pradesh,jabalpur,2901762,4636477563.561832,TOTAL
2019,madhya-pradesh,gwalior,2509157,4050254390.723213,TOTAL
2019,madhya-pradesh,ujjain,1649254,2534823488.3187428,TOTAL
2019,madhya-pradesh,sehore,1629869,2294177801.2437177,TOTAL
2019,madhya-pradesh,dewas,1251392,2061011651.7828116,TOTAL
2019,madhya-pradesh,sagar,1218814,1853137602.0859163,TOTAL
2019,madhya-pradesh,dhar,1194971,1868318600.635218,TOTAL
2019,madhya-pradesh,rewa,1160674,2078184265.1862037,TOTAL
2020,madhya-pradesh,indore,20249473,30491290764.19948,TOTAL
2020,madhya-pradesh,bhopal,18872294,26955303213.752163,TOTAL
2020,madhya-pradesh,jabalpur,3486010,5963024021.3977585,TOTAL
2020,madhya-pradesh,gwalior,2793829,4742983278.610157,TOTAL
2020,madhya-pradesh,ujjain,1956388,2984071094.5180407,TOTAL
2020,madhya-pradesh,sehore,1747508,2672516076.5999746,TOTAL
2020,madhya-pradesh,chhindwara,1550995,2660677487.5778346,TOTAL
2020,madhya-pradesh,dewas,1550696,2464387871.393967,TOTAL
2020,madhya-pradesh,dhar,1500274,2336164021.151242,TOTAL
2020,madhya-pradesh,rewa,1358528,2622020903.5922184,TOTAL
2020,madhya-pradesh,bhopal,14074026,27679446324.45678,TOTAL
2020,madhya-pradesh,indore,13320426,28685653051.73161,TOTAL
2020,madhya-pradesh,gwalior,2624767,4775816368.953523,TOTAL
2020,madhya-pradesh,jabalpur,2318052,4127023650.0580335,TOTAL
2020,madhya-pradesh,ujjain,2060273,3502234253.762901,TOTAL
2020,madhya-pradesh,sehore,2007098,3502556848.342663,TOTAL
2020,madhya-pradesh,chhindwara,1950309,3543387312.8824368,TOTAL
2020,madhya-pradesh,dewas,1913320,3316587068.990117,TOTAL
2020,madhya-pradesh,rewa,1877915,3929625254.5108604,TOTAL
2020,madhya-pradesh,dhar,1792207,2906918483.5859733,TOTAL
2020,madhya-pradesh,bhopal,29560361,57525605025.512215,TOTAL
2020,madhya-pradesh,indore,17544816,31851463020.761208,TOTAL
2020,madhya-pradesh,gwalior,3978884,7817520356.40003,TOTAL
2020,madhya-pradesh,jabalpur,3568035,6733555697.65695,TOTAL
2020,madhya-pradesh,ujjain,2921971,5297389626.97533,TOTAL
2020,madhya-pradesh,dhar,2527639,4260243322.8625326,TOTAL
2020,madhya-pradesh,sehore,2512141,4197137117.0135603,TOTAL
2020,madhya-pradesh,dewas,2498225,4394184455.067969,TOTAL
2020,madhya-pradesh,chhindwara,2113701,3726188140.6403146,TOTAL
2020,madhya-pradesh,rewa,2086383,3959365505.5119104,TOTAL
2020,madhya-pradesh,bhopal,38492334,67905952477.88091,TOTAL
2020,madhya-pradesh,indore,25715586,42359214660.836296,TOTAL
2020,madhya-pradesh,gwalior,6115831,12129267094.949297,TOTAL
2020,madhya-pradesh,jabalpur,5245511,9769636688.245636,TOTAL
2020,madhya-pradesh,ujjain,4280284,7849328204.967745,TOTAL
2020,madhya-pradesh,dhar,3833814,6450900581.257767,TOTAL
2020,madhya-pradesh,dewas,3659099,6453013619.067839,TOTAL
2020,madhya-pradesh,sehore,3633263,6071266571.198605,TOTAL
2020,madhya-pradesh,chhindwara,3170211,5890642613.695305,TOTAL
2020,madhya-pradesh,rewa,3045335,6440539078.097477,TOTAL
2021,madhya-pradesh,bhopal,67309234,101725720745.41441,TOTAL
2021,madhya-pradesh,indore,37457244,53867415617.00962,TOTAL
2021,madhya-pradesh,gwalior,7162483,13365571399.680473,TOTAL
2021,madhya-pradesh,jabalpur,6508756,11341470367.935308,TOTAL
2021,madhya-pradesh,ujjain,4926814,8661804508.825624,TOTAL
2021,madhya-pradesh,dhar,4368739,7366487165.421755,TOTAL
2021,madhya-pradesh,dewas,3992803,6833124438.36656,TOTAL
2021,madhya-pradesh,sehore,3804912,6207673600.695252,TOTAL
2021,madhya-pradesh,chhindwara,3281453,6171721022.75809,TOTAL
2021,madhya-pradesh,sagar,3149917,5653447301.758538,TOTAL
2021,madhya-pradesh,bhopal,74643630,127038866031.39793,TOTAL
2021,madhya-pradesh,indore,34159162,59026805792.65047,TOTAL
2021,madhya-pradesh,gwalior,7475892,15466583871.368423,TOTAL
2021,madhya-pradesh,jabalpur,6808088,12879587251.083908,TOTAL
2021,madhya-pradesh,dhar,5029916,9012726646.390884,TOTAL
2021,madhya-pradesh,ujjain,4879699,9676724764.226078,TOTAL
2021,madhya-pradesh,dewas,4430778,8482648817.275978,TOTAL
2021,madhya-pradesh,sehore,4199604,7779826903.455323,TOTAL
2021,madhya-pradesh,chhindwara,3787673,7484666557.941613,TOTAL
2021,madhya-pradesh,rewa,3692722,8211449728.951238,TOTAL
2021,madhya-pradesh,bhopal,103403998,146735124186.2163,TOTAL
2021,madhya-pradesh,indore,55970712,81712956761.21715,TOTAL
2021,madhya-pradesh,gwalior,10677148,19237891487.133667,TOTAL
2021,madhya-pradesh,jabalpur,9691966,16293034528.474735,TOTAL
2021,madhya-pradesh,ujjain,7652620,13233697399.244934,TOTAL
2021,madhya-pradesh,dhar,7010257,11371461567.624537,TOTAL
2021,madhya-pradesh,dewas,6092595,9986506658.490002,TOTAL
2021,madhya-pradesh,sehore,5466240,8629273157.345976,TOTAL
2021,madhya-pradesh,chhindwara,5106996,8670292561.634789,TOTAL
2021,madhya-pradesh,sagar,4691027,8366148265.503399,TOTAL
2021,madhya-pradesh,bhopal,134176541,190196223229.17584,TOTAL
2021,madhya-pradesh,indore,73486993,107685836352.74806,TOTAL
2021,madhya-pradesh,gwalior,13721879,25012279408.26774,TOTAL
2021,madhya-pradesh,jabalpur,12476449,20920967750.048428,TOTAL
2021,madhya-pradesh,ujjain,9436286,16998154949.070953,TOTAL
2021,madhya-pradesh,dhar,8770665,14454487270.115353,TOTAL
2021,madhya-pradesh,dewas,7659615,13007477185.675833,TOTAL
2021,madhya-pradesh,sehore,6733399,10809509304.10481,TOTAL
2021,madhya-pradesh,chhindwara,6522234,11185696130.666462,TOTAL
2021,madhya-pradesh,rewa,6195961,12315058116.409243,TOTAL
2022,madhya-pradesh,bhopal,159892411,221096758835.2795,TOTAL
2022,madhya-pradesh,indore,82698834,117708333766.98831,TOTAL
2022,madhya-pradesh,gwalior,15549106,27692015434.858017,TOTAL
2022,madhya-pradesh,jabalpur,14198131,23727705882.80347,TOTAL
2022,madhya-pradesh,ujjain,11174270,19317822240.980057,TOTAL
2022,madhya-pradesh,dhar,10117283,16593117838.03894,TOTAL
2022,madhya-pradesh,dewas,8873232,14573666819.387135,TOTAL
2022,madhya-pradesh,sehore,7782311,12240349684.93433,TOTAL
2022,madhya-pradesh,chhindwara,7709009,12667985167.90129,TOTAL
2022,madhya-pradesh,sagar,7000254,11999611899.066284,TOTAL
2022,madhya-pradesh,bhopal,185588829,255910395858.58392,TOTAL
2022,madhya-pradesh,indore,94002709,130634964642.79424,TOTAL
2022,madhya-pradesh,gwalior,18027874,32093579424.108437,TOTAL
2022,madhya-pradesh,jabalpur,16889784,27629576719.43084,TOTAL
2022,madhya-pradesh,ujjain,12860422,22270090166.47255,TOTAL
2022,madhya-pradesh,dhar,11567048,18840900182.77164,TOTAL
2022,madhya-pradesh,dewas,9969749,16816037627.773096,TOTAL
2022,madhya-pradesh,chhindwara,8962440,14596356954.002365,TOTAL
2022,madhya-pradesh,sehore,8725327,14417789308.970549,TOTAL
2022,madhya-pradesh,rewa,8417985,16928268530.619324,TOTAL
2022,madhya-pradesh,chhindwara,169367916,236429180484.71173,TOTAL
2022,madhya-pradesh,bhopal,156507125,194323899841.67703,TOTAL
2022,madhya-pradesh,indore,140075797,181342408308.11453,TOTAL
2022,madhya-pradesh,gwalior,19510123,31696730031.83982,TOTAL
2022,madhya-pradesh,jabalpur,17564654,26204520330.92041,TOTAL
2022,madhya-pradesh,ujjain,14059587,21942517753.50229,TOTAL
2022,madhya-pradesh,dhar,12392412,18195974455.547993,TOTAL
2022,madhya-pradesh,dewas,10823857,16145007712.632084,TOTAL
2022,madhya-pradesh,rewa,8837903,14504856959.73714,TOTAL
2022,madhya-pradesh,sehore,8802203,12815375203.387741,TOTAL
2022,madhya-pradesh,chhindwara,245710341,350638062974.8574,TOTAL
2022,madhya-pradesh,bhopal,190199488,243653886996.01984,TOTAL
2022,madhya-pradesh,indore,158576063,210881632372.97565,TOTAL
2022,madhya-pradesh,gwalior,21340912,35102831658.15674,TOTAL
2022,madhya-pradesh,jabalpur,17383664,26637455898.079086,TOTAL
2022,madhya-pradesh,ujjain,16707523,27113247453.133526,TOTAL
2022,madhya-pradesh,dhar,13287245,20206456864.59485,TOTAL
2022,madhya-pradesh,dewas,11710945,18499556126.900196,TOTAL
2022,madhya-pradesh,shahdol,10700938,14780956554.066238,TOTAL
2022,madhya-pradesh,rewa,9898698,16813110581.034153,TOTAL
2023,madhya-pradesh,indore,125871728,151714773334.0,TOTAL
2023,madhya-pradesh,bhopal,90233129,100743031945.0,TOTAL
2023,madhya-pradesh,gwalior,32530192,52982719835.0,TOTAL
2023,madhya-pradesh,ujjain,26942883,40817423529.0,TOTAL
2023,madhya-pradesh,jabalpur,25123516,37663871660.0,TOTAL
2023,madhya-pradesh,dhar,23103625,33382954474.0,TOTAL
2023,madhya-pradesh,dewas,19792878,29287649682.0,TOTAL
2023,madhya-pradesh,chhindwara,17392755,24958783288.0,TOTAL
2023,madhya-pradesh,rewa,16354341,27952686901.0,TOTAL
2023,madhya-pradesh,sehore,16316080,23436920406.0,TOTAL
2023,madhya-pradesh,indore,142167846,167783471243.0,TOTAL
2023,madhya-pradesh,bhopal,101329806,112080830923.0,TOTAL
2023,madhya-pradesh,gwalior,37274900,57528982641.0,TOTAL
2023,madhya-pradesh,ujjain,30837675,46609017169.0,TOTAL
2023,madhya-pradesh,jabalpur,28848316,41668633973.0,TOTAL
2023,madhya-pradesh,dhar,26679875,36996250233.0,TOTAL
2023,madhya-pradesh,dewas,22398163,33309353948.0,TOTAL
2023,madhya-pradesh,rewa,20065798,32186209412.0,TOTAL
2023,madhya-pradesh,chhindwara,20020454,28324665903.0,TOTAL
2023,madhya-pradesh,sehore,18815311,28128404111.0,TOTAL
2018,maharashtra,pune,3842929,5378982326.835919,TOTAL
2018,maharashtra,mumbai,2671029,3923116793.952079,TOTAL
2018,maharashtra,mumbai suburban,1444587,2385242801.288172,TOTAL
2018,maharashtra,thane,1243518,1995816824.6734967,TOTAL
2018,maharashtra,nashik,669259,874435847.1021329,TOTAL
2018,maharashtra,aurangabad,620430,680361961.5537964,TOTAL
2018,maharashtra,nagpur,592456,781981176.1740795,TOTAL
2018,maharashtra,solapur,451438,535791949.0374774,TOTAL
2018,maharashtra,ahmednagar,438972,522540233.7072377,TOTAL
2018,maharashtra,kolhapur,351519,354723905.37194455,TOTAL
2018,maharashtra,pune,5162876,8513428062.925207,TOTAL
2018,maharashtra,mumbai,3277612,6048515205.760132,TOTAL
2018,maharashtra,mumbai suburban,2055232,3877425976.656087,TOTAL
2018,maharashtra,thane,1773084,3339349832.40853,TOTAL
2018,maharashtra,nashik,956098,1502940957.143,TOTAL
2018,maharashtra,nagpur,792349,1325086381.0421863,TOTAL
2018,maharashtra,aurangabad,789032,1121247393.1699817,TOTAL
2018,maharashtra,solapur,657732,1017429009.0580833,TOTAL
2018,maharashtra,ahmednagar,616058,960786263.1601061,TOTAL
2018,maharashtra,raigad,469802,849899520.0504556,TOTAL
2018,maharashtra,pune,7890491,12601613622.467594,TOTAL
2018,maharashtra,mumbai,4090811,7438893352.297362,TOTAL
2018,maharashtra,mumbai suburban,3049903,5567618775.346842,TOTAL
2018,maharashtra,thane,2611297,4941785822.789892,TOTAL
2018,maharashtra,nashik,1321016,2243065273.9378605,TOTAL
2018,maharashtra,nagpur,1215989,2003870351.0067477,TOTAL
2018,maharashtra,aurangabad,1171650,1755607884.6928542,TOTAL
2018,maharashtra,solapur,957281,1548416428.5291772,TOTAL
2018,maharashtra,ahmednagar,842685,1476318516.9225848,TOTAL
2018,maharashtra,raigad,717318,1362324762.6075263,TOTAL
2018,maharashtra,pune,11075153,18048884123.019886,TOTAL
2018,maharashtra,mumbai,6060284,11506143747.453331,TOTAL
2018,maharashtra,mumbai suburban,4635750,8268990734.490216,TOTAL
2018,maharashtra,thane,4198385,7592415202.1234455,TOTAL
2018,maharashtra,nagpur,1884842,3079870457.7353897,TOTAL
2018,maharashtra,nashik,1881354,3510737505.1936135,TOTAL
2018,maharashtra,aurangabad,1685901,2758523355.9782867,TOTAL
2018,maharashtra,solapur,1266285,2368140884.7300243,TOTAL
2018,maharashtra,ahmednagar,1226980,2363347728.365555,TOTAL
2018,maharashtra,palghar,1088141,1842460037.4482036,TOTAL
2019,maharashtra,pune,23360634,32233517413.825314,TOTAL
2019,maharashtra,mumbai,8672352,14116666928.151258,TOTAL
2019,maharashtra,mumbai suburban,6743762,10706972932.399767,TOTAL
2019,maharashtra,thane,6590587,10262365751.639568,TOTAL
2019,maharashtra,nagpur,3417783,4445200035.812227,TOTAL
2019,maharashtra,nashik,2967544,4544409151.206467,TOTAL
2019,maharashtra,aurangabad,2792378,3834151759.410431,TOTAL
2019,maharashtra,ahmednagar,1729326,2957722310.1799498,TOTAL
2019,maharashtra,palghar,1719894,2564696463.010165,TOTAL
2019,maharashtra,solapur,1711532,2915291684.2363386,TOTAL
2019,maharashtra,pune,44795652,58398808592.1738,TOTAL
2019,maharashtra,mumbai,9050682,16756255698.406097,TOTAL
2019,maharashtra,thane,7530876,12313829091.41301,TOTAL
2019,maharashtra,mumbai suburban,7064507,11847987142.696594,TOTAL
2019,maharashtra,nagpur,4188658,6025414879.616595,TOTAL
2019,maharashtra,nashik,3923883,5791332953.556848,TOTAL
2019,maharashtra,aurangabad,3396197,4796542321.512946,TOTAL
2019,maharashtra,solapur,1820589,3474067537.180213,TOTAL
2019,maharashtra,raigad,1818926,3167985278.4983797,TOTAL
2019,maharashtra,ahmednagar,1790440,3545962730.754202,TOTAL
2019,maharashtra,pune,67093416,78128868958.39702,TOTAL
2019,maharashtra,thane,11231012,16108408586.919155,TOTAL
2019,maharashtra,mumbai,10401047,19947302478.272934,TOTAL
2019,maharashtra,mumbai suburban,10319061,15257508401.083763,TOTAL
2019,maharashtra,nashik,7028066,8460253081.126101,TOTAL
2019,maharashtra,nagpur,6165553,7727440587.3605995,TOTAL
2019,maharashtra,aurangabad,5823390,6977918217.050415,TOTAL
2019,maharashtra,solapur,2841225,4598818500.230581,TOTAL
2019,maharashtra,ahmednagar,2826165,4766032718.090915,TOTAL
2019,maharashtra,raigad,2748252,4158566617.3787417,TOTAL
2019,maharashtra,pune,91666565,103270644868.1607,TOTAL
2019,maharashtra,mumbai,14329105,29174555412.502365,TOTAL
2019,maharashtra,thane,13830713,20280076921.035427,TOTAL
2019,maharashtra,mumbai suburban,12837253,20156220719.157547,TOTAL
2019,maharashtra,nashik,10054198,12613474576.88743,TOTAL
2019,maharashtra,nagpur,8223885,10735621488.951063,TOTAL
2019,maharashtra,aurangabad,8161133,10014948231.036003,TOTAL
2019,maharashtra,ahmednagar,4236391,7088367322.635469,TOTAL
2019,maharashtra,solapur,3759589,6462184396.413737,TOTAL
2019,maharashtra,raigad,3562595,5355626917.650449,TOTAL
2020,maharashtra,pune,107497963,119146177775.3236,TOTAL
2020,maharashtra,mumbai suburban,23598054,40462122569.6479,TOTAL
2020,maharashtra,thane,15699451,22551048276.307404,TOTAL
2020,maharashtra,nashik,12019521,15505749977.367247,TOTAL
2020,maharashtra,nagpur,10765004,15125508374.00669,TOTAL
2020,maharashtra,aurangabad,9438690,11942430956.817465,TOTAL
2020,maharashtra,ahmednagar,5518308,9057699649.519627,TOTAL
2020,maharashtra,solapur,4939298,8556069047.344244,TOTAL
2020,maharashtra,mumbai,4716907,8325816941.590815,TOTAL
2020,maharashtra,raigad,4244606,6091061427.355885,TOTAL
2020,maharashtra,pune,58840981,94890914730.75931,TOTAL
2020,maharashtra,mumbai suburban,14673823,26603760478.450813,TOTAL
2020,maharashtra,thane,12230364,18163626280.67061,TOTAL
2020,maharashtra,nashik,11893531,17207891612.65169,TOTAL
2020,maharashtra,nagpur,8581175,13518590358.378927,TOTAL
2020,maharashtra,aurangabad,7820545,11549930061.996231,TOTAL
2020,maharashtra,ahmednagar,6617740,11240715303.18826,TOTAL
2020,maharashtra,solapur,6271738,11057370637.178139,TOTAL
2020,maharashtra,palghar,4237438,5239353069.683626,TOTAL
2020,maharashtra,raigad,4056198,5669347658.182283,TOTAL
2020,maharashtra,pune,101472134,154366363808.0403,TOTAL
2020,maharashtra,mumbai suburban,20687558,38421032377.84479,TOTAL
2020,maharashtra,nashik,17587671,26675908700.898186,TOTAL
2020,maharashtra,thane,16568232,26708998225.097702,TOTAL
2020,maharashtra,aurangabad,12231686,19033463159.354687,TOTAL
2020,maharashtra,nagpur,11746960,18854510864.94963,TOTAL
2020,maharashtra,ahmednagar,8883332,16593214276.595516,TOTAL
2020,maharashtra,solapur,8375851,16121372736.652992,TOTAL
2020,maharashtra,raigad,5427408,8380993717.388746,TOTAL
2020,maharashtra,palghar,5046305,7298216466.360156,TOTAL
2020,maharashtra,pune,142350762,182511549425.14313,TOTAL
2020,maharashtra,mumbai suburban,31947471,52567087497.07483,TOTAL
2020,maharashtra,thane,30073494,43911916102.08778,TOTAL
2020,maharashtra,nashik,25886584,38876096829.7729,TOTAL
2020,maharashtra,aurangabad,19001745,27681773653.44072,TOTAL
2020,maharashtra,nagpur,17881031,27734234062.40806,TOTAL
2020,maharashtra,ahmednagar,13929256,25560818870.682503,TOTAL
2020,maharashtra,solapur,12746918,24047679847.907963,TOTAL
2020,maharashtra,raigad,9634903,13939207766.945723,TOTAL
2020,maharashtra,palghar,8070045,11789420098.043339,TOTAL
2021,maharashtra,pune,208930588,253623629237.65793,TOTAL
2021,maharashtra,mumbai suburban,49079788,75911506798.24135,TOTAL
2021,maharashtra,thane,33503449,48840960311.87904,TOTAL
2021,maharashtra,nashik,27235543,41832846588.20086,TOTAL
2021,maharashtra,aurangabad,20324679,29945191784.134216,TOTAL
2021,maharashtra,nagpur,20132732,31261594334.217766,TOTAL
2021,maharashtra,washim,16119131,32164445523.209106,TOTAL
2021,maharashtra,ahmednagar,14942900,27709537707.314117,TOTAL
2021,maharashtra,solapur,13720797,26445846333.97523,TOTAL
2021,maharashtra,raigad,10673549,15596964081.61911,TOTAL
2021,maharashtra,pune,218732925,298657497266.99304,TOTAL
2021,maharashtra,mumbai suburban,51172626,79709409341.93016,TOTAL
2021,maharashtra,thane,34695330,51834001818.133484,TOTAL
2021,maharashtra,nashik,28391827,47825836433.598206,TOTAL
2021,maharashtra,washim,27190170,55251595071.35002,TOTAL
2021,maharashtra,aurangabad,23744887,36191383377.4905,TOTAL
2021,maharashtra,nagpur,22506189,36690120293.721405,TOTAL
2021,maharashtra,ahmednagar,16869500,32660327252.892723,TOTAL
2021,maharashtra,solapur,16828619,33876247851.21455,TOTAL
2021,maharashtra,raigad,11509927,16915509520.363083,TOTAL
2021,maharashtra,pune,303322956,372243656247.4718,TOTAL
2021,maharashtra,mumbai suburban,67846531,100494598469.06511,TOTAL
2021,maharashtra,washim,47716080,89156949627.79579,TOTAL
2021,maharashtra,thane,46296081,66370065441.36949,TOTAL
2021,maharashtra,nashik,39927545,60198709473.80904,TOTAL
2021,maharashtra,aurangabad,32667108,45343695947.53139,TOTAL
2021,maharashtra,nagpur,29998841,44274024437.65408,TOTAL
2021,maharashtra,ahmednagar,23270731,41445914645.10295,TOTAL
2021,maharashtra,solapur,22642205,41800216299.60483,TOTAL
2021,maharashtra,raigad,15666356,21716387176.67746,TOTAL
2021,maharashtra,pune,371337618,454584743765.05554,TOTAL
2021,maharashtra,mumbai suburban,92733033,134616103622.6073,TOTAL
2021,maharashtra,thane,58731186,82756618879.3905,TOTAL
2021,maharashtra,washim,58312102,108918964843.63313,TOTAL
2021,maharashtra,nashik,50753398,77325087055.88705,TOTAL
2021,maharashtra,aurangabad,42089766,58225600205.240555,TOTAL
2021,maharashtra,nagpur,37294016,55504861303.13818,TOTAL
2021,maharashtra,ahmednagar,30809337,53652623922.42543,TOTAL
2021,maharashtra,solapur,29893044,53557566277.62863,TOTAL
2021,maharashtra,raigad,19999796,27241010089.090332,TOTAL
2022,maharashtra,pune,424149132,508475101454.5797,TOTAL
2022,maharashtra,mumbai suburban,104595313,148080835860.6061,TOTAL
2022,maharashtra,washim,73700274,136398563399.82826,TOTAL
2022,maharashtra,thane,66420329,91604299445.99771,TOTAL
2022,maharashtra,nashik,59914404,89903593917.99501,TOTAL
2022,maharashtra,aurangabad,48288544,66140008400.38046,TOTAL
2022,maharashtra,nagpur,43072958,63065806665.247505,TOTAL
2022,maharashtra,ahmednagar,35927347,61917805949.94818,TOTAL
2022,maharashtra,solapur,35130037,62436627060.524826,TOTAL
2022,maharashtra,raigad,22836136,30642123149.62334,TOTAL
2022,maharashtra,pune,520321567,620747087392.5974,TOTAL
2022,maharashtra,mumbai suburban,125227570,172590494011.93738,TOTAL
2022,maharashtra,washim,98129806,175926949614.37335,TOTAL
2022,maharashtra,thane,76359706,103706480304.36014,TOTAL
2022,maharashtra,nashik,69128782,103031323327.35526,TOTAL
2022,maharashtra,aurangabad,55248137,75915458866.51474,TOTAL
2022,maharashtra,nagpur,52065290,75751126721.70934,TOTAL
2022,maharashtra,ahmednagar,42201172,72250021262.47775,TOTAL
2022,maharashtra,solapur,41690075,74367210007.30444,TOTAL
2022,maharashtra,raigad,26465986,34460851150.869255,TOTAL
2022,maharashtra,pune,505018506,549531791371.8348,TOTAL
2022,maharashtra,mumbai suburban,197724164,247678975470.48972,TOTAL
2022,maharashtra,thane,80605581,103768554261.10455,TOTAL
2022,maharashtra,nashik,75574380,109529218251.08426,TOTAL
2022,maharashtra,nagpur,73292524,101188934110.49721,TOTAL
2022,maharashtra,mumbai,72051672,98270574413.60028,TOTAL
2022,maharashtra,aurangabad,59756919,78617594736.37457,TOTAL
2022,maharashtra,solapur,43898093,73768556417.1306,TOTAL
2022,maharashtra,ahmednagar,42461860,70593347849.7045,TOTAL
2022,maharashtra,raigad,28475145,36394835874.96223,TOTAL
2022,maharashtra,pune,544687754,590334491443.0928,TOTAL
2022,maharashtra,mumbai suburban,248827345,310278216439.5166,TOTAL
2022,maharashtra,thane,96634264,120463884034.54527,TOTAL
2022,maharashtra,nashik,95624463,138499252102.65778,TOTAL
2022,maharashtra,nagpur,82944788,116240666679.72601,TOTAL
2022,maharashtra,mumbai,75229421,102451767492.82622,TOTAL
2022,maharashtra,aurangabad,67307091,90151467648.5776,TOTAL
2022,maharashtra,ahmednagar,50187075,84188481406.43468,TOTAL
2022,maharashtra,solapur,49452868,83291615226.59082,TOTAL
2022,maharashtra,raigad,32354836,40318975044.959946,TOTAL
2023,maharashtra,pune,505841046,489824129517.0,TOTAL
2023,maharashtra,thane,142097640,164652846524.0,TOTAL
2023,maharashtra,mumbai suburban,119452769,138677680552.0,TOTAL
2023,maharashtra,nashik,119376880,167693934792.0,TOTAL
2023,maharashtra,aurangabad,95131875,121063237188.0,TOTAL
2023,maharashtra,nagpur,87172881,116369650409.0,TOTAL
2023,maharashtra,solapur,78530550,129110342469.0,TOTAL
2023,maharashtra,ahmednagar,78198945,127588673135.0,TOTAL
2023,maharashtra,raigad,50072751,58510274697.0,TOTAL
2023,maharashtra,mumbai,45774016,60530759966.0,TOTAL
2023,maharashtra,pune,554427668,535801107518.0,TOTAL
2023,maharashtra,thane,155714593,178939371434.0,TOTAL
2023,maharashtra,nashik,135966489,184867119659.0,TOTAL
2023,maharashtra,mumbai suburban,130857450,148410175880.0,TOTAL
2023,maharashtra,aurangabad,105820511,132952857337.0,TOTAL
2023,maharashtra,nagpur,97521493,129504759626.0,TOTAL
2023,maharashtra,ahmednagar,88553642,139707887255.0,TOTAL
2023,maharashtra,solapur,88308858,140499967071.0,TOTAL
2023,maharashtra,raigad,55379671,63261035124.0,TOTAL
2023,maharashtra,mumbai,50518947,64178064613.0,TOTAL
2018,manipur,imphal west,29863,46026262.666274294,TOTAL
2018,manipur,imphal east,21960,26028937.81002756,TOTAL
2018,manipur,thoubal,8288,8366772.887529282,TOTAL
2018,manipur,bishnupur,7005,11341627.667845085,TOTAL
2018,manipur,kangpokpi,4187,12129421.383849183,TOTAL
2018,manipur,churachandpur,4081,11708258.721273843,TOTAL
2018,manipur,kakching,1622,1924584.2384454876,TOTAL
2018,manipur,ukhrul,1399,1647288.6651835062,TOTAL
2018,manipur,jiribam,1305,3564799.4519929583,TOTAL
