year,state,Pincode,type,count,amount
2021,maharashtra,440012,TOTAL,5494787,9251767919.822668
2021,maharashtra,412105,TOTAL,5234434,5620948987.57558
2021,maharashtra,411004,TOTAL,185423020,259406175394.85846
2021,maharashtra,444510,TOTAL,55162139,103212697006.96255
2021,maharashtra,400070,TOTAL,50340367,73187916008.75829
2021,maharashtra,410501,TOTAL,10198767,9264010974.618313
2021,maharashtra,431001,TOTAL,8557377,12404503527.716852
2021,maharashtra,411014,TOTAL,7890419,6868558294.36281
2021,maharashtra,411033,TOTAL,7862205,7410840168.559816
2021,maharashtra,411057,TOTAL,7136353,6247408883.821518
2021,maharashtra,431003,TOTAL,6407291,8067351256.978017
2021,maharashtra,412105,TOTAL,6367461,6993658658.829407
2022,maharashtra,411004,TOTAL,209101358,285005833904.6318
2022,maharashtra,444510,TOTAL,69862188,129741278088.80705
2022,maharashtra,400070,TOTAL,56011211,80794740859.51787
2022,maharashtra,410501,TOTAL,11640038,10636624234.637459
2022,maharashtra,431001,TOTAL,9825891,13805827491.422024
2022,maharashtra,411033,TOTAL,9348861,8590526583.137423
2022,maharashtra,411014,TOTAL,9059263,7848200047.69926
2022,maharashtra,411057,TOTAL,8561602,7472972778.678108
2022,maharashtra,412105,TOTAL,7459104,8159684878.294653
2022,maharashtra,421302,TOTAL,7450111,11482329394.52514
2022,maharashtra,411004,TOTAL,262731186,356436998068.0399
2022,maharashtra,444510,TOTAL,93575752,168031360482.0629
2022,maharashtra,400070,TOTAL,67786894,95416331928.65605
2022,maharashtra,410501,TOTAL,13236910,11874309798.75892
2022,maharashtra,411014,TOTAL,11697920,10026764352.969936
2022,maharashtra,411057,TOTAL,11622532,9909192948.653673
2022,maharashtra,431001,TOTAL,11357036,15940998114.996466
2022,maharashtra,411033,TOTAL,11248321,10137475801.06741
2022,maharashtra,411041,TOTAL,8733671,7423109581.111521
2022,maharashtra,412105,TOTAL,8602663,9347399710.593971
2022,maharashtra,411033,TOTAL,217102802,241609848561.36984
2022,maharashtra,400070,TOTAL,137051260,170363147506.6858
2022,maharashtra,400008,TOTAL,49814056,65788617891.76341
2022,maharashtra,411004,TOTAL,35565559,46889682733.19162
2022,maharashtra,440015,TOTAL,28518450,39580070888.688675
2022,maharashtra,422001,TOTAL,16584775,22892863075.667614
2022,maharashtra,410501,TOTAL,13708087,12394610913.096243
2022,maharashtra,411057,TOTAL,13233019,11257700083.431376
2022,maharashtra,444510,TOTAL,12876808,23786716614.652943
2022,maharashtra,411014,TOTAL,12461317,10734695463.204502
2022,maharashtra,411033,TOTAL,263248580,298971294541.89966
2022,maharashtra,400070,TOTAL,180508440,226320223720.06732
2022,maharashtra,400008,TOTAL,49240020,65927005243.35176
2022,maharashtra,440015,TOTAL,33001619,46646510285.455376
2022,maharashtra,422001,TOTAL,29230434,40043689994.83023
2022,maharashtra,410501,TOTAL,15124573,13739297710.183975
2022,maharashtra,411057,TOTAL,14986782,12424554392.873234
2022,maharashtra,411014,TOTAL,13692420,11881222962.18791
2022,maharashtra,421302,TOTAL,13270367,18356897590.78022
2022,maharashtra,431201,TOTAL,12674116,17443485580.872044
2023,maharashtra,411057,TOTAL,27438671,21723536786.0
2023,maharashtra,410501,TOTAL,25782962,22470285522.0
2023,maharashtra,411014,TOTAL,23623328,19438224053.0
2023,maharashtra,411033,TOTAL,21924992,18765003193.0
2023,maharashtra,421302,TOTAL,17573711,23079684609.0
2023,maharashtra,412105,TOTAL,16901938,17673043028.0
2023,maharashtra,411028,TOTAL,15706323,14847085738.0
2023,maharashtra,411041,TOTAL,15299496,12736609263.0
2023,maharashtra,411046,TOTAL,15186635,14410019252.0
2023,maharashtra,431003,TOTAL,15050418,17424324715.0
2023,maharashtra,411057,TOTAL,30991776,24785623038.0
2023,maharashtra,410501,TOTAL,29066230,24451732191.0
2023,maharashtra,411014,TOTAL,25859292,21392570247.0
2023,maharashtra,411033,TOTAL,23888848,20527805168.0
2023,maharashtra,421302,TOTAL,19309222,24700746766.0
2023,maharashtra,412105,TOTAL,18719763,19377447045.0
2023,maharashtra,411028,TOTAL,17388584,16343289591.0
2023,maharashtra,431003,TOTAL,16407926,19083832100.0
2023,maharashtra,411041,TOTAL,16397174,13821446631.0
2023,maharashtra,411046,TOTAL,16261485,15584348456.0
2018,manipur,795004,TOTAL,12606,23682933.58208196
2018,manipur,795001,TOTAL,8487,10244714.67605827
2018,manipur,795133,TOTAL,4140,6458893.323608544
2018,manipur,795130,TOTAL,4015,1947352.8842733959
2018,manipur,795138,TOTAL,4012,3186030.4751248285
2018,manipur,795009,TOTAL,3749,4170135.4255989287
2018,manipur,795149,TOTAL,3632,3526963.202119058
2018,manipur,795008,TOTAL,3285,2936870.674948047
2018,manipur,795002,TOTAL,3020,4270672.741117084
2018,manipur,795148,TOTAL,2976,3058970.431631125
2018,manipur,795004,TOTAL,18869,44371601.789746955
2018,manipur,795001,TOTAL,11421,20780535.104123443
2018,manipur,795138,TOTAL,10598,10328620.30235086
2018,manipur,795130,TOTAL,8787,4411550.308926317
2018,manipur,795148,TOTAL,8124,6416280.939354524
2018,manipur,795008,TOTAL,7956,6424120.1701824935
2018,manipur,795149,TOTAL,7677,7402520.412686354
2018,manipur,795133,TOTAL,7109,10382916.496883135
2018,manipur,795009,TOTAL,6537,7127037.549029747
2018,manipur,795010,TOTAL,5110,8471239.484244682
2018,manipur,795008,TOTAL,22448,15778360.208970271
2018,manipur,795004,TOTAL,22196,61681660.67057082
2018,manipur,795001,TOTAL,15883,31271196.166412406
2018,manipur,795138,TOTAL,10525,20443510.769133568
2018,manipur,795133,TOTAL,8504,12631267.784410078
2018,manipur,795148,TOTAL,7723,11875212.226570638
2018,manipur,795132,TOTAL,6976,9049086.682711724
2018,manipur,795149,TOTAL,6292,9524903.275712792
2018,manipur,795009,TOTAL,6228,10405423.891936263
2018,manipur,795010,TOTAL,5771,11283039.738901485
2018,manipur,795004,TOTAL,32711,95104886.51172696
2018,manipur,795001,TOTAL,19824,48128337.59258818
2018,manipur,795138,TOTAL,12501,27087023.257224698
2018,manipur,795133,TOTAL,10795,19534498.355745625
2018,manipur,795148,TOTAL,9494,18953989.770510618
2018,manipur,795132,TOTAL,7849,13377220.69851027
2018,manipur,795149,TOTAL,7506,16701062.637170646
2018,manipur,795002,TOTAL,7121,22565426.57785627
2018,manipur,795107,TOTAL,7028,25299899.69137483
2018,manipur,795008,TOTAL,6971,12533403.844624616
2019,manipur,795004,TOTAL,35245,109634944.30257642
2019,manipur,795001,TOTAL,24838,56727468.16179132
2019,manipur,795002,TOTAL,12432,25977979.478554804
2019,manipur,795138,TOTAL,11157,22901903.302165523
2019,manipur,795133,TOTAL,9791,21402954.883938394
2019,manipur,795148,TOTAL,9570,19123565.136399906
2019,manipur,795132,TOTAL,9340,18235018.20897458
2019,manipur,795107,TOTAL,8646,23565468.844109796
2019,manipur,795149,TOTAL,8393,24871786.666982573
2019,manipur,795128,TOTAL,8185,27756732.496665865
2019,manipur,795004,TOTAL,36187,120781209.48124579
2019,manipur,795001,TOTAL,28023,77389134.5047512
2019,manipur,795002,TOTAL,10533,30009542.78850165
2019,manipur,795138,TOTAL,9739,27248718.95561669
2019,manipur,795133,TOTAL,8834,21011673.359420665
2019,manipur,795148,TOTAL,8578,18484663.43130917
2019,manipur,795107,TOTAL,8437,25768354.482557006
2019,manipur,795149,TOTAL,7257,20388901.095304318
2019,manipur,795128,TOTAL,7150,23400317.826739278
2019,manipur,795132,TOTAL,6820,16466061.165612688
2019,manipur,795004,TOTAL,49341,143342579.45317823
2019,manipur,795001,TOTAL,34428,100742930.73130392
2019,manipur,795002,TOTAL,16183,38435546.5771031
2019,manipur,795107,TOTAL,12606,31413050.58819677
2019,manipur,795138,TOTAL,12455,31596560.483539104
2019,manipur,795133,TOTAL,11331,21911206.158574402
2019,manipur,795148,TOTAL,10206,20197259.281416446
2019,manipur,795103,TOTAL,10097,21276889.316738486
2019,manipur,795128,TOTAL,9626,31349106.362106614
2019,manipur,795149,TOTAL,9541,25778922.851421803
2019,manipur,795004,TOTAL,85163,284142574.36576116
2019,manipur,795001,TOTAL,41607,123799617.86394042
2019,manipur,795002,TOTAL,19150,43657709.80721581
2019,manipur,795133,TOTAL,16045,32936174.803068608
2019,manipur,795138,TOTAL,14997,36046485.762527086
2019,manipur,795107,TOTAL,14246,38601354.81514808
2019,manipur,795148,TOTAL,13841,28618093.637119994
2019,manipur,795149,TOTAL,12308,32634117.40836089
2019,manipur,795103,TOTAL,12270,28917720.973230727
2019,manipur,795010,TOTAL,10612,24985787.00335359
2020,manipur,795004,TOTAL,387305,1585768079.294744
2020,manipur,795001,TOTAL,29338,71746308.31074907
2020,manipur,795002,TOTAL,23472,49969749.15235273
2020,manipur,795133,TOTAL,19760,39998266.40328973
2020,manipur,795138,TOTAL,18804,45574900.73661077
2020,manipur,795003,TOTAL,18491,62464386.41518304
2020,manipur,795148,TOTAL,16024,34279598.47380114
2020,manipur,795107,TOTAL,15648,36913496.96682216
2020,manipur,795103,TOTAL,15607,35641602.94164023
2020,manipur,795149,TOTAL,14785,35928977.22083622
2020,manipur,795004,TOTAL,434372,1785185559.4248211
2020,manipur,795133,TOTAL,37798,78140997.53542186
2020,manipur,795138,TOTAL,30249,75820288.94663924
2020,manipur,795001,TOTAL,30163,64637545.78666336
2020,manipur,795002,TOTAL,28649,64115117.27000809
2020,manipur,795103,TOTAL,26957,48348962.68931339
2020,manipur,795148,TOTAL,26952,63698749.748529874
2020,manipur,795149,TOTAL,25348,54447797.892471895
2020,manipur,795128,TOTAL,22004,60475365.348625734
2020,manipur,795010,TOTAL,21593,40070674.34978539
2020,manipur,795004,TOTAL,668121,2783564813.2543106
2020,manipur,795133,TOTAL,39633,91377856.61182675
2020,manipur,795001,TOTAL,37763,100794824.11540367
2020,manipur,795138,TOTAL,37003,90478654.05794755
2020,manipur,795002,TOTAL,32589,85557701.29399624
2020,manipur,795103,TOTAL,30393,65449502.81618789
2020,manipur,795148,TOTAL,29878,73091134.6093145
2020,manipur,795128,TOTAL,29127,88214853.90578212
2020,manipur,795149,TOTAL,28473,67187829.42387846
2020,manipur,795010,TOTAL,24695,55104065.47168037
2020,manipur,795004,TOTAL,735821,2994638886.281819
2020,manipur,795001,TOTAL,50986,166310982.51326972
2020,manipur,795133,TOTAL,45765,129937731.4075594
2020,manipur,795138,TOTAL,41754,122532691.00344451
2020,manipur,795002,TOTAL,39018,113247697.0894908
2020,manipur,795148,TOTAL,35670,102124943.04454702
2020,manipur,795103,TOTAL,34654,90732237.57658619
2020,manipur,795128,TOTAL,32853,117549054.38800444
2020,manipur,795107,TOTAL,31876,92161645.01433721
2020,manipur,795149,TOTAL,30448,88653311.98252767
2021,manipur,795004,TOTAL,1557689,4521302248.497635
2021,manipur,795001,TOTAL,47326,162912662.9322396
2021,manipur,795002,TOTAL,39543,115764588.4730033
2021,manipur,795133,TOTAL,35007,128099048.48124702
2021,manipur,795138,TOTAL,34160,120845508.83923979
2021,manipur,795148,TOTAL,30444,95740714.71725169
2021,manipur,795107,TOTAL,29678,91689029.57496029
2021,manipur,795103,TOTAL,28626,88442534.4035099
2021,manipur,795128,TOTAL,28339,117955874.61714467
2021,manipur,795149,TOTAL,26145,92674945.95095426
2021,manipur,795004,TOTAL,2185030,5211049973.461837
2021,manipur,795001,TOTAL,46325,131734104.17665228
2021,manipur,795133,TOTAL,44948,144473238.27939054
2021,manipur,795138,TOTAL,42030,122133179.43891996
2021,manipur,795002,TOTAL,41066,111647241.34338762
2021,manipur,795128,TOTAL,38339,126121651.05222753
2021,manipur,795148,TOTAL,38043,110126803.80705282
2021,manipur,795103,TOTAL,35832,89128017.27387875
2021,manipur,795107,TOTAL,35141,106224479.64657478
2021,manipur,795149,TOTAL,28651,84575734.09783353
2021,manipur,795004,TOTAL,2823956,6823004582.206873
2021,manipur,795001,TOTAL,63235,207496231.94250196
2021,manipur,795133,TOTAL,53340,176697938.23382312
2021,manipur,795002,TOTAL,52916,166795951.33997193
2021,manipur,795138,TOTAL,51630,164039582.16495326
2021,manipur,795128,TOTAL,51217,179539018.97418427
2021,manipur,795148,TOTAL,47825,145269736.73353177
2021,manipur,795107,TOTAL,43620,131825035.77348277
2021,manipur,795103,TOTAL,42874,122545388.96263914
2021,manipur,795149,TOTAL,35644,122341897.59110552
2021,manipur,795004,TOTAL,3416235,8509771291.735897
2021,manipur,795001,TOTAL,80571,271500636.64166105
2021,manipur,795002,TOTAL,62748,205142971.6276666
2021,manipur,795133,TOTAL,60364,204797473.2713009
2021,manipur,795138,TOTAL,58879,187064825.8482265
2021,manipur,795128,TOTAL,54120,203958848.4487077
2021,manipur,795148,TOTAL,53342,150150678.49732533
2021,manipur,795107,TOTAL,49515,143644492.9049537
2021,manipur,795149,TOTAL,42501,148358606.67382938
2021,manipur,795103,TOTAL,41864,121139818.62556697
2022,manipur,795004,TOTAL,3869356,9537639096.801764
2022,manipur,795001,TOTAL,87098,289715782.8274056
2022,manipur,795002,TOTAL,69943,219152370.99107608
2022,manipur,795138,TOTAL,69278,217457160.92532128
2022,manipur,795148,TOTAL,67820,179456880.50273237
2022,manipur,795133,TOTAL,64420,222493009.00146547
2022,manipur,795128,TOTAL,58936,213716654.99928838
2022,manipur,795107,TOTAL,56033,164219914.71451503
2022,manipur,795149,TOTAL,50677,172077929.79922795
2022,manipur,795130,TOTAL,47315,138828052.68058753
2022,manipur,795004,TOTAL,4573299,10202669169.894806
2022,manipur,795001,TOTAL,103360,328026661.7391803
2022,manipur,795002,TOTAL,84068,250002708.08229852
2022,manipur,795148,TOTAL,80833,192486883.54512107
2022,manipur,795138,TOTAL,73873,222746775.51901352
2022,manipur,795133,TOTAL,68627,249690972.01648757
2022,manipur,795107,TOTAL,60583,167710615.43882588
2022,manipur,795130,TOTAL,56502,143292534.79744756
2022,manipur,795128,TOTAL,55970,193974478.11630017
2022,manipur,795149,TOTAL,50379,169332377.91341415
2022,manipur,795004,TOTAL,4302756,9730640425.077581
2022,manipur,795003,TOTAL,300051,680012369.5505146
2022,manipur,795001,TOTAL,159116,418419057.61361146
2022,manipur,795128,TOTAL,128345,335796943.4272088
2022,manipur,795103,TOTAL,115879,274869023.0314992
2022,manipur,795002,TOTAL,90949,263713677.7736685
2022,manipur,795148,TOTAL,86932,198139322.31495643
2022,manipur,795138,TOTAL,80059,227730675.68179005
2022,manipur,795133,TOTAL,68707,234564424.5141055
2022,manipur,795130,TOTAL,66313,154921111.1451959
2022,manipur,795004,TOTAL,4334975,9947583589.937637
2022,manipur,795103,TOTAL,206973,479899121.40219855
2022,manipur,795001,TOTAL,151452,395569197.44332534
2022,manipur,795138,TOTAL,127631,339597446.4884654
2022,manipur,795003,TOTAL,117634,289439627.9608227
2022,manipur,795002,TOTAL,106022,276026598.93112993
2022,manipur,795148,TOTAL,90628,222872265.42437696
2022,manipur,795129,TOTAL,77019,205922863.0067138
2022,manipur,795133,TOTAL,75053,243754919.0076188
2022,manipur,795130,TOTAL,68326,165211575.11124176
2023,manipur,795004,TOTAL,456363,1240769088.0
2023,manipur,795001,TOTAL,216068,533198852.0
2023,manipur,795002,TOTAL,184478,424538778.0
2023,manipur,795148,TOTAL,139469,341554432.0
2023,manipur,795133,TOTAL,129584,377823851.0
2023,manipur,795138,TOTAL,121384,330598046.0
2023,manipur,795130,TOTAL,115555,271637070.0
2023,manipur,795107,TOTAL,95337,219388903.0
2023,manipur,795132,TOTAL,91792,250420218.0
2023,manipur,795149,TOTAL,85573,241112692.0
2023,manipur,795004,TOTAL,224651,619969789.0
2023,manipur,795001,TOTAL,108635,258134076.0
2023,manipur,795002,TOTAL,93433,226003227.0
2023,manipur,795148,TOTAL,68329,177527055.0
2023,manipur,795138,TOTAL,60088,169010290.0
2023,manipur,795133,TOTAL,59148,178002651.0
2023,manipur,795130,TOTAL,56614,149763497.0
2023,manipur,795132,TOTAL,46117,131255670.0
2023,manipur,795116,TOTAL,44761,127950386.0
2023,manipur,795128,TOTAL,43524,139367008.0
2018,meghalaya,793002,TOTAL,6326,6240111.071966832
2018,meghalaya,793001,TOTAL,5245,8652691.777738439
2018,meghalaya,793101,TOTAL,3563,4766271.01956466
2018,meghalaya,793210,TOTAL,3343,5290588.530271051
2018,meghalaya,794105,TOTAL,2197,2975311.228892166
2018,meghalaya,794001,TOTAL,1873,1540690.0262952226
2018,meghalaya,793151,TOTAL,1551,1429788.4230707106
2018,meghalaya,793004,TOTAL,1549,2521411.5242451695
2018,meghalaya,794101,TOTAL,1494,1672332.2139974874
2018,meghalaya,794104,TOTAL,1448,2307282.756329104
2018,meghalaya,793001,TOTAL,7159,14913054.71284224
2018,meghalaya,793002,TOTAL,6136,10310363.434112301
2018,meghalaya,793101,TOTAL,5129,7424696.232345499
2018,meghalaya,793210,TOTAL,4566,9791290.933769494
2018,meghalaya,794001,TOTAL,2982,4358257.116650416
2018,meghalaya,794105,TOTAL,2973,5665655.6102624
2018,meghalaya,793011,TOTAL,2765,4038235.733626153
2018,meghalaya,793022,TOTAL,2668,3708245.6682565995
2018,meghalaya,793004,TOTAL,2396,5164910.26275328
2018,meghalaya,794101,TOTAL,1990,3441094.526427978
2018,meghalaya,793002,TOTAL,11883,14458549.37949472
2018,meghalaya,793001,TOTAL,11765,25835260.860682037
2018,meghalaya,793210,TOTAL,7878,14188319.577151336
2018,meghalaya,793101,TOTAL,7087,13434015.058745537
2018,meghalaya,794105,TOTAL,4254,7160224.867681785
2018,meghalaya,793011,TOTAL,4002,10857672.011105126
2018,meghalaya,794101,TOTAL,3971,6539166.435811928
2018,meghalaya,794001,TOTAL,3734,6456455.718209652
2018,meghalaya,793004,TOTAL,3724,8621736.170358278
2018,meghalaya,793018,TOTAL,2921,3690909.015228115
2018,meghalaya,793001,TOTAL,15970,40796934.65361333
2018,meghalaya,793002,TOTAL,14358,28490192.391904294
2018,meghalaya,793210,TOTAL,10538,23552874.56895237
2018,meghalaya,794105,TOTAL,9404,14388348.377020527
2018,meghalaya,793101,TOTAL,9221,21905952.47002369
2018,meghalaya,793200,TOTAL,7828,6620807.6932651065
2018,meghalaya,794001,TOTAL,6102,11176948.683929984
2018,meghalaya,793011,TOTAL,5184,13068701.778593758
2018,meghalaya,794101,TOTAL,5179,10377005.137970414
2018,meghalaya,793004,TOTAL,4851,13033139.82141654
2019,meghalaya,793002,TOTAL,28260,47614066.46344929
2019,meghalaya,793001,TOTAL,20618,46460197.115998454
2019,meghalaya,793210,TOTAL,14958,28395154.112301648
2019,meghalaya,793101,TOTAL,14090,29092921.43792212
2019,meghalaya,794105,TOTAL,8432,16562926.603982098
2019,meghalaya,793200,TOTAL,7527,9756768.050656514
2019,meghalaya,793011,TOTAL,6472,12712694.051971633
2019,meghalaya,794001,TOTAL,6386,10540968.328886278
2019,meghalaya,793007,TOTAL,6077,13402205.496753056
2019,meghalaya,793004,TOTAL,5923,14086152.172613684
2019,meghalaya,793002,TOTAL,49250,90504986.2351276
2019,meghalaya,793001,TOTAL,22222,55877235.38842714
2019,meghalaya,793210,TOTAL,14510,28610121.083926223
2019,meghalaya,793101,TOTAL,13302,29851975.83860094
2019,meghalaya,794105,TOTAL,7819,17407836.41502534
2019,meghalaya,794001,TOTAL,7062,13833419.885263652
2019,meghalaya,793011,TOTAL,6978,14917142.694549624
2019,meghalaya,794101,TOTAL,6715,14757332.885197297
2019,meghalaya,793007,TOTAL,6190,16088134.955487823
2019,meghalaya,794104,TOTAL,6158,14243341.373156477
2019,meghalaya,793002,TOTAL,47462,111694863.89359623
2019,meghalaya,793001,TOTAL,31145,68316585.31334187
2019,meghalaya,793210,TOTAL,18397,33108395.850708216
2019,meghalaya,793101,TOTAL,17736,36297169.543067396
2019,meghalaya,794001,TOTAL,10853,19322241.79897889
2019,meghalaya,793011,TOTAL,10365,21827382.404884834
2019,meghalaya,794101,TOTAL,9799,22332798.39088451
2019,meghalaya,794105,TOTAL,9656,20429507.431409057
2019,meghalaya,793007,TOTAL,9022,21023651.244849797
2019,meghalaya,793004,TOTAL,7815,16618368.82972683
2019,meghalaya,793002,TOTAL,64202,141840260.03395098
2019,meghalaya,793001,TOTAL,41000,85894629.64508921
2019,meghalaya,793210,TOTAL,20905,37586960.52058244
2019,meghalaya,793101,TOTAL,20737,46083094.50099954
2019,meghalaya,793011,TOTAL,11705,23534585.17065487
2019,meghalaya,794001,TOTAL,11569,22619785.416373406
2019,meghalaya,794105,TOTAL,11417,25059701.6232675
2019,meghalaya,794101,TOTAL,10833,23317622.526411656
2019,meghalaya,793007,TOTAL,10180,20840088.265794054
2019,meghalaya,793103,TOTAL,9225,22415880.32574488
2020,meghalaya,793001,TOTAL,103312,285965673.368166
2020,meghalaya,793002,TOTAL,81054,223117575.85580918
2020,meghalaya,793101,TOTAL,24418,57033079.522833854
2020,meghalaya,793210,TOTAL,23907,47019739.757896245
2020,meghalaya,794105,TOTAL,14847,35002277.88050316
2020,meghalaya,794001,TOTAL,14318,22670338.287481435
2020,meghalaya,794101,TOTAL,13517,29171032.31273087
2020,meghalaya,793011,TOTAL,12926,26418953.01976515
2020,meghalaya,793007,TOTAL,11987,25544122.561595835
2020,meghalaya,794104,TOTAL,11922,24914660.28161904
2020,meghalaya,793001,TOTAL,82349,214418577.07837713
2020,meghalaya,793002,TOTAL,70788,193010397.5736631
2020,meghalaya,793210,TOTAL,28832,47657281.15130705
2020,meghalaya,794105,TOTAL,24842,56811190.41707551
2020,meghalaya,793101,TOTAL,24250,52144803.31830437
2020,meghalaya,794101,TOTAL,21478,34647259.56330724
2020,meghalaya,794104,TOTAL,21074,36943959.070846945
2020,meghalaya,794001,TOTAL,20774,28346124.393713795
2020,meghalaya,793011,TOTAL,19781,32336628.063805275
2020,meghalaya,793007,TOTAL,16882,33226515.235067822
2020,meghalaya,793001,TOTAL,64872,184743614.18398914
2020,meghalaya,793210,TOTAL,30783,57545869.04358561
2020,meghalaya,793101,TOTAL,27591,66215432.85843975
2020,meghalaya,793002,TOTAL,25567,60802742.83728131
2020,meghalaya,794001,TOTAL,25373,50664604.68429879
2020,meghalaya,794101,TOTAL,24905,53652092.51585677
2020,meghalaya,794105,TOTAL,22882,59399190.749371156
2020,meghalaya,793011,TOTAL,21592,43087330.898544274
2020,meghalaya,794104,TOTAL,21547,47873284.32086069
2020,meghalaya,793007,TOTAL,16753,38314852.83594275
2020,meghalaya,793001,TOTAL,83561,243804216.45795542
2020,meghalaya,793101,TOTAL,41902,122314911.77438098
2020,meghalaya,793210,TOTAL,39853,84641953.63804965
2020,meghalaya,793002,TOTAL,35148,90824743.2222091
2020,meghalaya,794104,TOTAL,30771,73373737.27993046
2020,meghalaya,794105,TOTAL,30734,86993928.46389738
2020,meghalaya,794101,TOTAL,29717,68562680.95453689
2020,meghalaya,794001,TOTAL,29667,72534395.9048683
2020,meghalaya,793011,TOTAL,26651,60635630.162373565
2020,meghalaya,793007,TOTAL,20922,52343345.73500208
2021,meghalaya,793001,TOTAL,135187,386470990.4137241
2021,meghalaya,793101,TOTAL,47550,142699873.1320424
2021,meghalaya,793210,TOTAL,43747,105030977.51266736
2021,meghalaya,794105,TOTAL,31553,109155457.59247932
2021,meghalaya,794104,TOTAL,30637,76541640.32672727
2021,meghalaya,793002,TOTAL,29718,85654930.73375626
2021,meghalaya,794101,TOTAL,24109,67301542.41078459
2021,meghalaya,794001,TOTAL,23620,60607668.94902579
2021,meghalaya,793011,TOTAL,22762,57330709.17315665
2021,meghalaya,793102,TOTAL,19946,46084786.68011867
2021,meghalaya,793001,TOTAL,165598,426313703.5332465
2021,meghalaya,793210,TOTAL,57026,115283268.97675651
2021,meghalaya,793101,TOTAL,48528,131101653.86562778
2021,meghalaya,794104,TOTAL,48384,107138411.28592521
2021,meghalaya,794105,TOTAL,43088,137176096.52537653
2021,meghalaya,793002,TOTAL,34320,92640341.41461834
2021,meghalaya,794001,TOTAL,27790,64440313.686985776
2021,meghalaya,794101,TOTAL,27136,65710918.68502261
2021,meghalaya,793011,TOTAL,27035,63624325.07532646
2021,meghalaya,793102,TOTAL,25533,52914945.54701148
2021,meghalaya,793001,TOTAL,207464,530904907.19687676
2021,meghalaya,793210,TOTAL,66079,138267841.6780718
2021,meghalaya,793101,TOTAL,65749,174667201.93216926
2021,meghalaya,794104,TOTAL,55480,120467614.248896
2021,meghalaya,794105,TOTAL,50251,166891324.2112767
2021,meghalaya,793002,TOTAL,43791,129825349.2269538
2021,meghalaya,794001,TOTAL,35755,91612880.48331752
2021,meghalaya,794101,TOTAL,33796,92968033.62205568
2021,meghalaya,793011,TOTAL,33163,80876112.08763698
2021,meghalaya,793102,TOTAL,30417,68272870.03577398
2021,meghalaya,793001,TOTAL,263013,690414224.1540794
2021,meghalaya,793101,TOTAL,117054,278722454.67128855
2021,meghalaya,793210,TOTAL,87932,196204865.70305175
2021,meghalaya,794104,TOTAL,73841,191081991.33937848
2021,meghalaya,794105,TOTAL,71698,231647775.42969656
2021,meghalaya,793002,TOTAL,54401,172263562.26607728
2021,meghalaya,794001,TOTAL,42891,119992937.25195585
2021,meghalaya,793011,TOTAL,39907,101569097.14043593
2021,meghalaya,793102,TOTAL,39688,91336742.4148151
2021,meghalaya,794101,TOTAL,38836,109403120.15315852
2022,meghalaya,793001,TOTAL,276853,725122188.6667871
2022,meghalaya,793101,TOTAL,146497,358732686.5953486
2022,meghalaya,793210,TOTAL,104592,258096527.61697102
2022,meghalaya,794105,TOTAL,100267,360153597.64748234
2022,meghalaya,794104,TOTAL,97389,281145669.1917542
2022,meghalaya,793002,TOTAL,59028,183373999.4729157
2022,meghalaya,793103,TOTAL,45968,104363058.89164466
2022,meghalaya,794001,TOTAL,45495,125397296.50787352
2022,meghalaya,794101,TOTAL,43770,115738929.50108132
2022,meghalaya,793200,TOTAL,43235,155876215.99820644
2022,meghalaya,793001,TOTAL,365755,881158453.6632786
2022,meghalaya,793101,TOTAL,188283,413900997.1286073
2022,meghalaya,794104,TOTAL,129378,347876781.549551
2022,meghalaya,793210,TOTAL,125897,276573197.76215565
2022,meghalaya,794105,TOTAL,111128,395124843.55686593
2022,meghalaya,793002,TOTAL,72475,209881832.54345322
2022,meghalaya,793103,TOTAL,61200,139890522.047889
2022,meghalaya,793102,TOTAL,59776,139320224.8381443
2022,meghalaya,793011,TOTAL,56579,145074946.25081885
2022,meghalaya,794101,TOTAL,54049,144392050.00393498
2022,meghalaya,793004,TOTAL,2175126,4365875115.728675
2022,meghalaya,793001,TOTAL,231014,516581059.4048492
2022,meghalaya,793101,TOTAL,209752,416173329.45838594
2022,meghalaya,794104,TOTAL,157661,361568000.294727
2022,meghalaya,793210,TOTAL,141889,306811770.34427714
2022,meghalaya,794105,TOTAL,123858,374425608.3455272
2022,meghalaya,794001,TOTAL,122514,272020236.67674184
2022,meghalaya,793002,TOTAL,85048,236293088.9800955
2022,meghalaya,793102,TOTAL,68397,146011581.2617112
2022,meghalaya,793103,TOTAL,63536,127365311.11931336
2022,meghalaya,793004,TOTAL,1577217,3214355276.3930554
2022,meghalaya,793101,TOTAL,239315,491850012.2470391
2022,meghalaya,793001,TOTAL,207191,453102783.46254146
2022,meghalaya,794104,TOTAL,204321,486310933.3391179
2022,meghalaya,794105,TOTAL,166376,506634254.3916323
2022,meghalaya,793210,TOTAL,155563,328805254.06872416
2022,meghalaya,794001,TOTAL,127431,284276960.4393997
2022,meghalaya,793002,TOTAL,85470,244536709.0324449
2022,meghalaya,793102,TOTAL,73640,157514222.49778008
2022,meghalaya,793103,TOTAL,68797,125896250.39991814
2023,meghalaya,793101,TOTAL,420175,849783871.0
2023,meghalaya,794104,TOTAL,377010,921325526.0
2023,meghalaya,794105,TOTAL,345431,1101087793.0
2023,meghalaya,793001,TOTAL,333990,692603254.0
