year,state,Pincode,type,count,amount
2022,andhra-pradesh,522001,TOTAL,6073875,16041957319.95133
2022,andhra-pradesh,520010,TOTAL,5301338,10747157085.983915
2022,andhra-pradesh,516001,TOTAL,4927880,12452111307.590088
2022,andhra-pradesh,530026,TOTAL,10427710,24452749355.343765
2022,andhra-pradesh,517501,TOTAL,9028550,16685152652.27945
2022,andhra-pradesh,517507,TOTAL,7638906,14893051968.861427
2022,andhra-pradesh,524002,TOTAL,6897466,17798259711.658493
2022,andhra-pradesh,522001,TOTAL,6608575,14799455202.072798
2022,andhra-pradesh,520002,TOTAL,6370783,17359205738.798397
2022,andhra-pradesh,530016,TOTAL,6352195,11280121649.92772
2022,andhra-pradesh,515001,TOTAL,6120942,12350133591.116642
2022,andhra-pradesh,520010,TOTAL,5372903,10801020194.878735
2022,andhra-pradesh,516001,TOTAL,5350632,13517253500.100548
2022,andhra-pradesh,530026,TOTAL,10249750,23326515677.88234
2022,andhra-pradesh,517501,TOTAL,9601016,17160601029.470804
2022,andhra-pradesh,517507,TOTAL,8255182,15452889827.310287
2022,andhra-pradesh,530016,TOTAL,6770365,11575693176.866528
2022,andhra-pradesh,515001,TOTAL,6566772,12647557281.819908
2022,andhra-pradesh,522001,TOTAL,6419773,13879436431.018642
2022,andhra-pradesh,520010,TOTAL,5887349,11108836639.890686
2022,andhra-pradesh,518002,TOTAL,5810257,12488419884.161985
2022,andhra-pradesh,520002,TOTAL,5685286,14883019280.330643
2022,andhra-pradesh,516001,TOTAL,5545373,13027211098.677938
2023,andhra-pradesh,517501,TOTAL,15726677,25326343019.0
2023,andhra-pradesh,517507,TOTAL,14231038,24727126661.0
2023,andhra-pradesh,530016,TOTAL,11205270,18608492919.0
2023,andhra-pradesh,515001,TOTAL,11202633,20163905001.0
2023,andhra-pradesh,520010,TOTAL,9654796,17557392337.0
2023,andhra-pradesh,518002,TOTAL,8884834,16390389002.0
2023,andhra-pradesh,516001,TOTAL,8730141,19045859096.0
2023,andhra-pradesh,520011,TOTAL,8055364,14095375533.0
2023,andhra-pradesh,520007,TOTAL,7967416,15216553606.0
2023,andhra-pradesh,530026,TOTAL,7954047,13507938696.0
2023,andhra-pradesh,517501,TOTAL,17533692,27847769343.0
2023,andhra-pradesh,517507,TOTAL,16071649,27735983775.0
2023,andhra-pradesh,530016,TOTAL,12677134,20503632033.0
2023,andhra-pradesh,515001,TOTAL,12455688,22351199564.0
2023,andhra-pradesh,520010,TOTAL,10965771,19535374795.0
2023,andhra-pradesh,518002,TOTAL,9897206,18254635605.0
2023,andhra-pradesh,516001,TOTAL,9681752,21118300896.0
2023,andhra-pradesh,520011,TOTAL,9241075,15629118550.0
2023,andhra-pradesh,520007,TOTAL,9092492,17011522677.0
2023,andhra-pradesh,530026,TOTAL,8876516,14619851366.0
2018,arunachal-pradesh,791110,TOTAL,4253,8605127.65004581
2018,arunachal-pradesh,791111,TOTAL,4207,9841038.918801479
2018,arunachal-pradesh,791102,TOTAL,3286,5671981.37541513
2018,arunachal-pradesh,790116,TOTAL,2704,4457038.562331891
2018,arunachal-pradesh,790104,TOTAL,2114,4578762.301169472
2018,arunachal-pradesh,791109,TOTAL,2112,3137887.500695069
2018,arunachal-pradesh,792131,TOTAL,2097,3667031.7501450847
2018,arunachal-pradesh,791001,TOTAL,2041,5020173.997662732
2018,arunachal-pradesh,791113,TOTAL,1955,6492923.793813149
2018,arunachal-pradesh,792001,TOTAL,1865,2638135.148973316
2018,arunachal-pradesh,791110,TOTAL,7878,19894634.32236063
2018,arunachal-pradesh,791111,TOTAL,7239,20302894.32407169
2018,arunachal-pradesh,791102,TOTAL,6046,11116134.491696559
2018,arunachal-pradesh,790116,TOTAL,4689,11109804.760347228
2018,arunachal-pradesh,790104,TOTAL,4436,10757634.641186869
2018,arunachal-pradesh,792131,TOTAL,4342,9787595.363164986
2018,arunachal-pradesh,791113,TOTAL,4159,10355129.796387024
2018,arunachal-pradesh,792103,TOTAL,3885,10332844.690670341
2018,arunachal-pradesh,792102,TOTAL,3638,13733030.966675913
2018,arunachal-pradesh,791109,TOTAL,3486,8901023.6818946
2018,arunachal-pradesh,791110,TOTAL,13489,28577947.494984522
2018,arunachal-pradesh,791111,TOTAL,10508,33766761.060124576
2018,arunachal-pradesh,791102,TOTAL,9777,18868814.474471845
2018,arunachal-pradesh,791109,TOTAL,8636,14623073.028337255
2018,arunachal-pradesh,790116,TOTAL,6870,19935455.777625345
2018,arunachal-pradesh,792103,TOTAL,6672,16204421.801473193
2018,arunachal-pradesh,790104,TOTAL,6434,18213474.582743015
2018,arunachal-pradesh,792001,TOTAL,6307,16330131.581704907
2018,arunachal-pradesh,791113,TOTAL,6191,14657152.42532165
2018,arunachal-pradesh,792102,TOTAL,5120,16131802.077896373
2018,arunachal-pradesh,791110,TOTAL,18305,50770919.03443284
2018,arunachal-pradesh,791111,TOTAL,14891,50578761.54109968
2018,arunachal-pradesh,791102,TOTAL,11990,28553763.558065224
2018,arunachal-pradesh,790116,TOTAL,10791,42561249.91245334
2018,arunachal-pradesh,792103,TOTAL,8743,23841863.530102827
2018,arunachal-pradesh,790104,TOTAL,8727,28710303.165459957
2018,arunachal-pradesh,791113,TOTAL,8156,19785304.795617044
2018,arunachal-pradesh,791109,TOTAL,7660,17851253.026180793
2018,arunachal-pradesh,792001,TOTAL,7520,18988989.141452394
2018,arunachal-pradesh,792102,TOTAL,6597,21188725.096378893
2019,arunachal-pradesh,791110,TOTAL,21769,56305175.15742187
2019,arunachal-pradesh,791111,TOTAL,18706,57464660.98623066
2019,arunachal-pradesh,791102,TOTAL,14504,35128890.140528455
2019,arunachal-pradesh,790116,TOTAL,13724,44410163.52148189
2019,arunachal-pradesh,791109,TOTAL,11691,24669479.821121186
2019,arunachal-pradesh,791113,TOTAL,10893,28900698.04714023
2019,arunachal-pradesh,790104,TOTAL,10231,29899156.53443486
2019,arunachal-pradesh,792103,TOTAL,10190,28841570.71793741
2019,arunachal-pradesh,792001,TOTAL,9575,24797020.736688815
2019,arunachal-pradesh,790101,TOTAL,9149,26500818.398213305
2019,arunachal-pradesh,791110,TOTAL,28827,80501052.65730712
2019,arunachal-pradesh,791111,TOTAL,24040,77741634.13628484
2019,arunachal-pradesh,791102,TOTAL,14906,38658949.40199398
2019,arunachal-pradesh,790116,TOTAL,13929,48120977.088281885
2019,arunachal-pradesh,791113,TOTAL,12970,37636424.899820864
2019,arunachal-pradesh,790104,TOTAL,12562,43392107.208877556
2019,arunachal-pradesh,791109,TOTAL,12214,28228154.97606074
2019,arunachal-pradesh,792001,TOTAL,11232,29778429.81452021
2019,arunachal-pradesh,792103,TOTAL,11076,30442992.654754497
2019,arunachal-pradesh,790101,TOTAL,10926,36302058.29929494
2019,arunachal-pradesh,791110,TOTAL,38560,104152420.6903958
2019,arunachal-pradesh,791111,TOTAL,32844,92522169.403638
2019,arunachal-pradesh,791102,TOTAL,20744,50221808.10965951
2019,arunachal-pradesh,791113,TOTAL,19591,49174022.06411387
2019,arunachal-pradesh,790116,TOTAL,19201,53454221.51239009
2019,arunachal-pradesh,790104,TOTAL,18759,57742402.565546624
2019,arunachal-pradesh,792103,TOTAL,17253,38310432.22806125
2019,arunachal-pradesh,790101,TOTAL,15882,43198540.62981644
2019,arunachal-pradesh,792001,TOTAL,15645,35020210.50538105
2019,arunachal-pradesh,791109,TOTAL,14867,29287244.191191502
2019,arunachal-pradesh,791110,TOTAL,46210,135166318.90100121
2019,arunachal-pradesh,791111,TOTAL,38960,109780309.4691897
2019,arunachal-pradesh,791113,TOTAL,25720,67044021.64216873
2019,arunachal-pradesh,791102,TOTAL,25493,64172690.788512394
2019,arunachal-pradesh,790104,TOTAL,23418,71137191.35286346
2019,arunachal-pradesh,792103,TOTAL,22297,45950095.40587128
2019,arunachal-pradesh,790101,TOTAL,22263,69716144.70739502
2019,arunachal-pradesh,790116,TOTAL,21777,62382535.12190032
2019,arunachal-pradesh,792001,TOTAL,18262,41638209.32032033
2019,arunachal-pradesh,791109,TOTAL,17833,33159442.663443036
2020,arunachal-pradesh,791110,TOTAL,53858,134164730.89583132
2020,arunachal-pradesh,791111,TOTAL,44651,118592432.50755887
2020,arunachal-pradesh,791113,TOTAL,40087,114373417.73145652
2020,arunachal-pradesh,791102,TOTAL,30846,73201195.2353644
2020,arunachal-pradesh,792103,TOTAL,27462,65003236.302331895
2020,arunachal-pradesh,790116,TOTAL,25027,68279455.36544603
2020,arunachal-pradesh,790104,TOTAL,24414,66277727.27349471
2020,arunachal-pradesh,792001,TOTAL,23370,55255805.31059417
2020,arunachal-pradesh,791001,TOTAL,22588,54519489.86110417
2020,arunachal-pradesh,791109,TOTAL,22374,43679801.42383069
2020,arunachal-pradesh,791110,TOTAL,66660,161486745.43774873
2020,arunachal-pradesh,791111,TOTAL,58840,143307742.43547845
2020,arunachal-pradesh,791102,TOTAL,50996,97581020.8441248
2020,arunachal-pradesh,791113,TOTAL,49710,128006452.94220668
2020,arunachal-pradesh,792103,TOTAL,39797,83935770.26695053
2020,arunachal-pradesh,791001,TOTAL,38760,84597533.513517
2020,arunachal-pradesh,790104,TOTAL,34466,94485243.39779145
2020,arunachal-pradesh,792001,TOTAL,33392,72498626.74427575
2020,arunachal-pradesh,790116,TOTAL,28051,69882584.56823947
2020,arunachal-pradesh,790101,TOTAL,27329,80597964.5697464
2020,arunachal-pradesh,791113,TOTAL,85276,286434881.1365983
2020,arunachal-pradesh,791110,TOTAL,83578,224119989.3692662
2020,arunachal-pradesh,791111,TOTAL,73373,201615153.49178126
2020,arunachal-pradesh,791102,TOTAL,59485,147103673.02159554
2020,arunachal-pradesh,792103,TOTAL,43165,97856482.63015749
2020,arunachal-pradesh,790104,TOTAL,42704,140524891.73905784
2020,arunachal-pradesh,792001,TOTAL,40143,98429547.73142855
2020,arunachal-pradesh,791001,TOTAL,39931,105026195.69865745
2020,arunachal-pradesh,790116,TOTAL,34849,106829704.02580261
2020,arunachal-pradesh,790101,TOTAL,31126,106324283.79932615
2020,arunachal-pradesh,791110,TOTAL,115682,355243299.60706156
2020,arunachal-pradesh,791113,TOTAL,100879,340893583.5488197
2020,arunachal-pradesh,791111,TOTAL,96702,282834295.4196955
2020,arunachal-pradesh,791102,TOTAL,74774,202391786.32094023
2020,arunachal-pradesh,792103,TOTAL,53234,132562026.23941663
2020,arunachal-pradesh,791001,TOTAL,51950,144602123.97611114
2020,arunachal-pradesh,792001,TOTAL,51529,123814287.8204747
2020,arunachal-pradesh,790104,TOTAL,51050,182176489.64400375
2020,arunachal-pradesh,790116,TOTAL,40492,120719478.22915718
2020,arunachal-pradesh,790101,TOTAL,36197,118862457.89585006
2021,arunachal-pradesh,791113,TOTAL,127025,394958954.74942803
2021,arunachal-pradesh,791110,TOTAL,119184,404502103.3179444
2021,arunachal-pradesh,791111,TOTAL,89356,307014656.8532768
2021,arunachal-pradesh,791102,TOTAL,68000,211432038.67254648
2021,arunachal-pradesh,792103,TOTAL,53040,141156670.32558545
2021,arunachal-pradesh,791001,TOTAL,50407,164065117.88460803
2021,arunachal-pradesh,792001,TOTAL,48954,130623865.61265224
2021,arunachal-pradesh,790104,TOTAL,39581,151312863.21053433
2021,arunachal-pradesh,791109,TOTAL,39332,128400296.63511801
2021,arunachal-pradesh,790116,TOTAL,38205,115157748.78556368
2021,arunachal-pradesh,791113,TOTAL,170268,432196673.5193349
2021,arunachal-pradesh,791110,TOTAL,160245,449983951.208361
2021,arunachal-pradesh,791111,TOTAL,122368,333974912.1268044
2021,arunachal-pradesh,791102,TOTAL,87524,235678147.9304313
2021,arunachal-pradesh,792103,TOTAL,76949,179343401.62470114
2021,arunachal-pradesh,791001,TOTAL,68927,214550532.0577654
2021,arunachal-pradesh,792001,TOTAL,64602,146046509.47044832
2021,arunachal-pradesh,790104,TOTAL,52742,184653080.7391938
2021,arunachal-pradesh,790116,TOTAL,52323,145624699.2825492
2021,arunachal-pradesh,790101,TOTAL,48726,157622337.23185942
2021,arunachal-pradesh,791113,TOTAL,225427,582965112.523323
2021,arunachal-pradesh,791110,TOTAL,207417,603165812.3057537
2021,arunachal-pradesh,791111,TOTAL,153845,442067361.42168665
2021,arunachal-pradesh,791102,TOTAL,105715,296166087.7681337
2021,arunachal-pradesh,792103,TOTAL,88032,194244543.03871346
2021,arunachal-pradesh,792001,TOTAL,80894,180486995.1464384
2021,arunachal-pradesh,791001,TOTAL,77128,259793926.03333136
2021,arunachal-pradesh,790116,TOTAL,66461,197947119.60324338
2021,arunachal-pradesh,790104,TOTAL,65008,261069265.84552905
2021,arunachal-pradesh,790101,TOTAL,61516,220804392.11302128
2021,arunachal-pradesh,791113,TOTAL,279958,685093585.2469286
2021,arunachal-pradesh,791110,TOTAL,258928,718387355.2085327
2021,arunachal-pradesh,791111,TOTAL,206496,557846901.7603153
2021,arunachal-pradesh,791102,TOTAL,134017,368703032.41367143
2021,arunachal-pradesh,792103,TOTAL,115871,238038756.74938503
2021,arunachal-pradesh,792001,TOTAL,101771,220359430.80701947
2021,arunachal-pradesh,791001,TOTAL,93449,317887115.43826216
2021,arunachal-pradesh,791109,TOTAL,84621,218599005.03410858
2021,arunachal-pradesh,790116,TOTAL,81804,235869670.0305156
2021,arunachal-pradesh,790101,TOTAL,77658,269438817.2199306
2022,arunachal-pradesh,791113,TOTAL,336780,819363323.7219163
2022,arunachal-pradesh,791110,TOTAL,332485,853173424.1985552
2022,arunachal-pradesh,791111,TOTAL,262617,658150204.3789485
2022,arunachal-pradesh,791102,TOTAL,159945,417052440.2856392
2022,arunachal-pradesh,792103,TOTAL,129210,277477788.7356235
2022,arunachal-pradesh,792001,TOTAL,121068,265189556.26145488
2022,arunachal-pradesh,791109,TOTAL,111918,254266306.42573798
2022,arunachal-pradesh,791001,TOTAL,105769,364396148.4248719
2022,arunachal-pradesh,792110,TOTAL,84017,238200426.2222041
2022,arunachal-pradesh,790116,TOTAL,82546,221708919.60946545
2022,arunachal-pradesh,791110,TOTAL,449672,1063144517.2715561
2022,arunachal-pradesh,791111,TOTAL,365813,825171645.8623393
2022,arunachal-pradesh,791113,TOTAL,293972,636386755.5775489
2022,arunachal-pradesh,791102,TOTAL,202400,506976441.13093287
2022,arunachal-pradesh,792103,TOTAL,171123,328590056.9824293
2022,arunachal-pradesh,792001,TOTAL,168260,347653259.94772595
2022,arunachal-pradesh,791109,TOTAL,160963,328923537.81103456
2022,arunachal-pradesh,791001,TOTAL,138781,429415327.4851847
2022,arunachal-pradesh,792110,TOTAL,104904,274482044.040218
2022,arunachal-pradesh,790116,TOTAL,104888,264639160.7241699
2022,arunachal-pradesh,791110,TOTAL,493396,989512226.2480668
2022,arunachal-pradesh,791111,TOTAL,430374,859784995.1774595
2022,arunachal-pradesh,791113,TOTAL,350164,659314612.6108431
2022,arunachal-pradesh,791102,TOTAL,223033,502704075.98509526
2022,arunachal-pradesh,792001,TOTAL,177984,312906039.70234203
2022,arunachal-pradesh,791109,TOTAL,171234,304861466.0199954
2022,arunachal-pradesh,792103,TOTAL,168900,302218714.13136125
2022,arunachal-pradesh,791001,TOTAL,156417,457311028.7111173
2022,arunachal-pradesh,791112,TOTAL,122875,208103072.98784313
2022,arunachal-pradesh,790116,TOTAL,119024,273945831.9687789
2022,arunachal-pradesh,791110,TOTAL,579246,1065690345.4630343
2022,arunachal-pradesh,791111,TOTAL,486688,876349333.7857587
2022,arunachal-pradesh,791113,TOTAL,386008,654736963.6475468
2022,arunachal-pradesh,791102,TOTAL,261421,545042068.6599071
2022,arunachal-pradesh,792103,TOTAL,210161,343379974.78242886
2022,arunachal-pradesh,792001,TOTAL,208541,333708831.3015753
2022,arunachal-pradesh,791001,TOTAL,204796,538239069.5092747
2022,arunachal-pradesh,791109,TOTAL,199942,337367639.30005294
2022,arunachal-pradesh,791112,TOTAL,153846,233172634.3808441
2022,arunachal-pradesh,791120,TOTAL,140090,339456055.3039629
2023,arunachal-pradesh,791110,TOTAL,1008590,1865632904.0
2023,arunachal-pradesh,791111,TOTAL,831426,1477332363.0
2023,arunachal-pradesh,791113,TOTAL,649989,1121559593.0
2023,arunachal-pradesh,791102,TOTAL,447995,903434926.0
2023,arunachal-pradesh,791001,TOTAL,366870,889778955.0
2023,arunachal-pradesh,792103,TOTAL,365583,601422665.0
2023,arunachal-pradesh,792001,TOTAL,362357,596015826.0
2023,arunachal-pradesh,791109,TOTAL,346011,598732770.0
2023,arunachal-pradesh,791112,TOTAL,271249,420585957.0
2023,arunachal-pradesh,792110,TOTAL,257655,541516308.0
2023,arunachal-pradesh,791110,TOTAL,1284096,2250046634.0
2023,arunachal-pradesh,791111,TOTAL,1052500,1803211887.0
2023,arunachal-pradesh,791113,TOTAL,876188,1385591554.0
2023,arunachal-pradesh,791102,TOTAL,562332,1044263268.0
2023,arunachal-pradesh,791001,TOTAL,513980,1133981925.0
2023,arunachal-pradesh,792103,TOTAL,457250,726708001.0
2023,arunachal-pradesh,792001,TOTAL,438532,644916082.0
2023,arunachal-pradesh,791109,TOTAL,427364,717696530.0
2023,arunachal-pradesh,791112,TOTAL,345029,495018657.0
2023,arunachal-pradesh,791120,TOTAL,332910,680619706.0
2018,assam,782127,TOTAL,36278,55685104.31004669
2018,assam,782126,TOTAL,19015,29531618.71952273
2018,assam,781010,TOTAL,17827,17537571.597366832
2018,assam,781032,TOTAL,12544,16344758.303072494
2018,assam,781039,TOTAL,12320,11675419.253198598
2018,assam,781022,TOTAL,11160,21394161.557452165
2018,assam,781001,TOTAL,10964,14211878.220937155
2018,assam,781005,TOTAL,9017,11227244.310914159
2018,assam,781038,TOTAL,8676,13458100.482520536
2018,assam,782123,TOTAL,8395,9021445.995110027
2018,assam,782127,TOTAL,48384,116170095.69804743
2018,assam,781010,TOTAL,28765,34543064.75993969
2018,assam,781032,TOTAL,23020,37069985.80605326
2018,assam,782126,TOTAL,21573,43770461.5297259
2018,assam,781022,TOTAL,18670,42156397.49324472
2018,assam,781001,TOTAL,16484,28303495.144346286
2018,assam,781039,TOTAL,16265,16302454.69364266
2018,assam,781038,TOTAL,14557,27844594.363439623
2018,assam,781308,TOTAL,13501,14412327.173391042
2018,assam,782123,TOTAL,13067,12434331.737019075
2018,assam,781010,TOTAL,53744,63112506.38368155
2018,assam,782127,TOTAL,34599,82030505.12567952
2018,assam,781032,TOTAL,33634,64706017.19869007
2018,assam,781022,TOTAL,28483,65165029.42699838
2018,assam,781001,TOTAL,23772,46640754.80828482
2018,assam,781039,TOTAL,23417,24795434.492356982
2018,assam,781038,TOTAL,20581,41002558.83435511
2018,assam,783380,TOTAL,20313,31377434.881334245
2018,assam,781308,TOTAL,20256,36590779.6446363
2018,assam,781136,TOTAL,20134,24505351.774850026
2018,assam,782123,TOTAL,191097,40365958.68121323
2018,assam,782127,TOTAL,59167,55990370.032198705
2018,assam,781032,TOTAL,51149,98762225.01484658
2018,assam,782003,TOTAL,48402,33450786.817610316
2018,assam,781022,TOTAL,44539,104401373.29655467
2018,assam,781010,TOTAL,43288,77616354.09688722
2018,assam,782126,TOTAL,38675,31863173.323863033
2018,assam,781001,TOTAL,35778,72836714.43961805
2018,assam,781319,TOTAL,34279,45240498.09739684
2018,assam,781038,TOTAL,31676,62489723.74664806
2019,assam,781010,TOTAL,503839,1078124661.8328056
2019,assam,781032,TOTAL,62258,120121843.43270376
2019,assam,781039,TOTAL,57692,41044662.983493246
2019,assam,781022,TOTAL,55124,119978294.57746854
2019,assam,782123,TOTAL,46667,41897236.731427655
2019,assam,781001,TOTAL,43515,89813448.44109452
2019,assam,782127,TOTAL,42671,51768766.27094724
2019,assam,781136,TOTAL,42533,61584131.178694054
2019,assam,781038,TOTAL,39406,76359941.51193222
2019,assam,781314,TOTAL,32414,45265938.027977295
2019,assam,781010,TOTAL,1651072,3400967170.8048086
2019,assam,781032,TOTAL,67144,136158592.94434002
2019,assam,781039,TOTAL,61117,41121611.0098705
2019,assam,781022,TOTAL,56840,133563591.31288573
2019,assam,781001,TOTAL,45316,99439900.43321508
2019,assam,781038,TOTAL,40783,85345393.69140095
2019,assam,781011,TOTAL,35256,71372278.76526672
2019,assam,781028,TOTAL,35051,88623379.4863712
2019,assam,781019,TOTAL,34614,71776708.63112444
2019,assam,785001,TOTAL,34411,68114448.05145462
2019,assam,781010,TOTAL,1013793,3958005278.9310026
2019,assam,781032,TOTAL,94854,170916940.97272062
2019,assam,781022,TOTAL,79856,158778818.6025424
2019,assam,781039,TOTAL,76010,53729190.61250496
2019,assam,781001,TOTAL,62282,124589790.03571916
2019,assam,781038,TOTAL,58487,113539110.04477663
2019,assam,781019,TOTAL,51280,92682137.46767974
2019,assam,781011,TOTAL,49702,92674425.56703568
2019,assam,781028,TOTAL,49020,109565259.66869253
