state,year,districts,registeredUsers
nagaland,2018,kiphire,168
nagaland,2018,dimapur,12093
nagaland,2018,kohima,4395
nagaland,2018,mokokchung,1616
nagaland,2018,mon,892
nagaland,2018,phek,736
nagaland,2018,wokha,703
nagaland,2018,tuensang,594
nagaland,2018,zunheboto,593
nagaland,2018,peren,358
nagaland,2018,kiphire,258
nagaland,2018,dimapur,17039
nagaland,2018,kohima,6298
nagaland,2018,mokokchung,2313
nagaland,2018,mon,1287
nagaland,2018,phek,1083
nagaland,2018,wokha,1017
nagaland,2018,tuensang,934
nagaland,2018,zunheboto,821
nagaland,2018,peren,526
nagaland,2018,kiphire,465
nagaland,2018,dimapur,22603
nagaland,2018,kohima,8583
nagaland,2018,mokokchung,2986
nagaland,2018,mon,1884
nagaland,2018,phek,1419
nagaland,2018,wokha,1391
nagaland,2018,tuensang,1261
nagaland,2018,zunheboto,1099
nagaland,2018,peren,710
nagaland,2018,kiphire,661
nagaland,2019,dimapur,28091
nagaland,2019,kohima,10747
nagaland,2019,mokokchung,3721
nagaland,2019,mon,2458
nagaland,2019,wokha,1830
nagaland,2019,phek,1727
nagaland,2019,tuensang,1678
nagaland,2019,zunheboto,1374
nagaland,2019,peren,884
nagaland,2019,kiphire,862
nagaland,2019,dimapur,34567
nagaland,2019,kohima,13108
nagaland,2019,mokokchung,4655
nagaland,2019,mon,3210
nagaland,2019,wokha,2411
nagaland,2019,tuensang,2152
nagaland,2019,phek,2143
nagaland,2019,zunheboto,1680
nagaland,2019,peren,1148
nagaland,2019,kiphire,1084
nagaland,2019,dimapur,41036
nagaland,2019,kohima,15677
nagaland,2019,mokokchung,5593
nagaland,2019,mon,3976
nagaland,2019,wokha,2961
nagaland,2019,phek,2642
nagaland,2019,tuensang,2599
nagaland,2019,zunheboto,2058
nagaland,2019,peren,1377
nagaland,2019,kiphire,1251
nagaland,2019,dimapur,47000
nagaland,2019,kohima,18232
nagaland,2019,mokokchung,6606
nagaland,2019,mon,4863
nagaland,2019,wokha,3540
nagaland,2019,phek,3109
nagaland,2019,tuensang,3081
nagaland,2019,zunheboto,2475
nagaland,2019,peren,1623
nagaland,2019,kiphire,1460
nagaland,2020,dimapur,53696
nagaland,2020,kohima,20644
nagaland,2020,mokokchung,7626
nagaland,2020,mon,5747
nagaland,2020,wokha,4118
nagaland,2020,phek,3637
nagaland,2020,tuensang,3634
nagaland,2020,zunheboto,2898
nagaland,2020,peren,1899
nagaland,2020,kiphire,1814
nagaland,2020,dimapur,63398
nagaland,2020,kohima,24236
nagaland,2020,mokokchung,9559
nagaland,2020,mon,7917
nagaland,2020,wokha,5296
nagaland,2020,tuensang,4779
nagaland,2020,phek,4535
nagaland,2020,zunheboto,3647
nagaland,2020,peren,2534
nagaland,2020,kiphire,2423
nagaland,2020,dimapur,79061
nagaland,2020,kohima,31483
nagaland,2020,mon,13591
nagaland,2020,mokokchung,13155
nagaland,2020,wokha,7980
nagaland,2020,tuensang,7220
nagaland,2020,phek,6151
nagaland,2020,zunheboto,4942
nagaland,2020,peren,3486
nagaland,2020,kiphire,3306
nagaland,2020,dimapur,87807
nagaland,2020,kohima,34872
nagaland,2020,mon,14932
nagaland,2020,mokokchung,14511
nagaland,2020,wokha,8821
nagaland,2020,tuensang,8177
nagaland,2020,phek,6888
nagaland,2020,zunheboto,5541
nagaland,2020,peren,3919
nagaland,2020,kiphire,3629
nagaland,2021,dimapur,94968
nagaland,2021,kohima,37488
nagaland,2021,mon,16154
nagaland,2021,mokokchung,15634
nagaland,2021,wokha,9531
nagaland,2021,tuensang,8866
nagaland,2021,phek,7536
nagaland,2021,zunheboto,6013
nagaland,2021,peren,4286
nagaland,2021,kiphire,3904
nagaland,2021,dimapur,101835
nagaland,2021,kohima,40277
nagaland,2021,mon,17389
nagaland,2021,mokokchung,16857
nagaland,2021,wokha,10232
nagaland,2021,tuensang,9565
nagaland,2021,phek,8134
nagaland,2021,zunheboto,6487
nagaland,2021,peren,4641
nagaland,2021,kiphire,4224
nagaland,2021,dimapur,109644
nagaland,2021,kohima,43467
nagaland,2021,mon,18911
nagaland,2021,mokokchung,18340
nagaland,2021,wokha,11126
nagaland,2021,tuensang,10433
nagaland,2021,phek,8933
nagaland,2021,zunheboto,7147
nagaland,2021,peren,5089
nagaland,2021,kiphire,4626
nagaland,2021,dimapur,117388
nagaland,2021,kohima,46621
nagaland,2021,mon,20409
nagaland,2021,mokokchung,19747
nagaland,2021,wokha,11994
nagaland,2021,tuensang,11300
nagaland,2021,phek,9753
nagaland,2021,zunheboto,7765
nagaland,2021,peren,5509
nagaland,2021,kiphire,5047
nagaland,2022,dimapur,124644
nagaland,2022,kohima,49523
nagaland,2022,mon,21773
nagaland,2022,mokokchung,21029
nagaland,2022,wokha,12743
nagaland,2022,tuensang,12057
nagaland,2022,phek,10413
nagaland,2022,zunheboto,8280
nagaland,2022,peren,5881
nagaland,2022,kiphire,5368
nagaland,2022,dimapur,131738
nagaland,2022,kohima,52343
nagaland,2022,mon,23037
nagaland,2022,mokokchung,22136
nagaland,2022,wokha,13417
nagaland,2022,tuensang,12747
nagaland,2022,phek,11005
nagaland,2022,zunheboto,8753
nagaland,2022,peren,6212
nagaland,2022,kiphire,5687
nagaland,2022,dimapur,139011
nagaland,2022,kohima,55046
nagaland,2022,mon,24237
nagaland,2022,mokokchung,23192
nagaland,2022,wokha,14092
nagaland,2022,tuensang,13393
nagaland,2022,phek,11494
nagaland,2022,zunheboto,9128
nagaland,2022,peren,6534
nagaland,2022,kiphire,5963
nagaland,2022,dimapur,145923
nagaland,2022,kohima,57592
nagaland,2022,mon,25340
nagaland,2022,mokokchung,24045
nagaland,2022,wokha,14702
nagaland,2022,tuensang,13900
nagaland,2022,phek,11847
nagaland,2022,zunheboto,9422
nagaland,2022,peren,6750
nagaland,2022,kiphire,6211
nagaland,2023,dimapur,152828
nagaland,2023,kohima,60269
nagaland,2023,mon,26501
nagaland,2023,mokokchung,25058
nagaland,2023,wokha,15357
nagaland,2023,tuensang,14523
nagaland,2023,phek,12359
nagaland,2023,zunheboto,9817
nagaland,2023,peren,7042
nagaland,2023,kiphire,6491
nagaland,2023,dimapur,159224
nagaland,2023,kohima,62890
nagaland,2023,mon,27813
nagaland,2023,mokokchung,26232
nagaland,2023,wokha,16076
nagaland,2023,tuensang,15272
nagaland,2023,phek,13007
nagaland,2023,zunheboto,10327
nagaland,2023,peren,7407
nagaland,2023,kiphire,6792
odisha,2018,khordha,308390
odisha,2018,cuttack,135972
odisha,2018,ganjam,126158
odisha,2018,baleshwar,100919
odisha,2018,jajapur,81133
odisha,2018,sundargarh,75201
odisha,2018,puri,69923
odisha,2018,kendujhar,58968
odisha,2018,bhadrak,58050
odisha,2018,anugul,56617
odisha,2018,khordha,406689
odisha,2018,cuttack,187723
odisha,2018,ganjam,169386
odisha,2018,baleshwar,139968
odisha,2018,jajapur,114580
odisha,2018,sundargarh,102838
odisha,2018,puri,97920
odisha,2018,kendujhar,83050
odisha,2018,bhadrak,81249
odisha,2018,anugul,76885
odisha,2018,khordha,499472
odisha,2018,cuttack,239067
odisha,2018,ganjam,217114
odisha,2018,baleshwar,180370
odisha,2018,jajapur,149049
odisha,2018,sundargarh,130288
odisha,2018,puri,124859
odisha,2018,kendujhar,108387
odisha,2018,bhadrak,105030
odisha,2018,anugul,97856
odisha,2018,khordha,626645
odisha,2018,cuttack,310337
odisha,2018,ganjam,279943
odisha,2018,baleshwar,231913
odisha,2018,jajapur,201210
odisha,2018,sundargarh,166328
odisha,2018,puri,163528
odisha,2018,kendujhar,142222
odisha,2018,bhadrak,141565
odisha,2018,anugul,124644
odisha,2019,khordha,745457
odisha,2019,cuttack,372513
odisha,2019,ganjam,332190
odisha,2019,baleshwar,271095
odisha,2019,jajapur,236643
odisha,2019,sundargarh,198716
odisha,2019,puri,195690
odisha,2019,kendujhar,167750
odisha,2019,bhadrak,166600
odisha,2019,anugul,150627
odisha,2019,khordha,826007
odisha,2019,cuttack,417809
odisha,2019,ganjam,373530
odisha,2019,baleshwar,299757
odisha,2019,jajapur,260311
odisha,2019,sundargarh,226776
odisha,2019,puri,217206
odisha,2019,kendujhar,188657
odisha,2019,bhadrak,187084
odisha,2019,anugul,169261
odisha,2019,khordha,916565
odisha,2019,cuttack,472851
odisha,2019,ganjam,414068
odisha,2019,baleshwar,329289
odisha,2019,jajapur,290776
odisha,2019,sundargarh,253356
odisha,2019,puri,247141
odisha,2019,bhadrak,208757
odisha,2019,kendujhar,208218
odisha,2019,anugul,187022
odisha,2019,khordha,1014134
odisha,2019,cuttack,534970
odisha,2019,ganjam,469522
odisha,2019,baleshwar,377976
odisha,2019,jajapur,332074
odisha,2019,puri,285955
odisha,2019,sundargarh,284913
odisha,2019,bhadrak,243586
odisha,2019,kendujhar,234041
odisha,2019,anugul,211167
odisha,2020,khordha,1083466
odisha,2020,cuttack,578471
odisha,2020,ganjam,512643
odisha,2020,baleshwar,410789
odisha,2020,jajapur,359087
odisha,2020,sundargarh,313040
odisha,2020,puri,311477
odisha,2020,bhadrak,265259
odisha,2020,kendujhar,253988
odisha,2020,anugul,228339
odisha,2020,khordha,1152010
odisha,2020,cuttack,624922
odisha,2020,ganjam,560047
odisha,2020,baleshwar,445299
odisha,2020,jajapur,387797
odisha,2020,sundargarh,346937
odisha,2020,puri,338770
odisha,2020,bhadrak,289015
odisha,2020,kendujhar,277734
odisha,2020,anugul,248700
odisha,2020,khordha,1232760
odisha,2020,cuttack,676102
odisha,2020,ganjam,611699
odisha,2020,baleshwar,481741
odisha,2020,jajapur,417525
odisha,2020,sundargarh,381666
odisha,2020,puri,369877
odisha,2020,bhadrak,314312
odisha,2020,kendujhar,302384
odisha,2020,mayurbhanj,270844
odisha,2020,khordha,1323794
odisha,2020,cuttack,732786
odisha,2020,ganjam,669973
odisha,2020,baleshwar,520429
odisha,2020,jajapur,451339
odisha,2020,sundargarh,418311
odisha,2020,puri,402457
odisha,2020,bhadrak,342034
odisha,2020,kendujhar,328498
odisha,2020,mayurbhanj,295929
odisha,2021,khordha,1415897
odisha,2021,cuttack,784846
odisha,2021,ganjam,721311
odisha,2021,baleshwar,557273
odisha,2021,jajapur,484003
odisha,2021,sundargarh,450776
odisha,2021,puri,431553
odisha,2021,bhadrak,366825
odisha,2021,kendujhar,352967
odisha,2021,mayurbhanj,318465
odisha,2021,khordha,1511068
odisha,2021,cuttack,838924
odisha,2021,ganjam,772409
odisha,2021,baleshwar,596366
odisha,2021,jajapur,518570
odisha,2021,sundargarh,482937
odisha,2021,puri,462146
odisha,2021,bhadrak,392928
odisha,2021,kendujhar,379263
odisha,2021,mayurbhanj,342898
odisha,2021,khordha,1618171
odisha,2021,cuttack,900706
odisha,2021,ganjam,831869
odisha,2021,baleshwar,641826
odisha,2021,jajapur,558822
odisha,2021,sundargarh,520155
odisha,2021,puri,497069
odisha,2021,bhadrak,423068
odisha,2021,kendujhar,410049
odisha,2021,mayurbhanj,371425
odisha,2021,khordha,1725313
odisha,2021,cuttack,962341
odisha,2021,ganjam,889686
odisha,2021,baleshwar,685881
odisha,2021,jajapur,598043
odisha,2021,sundargarh,556973
odisha,2021,puri,531127
odisha,2021,bhadrak,452384
odisha,2021,kendujhar,440078
odisha,2021,mayurbhanj,399076
odisha,2022,khordha,1827307
odisha,2022,cuttack,1021526
odisha,2022,ganjam,946066
odisha,2022,baleshwar,728990
odisha,2022,jajapur,636291
odisha,2022,sundargarh,592346
odisha,2022,puri,564442
odisha,2022,bhadrak,481063
odisha,2022,kendujhar,469295
odisha,2022,mayurbhanj,426398
odisha,2022,khordha,1924289
odisha,2022,cuttack,1077286
odisha,2022,ganjam,999398
odisha,2022,baleshwar,769737
odisha,2022,jajapur,672209
odisha,2022,sundargarh,625606
odisha,2022,puri,595694
odisha,2022,bhadrak,507695
odisha,2022,kendujhar,496154
odisha,2022,mayurbhanj,451049
odisha,2022,khordha,2025108
odisha,2022,cuttack,1135881
odisha,2022,ganjam,1054407
odisha,2022,baleshwar,812109
odisha,2022,jajapur,709685
odisha,2022,sundargarh,658859
odisha,2022,puri,627710
odisha,2022,bhadrak,535581
odisha,2022,kendujhar,523219
odisha,2022,mayurbhanj,475312
odisha,2022,khordha,2124474
odisha,2022,cuttack,1190925
odisha,2022,ganjam,1105095
odisha,2022,baleshwar,850800
odisha,2022,jajapur,743948
odisha,2022,sundargarh,689753
odisha,2022,puri,657668
odisha,2022,bhadrak,560896
odisha,2022,kendujhar,547019
odisha,2022,mayurbhanj,495920
odisha,2023,khordha,2220922
odisha,2023,cuttack,1246094
odisha,2023,ganjam,1156695
odisha,2023,baleshwar,890218
odisha,2023,jajapur,779435
odisha,2023,sundargarh,721849
odisha,2023,puri,687988
odisha,2023,bhadrak,587089
odisha,2023,kendujhar,573097
odisha,2023,mayurbhanj,519691
odisha,2023,khordha,2305026
odisha,2023,cuttack,1297120
odisha,2023,ganjam,1206180
odisha,2023,baleshwar,928537
odisha,2023,jajapur,812448
odisha,2023,sundargarh,752827
odisha,2023,puri,716985
odisha,2023,bhadrak,612055
odisha,2023,kendujhar,598879
odisha,2023,mayurbhanj,544278
puducherry,2018,puducherry,42117
puducherry,2018,karaikal,3628
puducherry,2018,yanam,2500
puducherry,2018,mahe,1073
puducherry,2018,puducherry,55513
puducherry,2018,karaikal,5393
puducherry,2018,yanam,3232
puducherry,2018,mahe,1442
puducherry,2018,puducherry,68634
puducherry,2018,karaikal,7174
puducherry,2018,yanam,3926
puducherry,2018,mahe,1812
puducherry,2018,puducherry,92629
puducherry,2018,karaikal,9578
puducherry,2018,yanam,4901
puducherry,2018,mahe,2386
puducherry,2019,puducherry,112798
puducherry,2019,karaikal,11549
puducherry,2019,yanam,5814
puducherry,2019,mahe,2898
puducherry,2019,puducherry,132703
puducherry,2019,karaikal,13827
puducherry,2019,yanam,6485
puducherry,2019,mahe,3443
puducherry,2019,puducherry,150642
puducherry,2019,karaikal,15875
puducherry,2019,yanam,7342
puducherry,2019,mahe,4009
puducherry,2019,puducherry,173175
puducherry,2019,karaikal,18134
puducherry,2019,yanam,8287
puducherry,2019,mahe,4696
puducherry,2020,puducherry,195398
puducherry,2020,karaikal,20775
puducherry,2020,yanam,9266
puducherry,2020,mahe,5469
puducherry,2020,puducherry,215429
puducherry,2020,karaikal,23612
puducherry,2020,yanam,10164
puducherry,2020,mahe,6395
puducherry,2020,puducherry,239707
puducherry,2020,karaikal,26910
puducherry,2020,yanam,11054
puducherry,2020,mahe,7502
puducherry,2020,puducherry,267946
puducherry,2020,karaikal,30982
puducherry,2020,yanam,12131
puducherry,2020,mahe,8567
puducherry,2021,puducherry,290107
puducherry,2021,karaikal,33876
puducherry,2021,yanam,13005
puducherry,2021,mahe,9291
puducherry,2021,puducherry,309892
puducherry,2021,karaikal,36328
puducherry,2021,yanam,13854
puducherry,2021,mahe,9887
puducherry,2021,puducherry,332193
puducherry,2021,karaikal,39011
puducherry,2021,yanam,14823
puducherry,2021,mahe,10582
puducherry,2021,puducherry,354425
puducherry,2021,karaikal,41695
puducherry,2021,yanam,15809
puducherry,2021,mahe,11238
puducherry,2022,puducherry,375238
puducherry,2022,karaikal,44201
puducherry,2022,yanam,16747
puducherry,2022,mahe,11865
puducherry,2022,puducherry,394977
puducherry,2022,karaikal,46573
puducherry,2022,yanam,17644
puducherry,2022,mahe,12469
puducherry,2022,puducherry,415847
puducherry,2022,karaikal,49034
puducherry,2022,yanam,18606
puducherry,2022,mahe,13083
puducherry,2022,puducherry,436067
puducherry,2022,karaikal,51364
puducherry,2022,yanam,19579
puducherry,2022,mahe,13639
puducherry,2023,puducherry,455449
puducherry,2023,karaikal,53685
puducherry,2023,yanam,20481
puducherry,2023,mahe,14204
puducherry,2023,puducherry,472714
puducherry,2023,karaikal,55776
puducherry,2023,yanam,21261
puducherry,2023,mahe,14680
punjab,2018,ludhiana,168625
punjab,2018,sas nagar,121113
punjab,2018,patiala,66507
punjab,2018,amritsar,59685
punjab,2018,jalandhar,57808
punjab,2018,bathinda,52466
punjab,2018,fazilka,44823
punjab,2018,sangrur,37485
punjab,2018,hoshiarpur,25348
punjab,2018,gurdaspur,21372
punjab,2018,ludhiana,230404
punjab,2018,sas nagar,161605
punjab,2018,patiala,90123
punjab,2018,amritsar,82735
punjab,2018,jalandhar,79991
punjab,2018,bathinda,70948
punjab,2018,fazilka,60134
punjab,2018,sangrur,50749
punjab,2018,hoshiarpur,34576
punjab,2018,gurdaspur,29910
punjab,2018,ludhiana,296414
punjab,2018,sas nagar,201458
punjab,2018,patiala,113902
punjab,2018,amritsar,108935
punjab,2018,jalandhar,104824
punjab,2018,bathinda,88508
punjab,2018,fazilka,73785
punjab,2018,sangrur,64978
punjab,2018,hoshiarpur,45862
punjab,2018,gurdaspur,39920
punjab,2018,ludhiana,378237
punjab,2018,sas nagar,250733
punjab,2018,patiala,142989
punjab,2018,amritsar,141933
punjab,2018,jalandhar,135966
punjab,2018,bathinda,109505
punjab,2018,fazilka,89590
punjab,2018,sangrur,82334
punjab,2018,hoshiarpur,59684
punjab,2018,gurdaspur,51644
punjab,2019,ludhiana,454370
punjab,2019,sas nagar,298288
punjab,2019,amritsar,171264
punjab,2019,patiala,169872
punjab,2019,jalandhar,164130
punjab,2019,bathinda,128070
punjab,2019,fazilka,104942
punjab,2019,sangrur,97326
punjab,2019,hoshiarpur,72128
punjab,2019,gurdaspur,62502
punjab,2019,ludhiana,528745
punjab,2019,sas nagar,343153
punjab,2019,amritsar,206517
punjab,2019,patiala,199960
punjab,2019,jalandhar,195283
punjab,2019,bathinda,145282
punjab,2019,fazilka,118707
punjab,2019,sangrur,111996
punjab,2019,hoshiarpur,86022
punjab,2019,gurdaspur,75170
punjab,2019,ludhiana,601479
punjab,2019,sas nagar,385263
punjab,2019,amritsar,238628
punjab,2019,patiala,229488
punjab,2019,jalandhar,225027
punjab,2019,bathinda,162800
punjab,2019,fazilka,132573
punjab,2019,sangrur,127329
punjab,2019,hoshiarpur,99272
punjab,2019,gurdaspur,87043
punjab,2019,ludhiana,671579
punjab,2019,sas nagar,422041
punjab,2019,amritsar,268663
punjab,2019,patiala,256911
punjab,2019,jalandhar,251259
punjab,2019,bathinda,180722
punjab,2019,fazilka,149868
punjab,2019,sangrur,143162
punjab,2019,hoshiarpur,113296
punjab,2019,gurdaspur,100393
punjab,2020,ludhiana,756590
punjab,2020,sas nagar,460416
punjab,2020,amritsar,303767
punjab,2020,patiala,287330
punjab,2020,jalandhar,282191
punjab,2020,bathinda,200425
punjab,2020,fazilka,168714
punjab,2020,sangrur,161513
punjab,2020,hoshiarpur,129693
punjab,2020,gurdaspur,116534
punjab,2020,ludhiana,853140
punjab,2020,sas nagar,498018
punjab,2020,amritsar,343732
punjab,2020,patiala,323801
punjab,2020,jalandhar,320498
punjab,2020,bathinda,222968
punjab,2020,fazilka,188515
punjab,2020,sangrur,183342
punjab,2020,hoshiarpur,153462
punjab,2020,gurdaspur,137571
punjab,2020,ludhiana,944936
punjab,2020,sas nagar,540527
punjab,2020,amritsar,383166
punjab,2020,jalandhar,359980
punjab,2020,patiala,358126
punjab,2020,bathinda,245674
punjab,2020,fazilka,208929
punjab,2020,sangrur,204491
punjab,2020,hoshiarpur,173002
punjab,2020,gurdaspur,155619
punjab,2020,ludhiana,1037696
punjab,2020,sas nagar,586500
punjab,2020,amritsar,423283
punjab,2020,jalandhar,396951
punjab,2020,patiala,391658
