state,year,districts,registeredUsers
maharashtra,2018,ahmednagar,268520
maharashtra,2018,solapur,259084
maharashtra,2018,palghar,239053
maharashtra,2018,pune,1974138
maharashtra,2018,mumbai suburban,1218632
maharashtra,2018,thane,1104206
maharashtra,2018,nashik,552556
maharashtra,2018,nagpur,487280
maharashtra,2018,aurangabad,428394
maharashtra,2018,mumbai,410878
maharashtra,2018,ahmednagar,344804
maharashtra,2018,solapur,331428
maharashtra,2018,palghar,312322
maharashtra,2018,pune,2498852
maharashtra,2018,mumbai suburban,1578487
maharashtra,2018,thane,1473811
maharashtra,2018,nashik,698343
maharashtra,2018,nagpur,627317
maharashtra,2018,mumbai,543353
maharashtra,2018,aurangabad,534477
maharashtra,2018,ahmednagar,439246
maharashtra,2018,solapur,419060
maharashtra,2018,palghar,414825
maharashtra,2019,pune,3038402
maharashtra,2019,mumbai suburban,1901210
maharashtra,2019,thane,1834051
maharashtra,2019,nashik,853648
maharashtra,2019,nagpur,765612
maharashtra,2019,mumbai,670094
maharashtra,2019,aurangabad,644687
maharashtra,2019,ahmednagar,532651
maharashtra,2019,palghar,521918
maharashtra,2019,raigad,509108
maharashtra,2019,pune,3514081
maharashtra,2019,mumbai suburban,2151657
maharashtra,2019,thane,2118406
maharashtra,2019,nashik,995687
maharashtra,2019,nagpur,887042
maharashtra,2019,mumbai,785480
maharashtra,2019,aurangabad,736863
maharashtra,2019,ahmednagar,614812
maharashtra,2019,palghar,608184
maharashtra,2019,raigad,594675
maharashtra,2019,pune,4004991
maharashtra,2019,mumbai suburban,2407754
maharashtra,2019,thane,2396815
maharashtra,2019,nashik,1155897
maharashtra,2019,nagpur,1015333
maharashtra,2019,mumbai,889541
maharashtra,2019,aurangabad,841802
maharashtra,2019,ahmednagar,705492
maharashtra,2019,palghar,691229
maharashtra,2019,raigad,679155
maharashtra,2019,pune,4416899
maharashtra,2019,thane,2638051
maharashtra,2019,mumbai suburban,2630360
maharashtra,2019,nashik,1304611
maharashtra,2019,nagpur,1134480
maharashtra,2019,mumbai,973018
maharashtra,2019,aurangabad,947081
maharashtra,2019,ahmednagar,805271
maharashtra,2019,palghar,767925
maharashtra,2019,raigad,754910
maharashtra,2020,pune,4802397
maharashtra,2020,thane,2878073
maharashtra,2020,mumbai suburban,2843378
maharashtra,2020,nashik,1448324
maharashtra,2020,nagpur,1251510
maharashtra,2020,mumbai,1054509
maharashtra,2020,aurangabad,1046306
maharashtra,2020,ahmednagar,905962
maharashtra,2020,palghar,848560
maharashtra,2020,raigad,830643
maharashtra,2020,pune,5144688
maharashtra,2020,thane,3135101
maharashtra,2020,mumbai suburban,3060916
maharashtra,2020,nashik,1602650
maharashtra,2020,nagpur,1377642
maharashtra,2020,aurangabad,1142730
maharashtra,2020,mumbai,1141566
maharashtra,2020,ahmednagar,1014520
maharashtra,2020,palghar,947121
maharashtra,2020,solapur,918756
maharashtra,2020,pune,5546002
maharashtra,2020,thane,3401853
maharashtra,2020,mumbai suburban,3304696
maharashtra,2020,nashik,1752191
maharashtra,2020,nagpur,1502777
maharashtra,2020,aurangabad,1244879
maharashtra,2020,mumbai,1234355
maharashtra,2020,ahmednagar,1123648
maharashtra,2020,palghar,1034468
maharashtra,2020,solapur,1012518
maharashtra,2020,pune,6033615
maharashtra,2020,thane,3727358
maharashtra,2020,mumbai suburban,3609970
maharashtra,2020,nashik,1907318
maharashtra,2020,nagpur,1637270
maharashtra,2020,aurangabad,1355656
maharashtra,2020,mumbai,1347356
maharashtra,2020,ahmednagar,1237321
maharashtra,2020,palghar,1136061
maharashtra,2020,solapur,1113260
maharashtra,2021,pune,6481971
maharashtra,2021,thane,4014464
maharashtra,2021,mumbai suburban,3886500
maharashtra,2021,nashik,2049293
maharashtra,2021,nagpur,1761562
maharashtra,2021,aurangabad,1456891
maharashtra,2021,mumbai,1450548
maharashtra,2021,ahmednagar,1333477
maharashtra,2021,palghar,1225423
maharashtra,2021,solapur,1199130
maharashtra,2021,pune,6915820
maharashtra,2021,thane,4290066
maharashtra,2021,mumbai suburban,4151227
maharashtra,2021,nashik,2191882
maharashtra,2021,nagpur,1883447
maharashtra,2021,aurangabad,1557693
maharashtra,2021,mumbai,1549784
maharashtra,2021,ahmednagar,1429562
maharashtra,2021,palghar,1312388
maharashtra,2021,solapur,1283601
maharashtra,2021,pune,7398336
maharashtra,2021,thane,4597394
maharashtra,2021,mumbai suburban,4444495
maharashtra,2021,nashik,2352259
maharashtra,2021,nagpur,2020264
maharashtra,2021,aurangabad,1671665
maharashtra,2021,mumbai,1659663
maharashtra,2021,ahmednagar,1539300
maharashtra,2021,palghar,1410321
maharashtra,2021,solapur,1380100
maharashtra,2021,pune,7880431
maharashtra,2021,thane,4906492
maharashtra,2021,mumbai suburban,4740546
maharashtra,2021,nashik,2510393
maharashtra,2021,nagpur,2157149
maharashtra,2021,aurangabad,1786190
maharashtra,2021,mumbai,1770325
maharashtra,2021,ahmednagar,1646991
maharashtra,2021,palghar,1508500
maharashtra,2021,solapur,1475291
maharashtra,2022,pune,8331582
maharashtra,2022,thane,5196050
maharashtra,2022,mumbai suburban,5017556
maharashtra,2022,nashik,2661739
maharashtra,2022,nagpur,2286011
maharashtra,2022,aurangabad,1894797
maharashtra,2022,mumbai,1873643
maharashtra,2022,ahmednagar,1749682
maharashtra,2022,palghar,1601518
maharashtra,2022,solapur,1565902
maharashtra,2022,pune,8757249
maharashtra,2022,thane,5471749
maharashtra,2022,mumbai suburban,5281053
maharashtra,2022,nashik,2803471
maharashtra,2022,nagpur,2407812
maharashtra,2022,aurangabad,1996927
maharashtra,2022,mumbai,1972178
maharashtra,2022,ahmednagar,1844168
maharashtra,2022,palghar,1689875
maharashtra,2022,solapur,1649511
maharashtra,2022,pune,9194074
maharashtra,2022,thane,5757165
maharashtra,2022,mumbai suburban,5555095
maharashtra,2022,nashik,2948824
maharashtra,2022,nagpur,2532986
maharashtra,2022,aurangabad,2101234
maharashtra,2022,mumbai,2074701
maharashtra,2022,ahmednagar,1940071
maharashtra,2022,palghar,1781265
maharashtra,2022,solapur,1733556
maharashtra,2022,pune,9622338
maharashtra,2022,thane,6042267
maharashtra,2022,mumbai suburban,5831539
maharashtra,2022,nashik,3086721
maharashtra,2022,nagpur,2655029
maharashtra,2022,aurangabad,2201353
maharashtra,2022,mumbai,2178155
maharashtra,2022,ahmednagar,2027819
maharashtra,2022,palghar,1870957
maharashtra,2022,solapur,1811044
maharashtra,2023,pune,10037022
maharashtra,2023,thane,6314618
maharashtra,2023,mumbai suburban,6095695
maharashtra,2023,nashik,3223873
maharashtra,2023,nagpur,2775157
maharashtra,2023,aurangabad,2300283
maharashtra,2023,mumbai,2276888
maharashtra,2023,ahmednagar,2119506
maharashtra,2023,palghar,1957628
maharashtra,2023,solapur,1892509
maharashtra,2023,pune,10396344
maharashtra,2023,thane,6552282
maharashtra,2023,mumbai suburban,6322778
maharashtra,2023,nashik,3350410
maharashtra,2023,nagpur,2882255
maharashtra,2023,aurangabad,2390854
maharashtra,2023,mumbai,2361852
maharashtra,2023,ahmednagar,2208055
maharashtra,2023,palghar,2037722
maharashtra,2023,solapur,1970077
manipur,2018,imphal west,11304
manipur,2018,imphal east,6759
manipur,2018,thoubal,2764
manipur,2018,bishnupur,2371
manipur,2018,churachandpur,1524
manipur,2018,kangpokpi,1439
manipur,2018,kakching,915
manipur,2018,ukhrul,602
manipur,2018,tamenglong,550
manipur,2018,jiribam,460
manipur,2018,imphal west,16541
manipur,2018,imphal east,10390
manipur,2018,thoubal,4771
manipur,2018,bishnupur,3751
manipur,2018,churachandpur,2362
manipur,2018,kangpokpi,2183
manipur,2018,kakching,1571
manipur,2018,ukhrul,905
manipur,2018,tamenglong,824
manipur,2018,jiribam,732
manipur,2018,imphal west,21696
manipur,2018,imphal east,13541
manipur,2018,thoubal,6112
manipur,2018,bishnupur,5106
manipur,2018,churachandpur,3420
manipur,2018,kangpokpi,3073
manipur,2018,kakching,2326
manipur,2018,ukhrul,1346
manipur,2018,tamenglong,1268
manipur,2018,jiribam,1086
manipur,2018,imphal west,28383
manipur,2018,imphal east,17777
manipur,2018,thoubal,8027
manipur,2018,bishnupur,7049
manipur,2018,churachandpur,4951
manipur,2018,kangpokpi,4249
manipur,2018,kakching,3153
manipur,2018,ukhrul,1842
manipur,2018,tamenglong,1712
manipur,2018,jiribam,1393
manipur,2019,imphal west,33668
manipur,2019,imphal east,21136
manipur,2019,thoubal,9529
manipur,2019,bishnupur,8537
manipur,2019,churachandpur,6138
manipur,2019,kangpokpi,5212
manipur,2019,kakching,3850
manipur,2019,ukhrul,2368
manipur,2019,tamenglong,2148
manipur,2019,jiribam,1759
manipur,2019,imphal west,39303
manipur,2019,imphal east,24652
manipur,2019,thoubal,10915
manipur,2019,bishnupur,10014
manipur,2019,churachandpur,7662
manipur,2019,kangpokpi,6407
manipur,2019,kakching,4599
manipur,2019,ukhrul,2981
manipur,2019,tamenglong,2628
manipur,2019,chandel,2175
manipur,2019,imphal west,45268
manipur,2019,imphal east,28331
manipur,2019,thoubal,12427
manipur,2019,bishnupur,11647
manipur,2019,churachandpur,9071
manipur,2019,kangpokpi,7621
manipur,2019,kakching,5355
manipur,2019,ukhrul,3488
manipur,2019,tamenglong,3085
manipur,2019,chandel,2581
manipur,2019,imphal west,51063
manipur,2019,imphal east,31935
manipur,2019,thoubal,14194
manipur,2019,bishnupur,13387
manipur,2019,churachandpur,10431
manipur,2019,kangpokpi,8850
manipur,2019,kakching,6126
manipur,2019,ukhrul,4091
manipur,2019,tamenglong,3651
manipur,2019,chandel,3029
manipur,2020,imphal west,57485
manipur,2020,imphal east,36105
manipur,2020,thoubal,16244
manipur,2020,bishnupur,15333
manipur,2020,churachandpur,12420
manipur,2020,kangpokpi,10241
manipur,2020,kakching,7075
manipur,2020,ukhrul,4892
manipur,2020,tamenglong,4169
manipur,2020,chandel,3471
manipur,2020,imphal west,67897
manipur,2020,imphal east,43144
manipur,2020,thoubal,20186
manipur,2020,bishnupur,19027
manipur,2020,churachandpur,15469
manipur,2020,kangpokpi,12965
manipur,2020,kakching,9028
manipur,2020,ukhrul,6223
manipur,2020,tamenglong,5158
manipur,2020,chandel,4278
manipur,2020,imphal west,79723
manipur,2020,imphal east,51383
manipur,2020,thoubal,24183
manipur,2020,bishnupur,22965
manipur,2020,churachandpur,19501
manipur,2020,kangpokpi,15966
manipur,2020,kakching,10752
manipur,2020,ukhrul,7657
manipur,2020,tamenglong,6475
manipur,2020,chandel,5252
manipur,2020,imphal west,88777
manipur,2020,imphal east,57282
manipur,2020,thoubal,26858
manipur,2020,bishnupur,25629
manipur,2020,churachandpur,21960
manipur,2020,kangpokpi,17814
manipur,2020,kakching,11913
manipur,2020,ukhrul,8651
manipur,2020,tamenglong,7322
manipur,2020,chandel,5987
manipur,2021,imphal west,96101
manipur,2021,imphal east,62004
manipur,2021,thoubal,29072
manipur,2021,bishnupur,27615
manipur,2021,churachandpur,23827
manipur,2021,kangpokpi,19239
manipur,2021,kakching,12888
manipur,2021,ukhrul,9372
manipur,2021,tamenglong,7960
manipur,2021,chandel,6467
manipur,2021,imphal west,102833
manipur,2021,imphal east,66388
manipur,2021,thoubal,31139
manipur,2021,bishnupur,29671
manipur,2021,churachandpur,25573
manipur,2021,kangpokpi,20703
manipur,2021,kakching,13816
manipur,2021,ukhrul,10142
manipur,2021,tamenglong,8580
manipur,2021,chandel,6980
manipur,2021,imphal west,110506
manipur,2021,imphal east,71436
manipur,2021,thoubal,33478
manipur,2021,bishnupur,31996
manipur,2021,churachandpur,27600
manipur,2021,kangpokpi,22416
manipur,2021,kakching,14924
manipur,2021,ukhrul,11045
manipur,2021,tamenglong,9326
manipur,2021,chandel,7597
manipur,2021,imphal west,118056
manipur,2021,imphal east,76421
manipur,2021,thoubal,35832
manipur,2021,bishnupur,34316
manipur,2021,churachandpur,29651
manipur,2021,kangpokpi,24082
manipur,2021,kakching,15985
manipur,2021,ukhrul,11949
manipur,2021,tamenglong,10063
manipur,2021,chandel,8184
manipur,2022,imphal west,125131
manipur,2022,imphal east,81134
manipur,2022,thoubal,38088
manipur,2022,bishnupur,36514
manipur,2022,churachandpur,31533
manipur,2022,kangpokpi,25589
manipur,2022,kakching,17014
manipur,2022,ukhrul,12728
manipur,2022,tamenglong,10719
manipur,2022,chandel,8724
manipur,2022,imphal west,131901
manipur,2022,imphal east,85559
manipur,2022,thoubal,40196
manipur,2022,bishnupur,38512
manipur,2022,churachandpur,33293
manipur,2022,kangpokpi,27002
manipur,2022,kakching,18011
manipur,2022,ukhrul,13435
manipur,2022,tamenglong,11310
manipur,2022,chandel,9201
manipur,2022,imphal west,138892
manipur,2022,imphal east,90100
manipur,2022,thoubal,42321
manipur,2022,bishnupur,40486
manipur,2022,churachandpur,35081
manipur,2022,kangpokpi,28377
manipur,2022,kakching,18979
manipur,2022,ukhrul,14002
manipur,2022,tamenglong,11830
manipur,2022,chandel,9647
manipur,2022,imphal west,145422
manipur,2022,imphal east,94344
manipur,2022,thoubal,44264
manipur,2022,bishnupur,42189
manipur,2022,churachandpur,36722
manipur,2022,kangpokpi,29563
manipur,2022,kakching,19797
manipur,2022,ukhrul,14415
manipur,2022,tamenglong,12297
manipur,2022,chandel,9973
manipur,2023,imphal west,151777
manipur,2023,imphal east,98499
manipur,2023,thoubal,46248
manipur,2023,bishnupur,44031
manipur,2023,churachandpur,38361
manipur,2023,kangpokpi,30917
manipur,2023,kakching,20700
manipur,2023,ukhrul,15024
manipur,2023,tamenglong,12843
manipur,2023,chandel,10406
manipur,2023,imphal west,157911
manipur,2023,imphal east,102530
manipur,2023,thoubal,48169
manipur,2023,bishnupur,46010
manipur,2023,churachandpur,40043
manipur,2023,kangpokpi,32306
manipur,2023,kakching,21613
manipur,2023,ukhrul,15758
manipur,2023,tamenglong,13463
manipur,2023,chandel,10941
meghalaya,2018,east khasi hills,9310
meghalaya,2018,west garo hills,3671
meghalaya,2018,ribhoi,1891
meghalaya,2018,east jaintia hills,1419
meghalaya,2018,west jaintia hills,736
meghalaya,2018,south garo hills,343
meghalaya,2018,south west garo hills,299
meghalaya,2018,west khasi hills,299
meghalaya,2018,north garo hills,254
meghalaya,2018,east garo hills,236
meghalaya,2018,east khasi hills,12907
meghalaya,2018,west garo hills,5289
meghalaya,2018,ribhoi,2869
meghalaya,2018,east jaintia hills,2051
meghalaya,2018,west jaintia hills,1023
meghalaya,2018,south garo hills,530
meghalaya,2018,south west garo hills,485
meghalaya,2018,west khasi hills,472
meghalaya,2018,north garo hills,445
meghalaya,2018,east garo hills,437
meghalaya,2018,east khasi hills,17543
meghalaya,2018,west garo hills,7529
meghalaya,2018,ribhoi,3889
meghalaya,2018,east jaintia hills,2886
meghalaya,2018,west jaintia hills,1465
meghalaya,2018,south garo hills,821
meghalaya,2018,south west garo hills,810
meghalaya,2018,north garo hills,737
meghalaya,2018,west khasi hills,730
meghalaya,2018,east garo hills,694
meghalaya,2018,east khasi hills,22845
meghalaya,2018,west garo hills,10445
meghalaya,2018,ribhoi,5207
meghalaya,2018,east jaintia hills,3735
meghalaya,2018,west jaintia hills,1861
meghalaya,2018,south west garo hills,1115
meghalaya,2018,north garo hills,1092
meghalaya,2018,east garo hills,1067
meghalaya,2018,south garo hills,1057
meghalaya,2018,west khasi hills,957
meghalaya,2019,east khasi hills,27937
meghalaya,2019,west garo hills,12932
meghalaya,2019,ribhoi,6543
meghalaya,2019,east jaintia hills,4643
meghalaya,2019,west jaintia hills,2276
meghalaya,2019,north garo hills,1482
meghalaya,2019,south west garo hills,1434
meghalaya,2019,east garo hills,1424
meghalaya,2019,south garo hills,1296
meghalaya,2019,west khasi hills,1191
meghalaya,2019,east khasi hills,33377
meghalaya,2019,west garo hills,15673
meghalaya,2019,ribhoi,7894
meghalaya,2019,east jaintia hills,5580
meghalaya,2019,west jaintia hills,2846
meghalaya,2019,north garo hills,1965
meghalaya,2019,south west garo hills,1902
meghalaya,2019,east garo hills,1855
meghalaya,2019,south garo hills,1640
meghalaya,2019,west khasi hills,1566
meghalaya,2019,east khasi hills,38761
meghalaya,2019,west garo hills,18509
meghalaya,2019,ribhoi,9007
meghalaya,2019,east jaintia hills,6371
meghalaya,2019,west jaintia hills,3346
meghalaya,2019,north garo hills,2403
meghalaya,2019,east garo hills,2313
meghalaya,2019,south west garo hills,2306
meghalaya,2019,south garo hills,2020
meghalaya,2019,west khasi hills,1838
meghalaya,2019,east khasi hills,43484
meghalaya,2019,west garo hills,21300
meghalaya,2019,ribhoi,10308
meghalaya,2019,east jaintia hills,7343
meghalaya,2019,west jaintia hills,3946
meghalaya,2019,north garo hills,2871
meghalaya,2019,east garo hills,2788
meghalaya,2019,south west garo hills,2757
meghalaya,2019,south garo hills,2434
meghalaya,2019,west khasi hills,2180
meghalaya,2020,east khasi hills,49251
meghalaya,2020,west garo hills,24124
meghalaya,2020,ribhoi,11689
meghalaya,2020,east jaintia hills,8368
meghalaya,2020,west jaintia hills,4530
meghalaya,2020,north garo hills,3311
meghalaya,2020,east garo hills,3251
meghalaya,2020,south west garo hills,3234
meghalaya,2020,south garo hills,2810
meghalaya,2020,west khasi hills,2522
meghalaya,2020,east khasi hills,57322
meghalaya,2020,west garo hills,29492
meghalaya,2020,ribhoi,13550
meghalaya,2020,east jaintia hills,9695
meghalaya,2020,west jaintia hills,5717
meghalaya,2020,north garo hills,4318
meghalaya,2020,south west garo hills,4266
meghalaya,2020,east garo hills,4132
meghalaya,2020,south garo hills,3590
meghalaya,2020,west khasi hills,3195
meghalaya,2020,east khasi hills,65268
meghalaya,2020,west garo hills,34201
meghalaya,2020,ribhoi,15427
meghalaya,2020,east jaintia hills,11084
meghalaya,2020,west jaintia hills,6997
meghalaya,2020,north garo hills,5242
meghalaya,2020,south west garo hills,5082
meghalaya,2020,east garo hills,5002
meghalaya,2020,south garo hills,4370
meghalaya,2020,west khasi hills,3899
meghalaya,2020,east khasi hills,72639
meghalaya,2020,west garo hills,37988
meghalaya,2020,ribhoi,17198
meghalaya,2020,east jaintia hills,12337
meghalaya,2020,west jaintia hills,7968
meghalaya,2020,north garo hills,5914
meghalaya,2020,east garo hills,5777
meghalaya,2020,south west garo hills,5772
meghalaya,2020,south garo hills,5006
meghalaya,2020,west khasi hills,4484
meghalaya,2021,east khasi hills,78429
meghalaya,2021,west garo hills,40993
meghalaya,2021,ribhoi,18641
meghalaya,2021,east jaintia hills,13460
meghalaya,2021,west jaintia hills,8665
meghalaya,2021,north garo hills,6392
meghalaya,2021,south west garo hills,6276
meghalaya,2021,east garo hills,6237
meghalaya,2021,south garo hills,5439
meghalaya,2021,west khasi hills,4858
meghalaya,2021,east khasi hills,84124
meghalaya,2021,west garo hills,44151
meghalaya,2021,ribhoi,20098
meghalaya,2021,east jaintia hills,14530
meghalaya,2021,west jaintia hills,9409
meghalaya,2021,north garo hills,6951
meghalaya,2021,south west garo hills,6835
meghalaya,2021,east garo hills,6754
meghalaya,2021,south garo hills,5922
meghalaya,2021,west khasi hills,5296
meghalaya,2021,east khasi hills,90505
meghalaya,2021,west garo hills,47869
meghalaya,2021,ribhoi,21875
meghalaya,2021,east jaintia hills,15847
meghalaya,2021,west jaintia hills,10337
meghalaya,2021,north garo hills,7584
meghalaya,2021,south west garo hills,7531
meghalaya,2021,east garo hills,7389
meghalaya,2021,south garo hills,6442
meghalaya,2021,west khasi hills,5884
meghalaya,2021,east khasi hills,96942
meghalaya,2021,west garo hills,51617
meghalaya,2021,ribhoi,23562
meghalaya,2021,east jaintia hills,17115
meghalaya,2021,west jaintia hills,11189
meghalaya,2021,north garo hills,8212
meghalaya,2021,south west garo hills,8197
meghalaya,2021,east garo hills,8015
meghalaya,2021,south garo hills,7005
meghalaya,2021,west khasi hills,6428
meghalaya,2022,east khasi hills,102838
meghalaya,2022,west garo hills,55028
meghalaya,2022,ribhoi,25112
meghalaya,2022,east jaintia hills,18301
meghalaya,2022,west jaintia hills,11952
meghalaya,2022,north garo hills,8795
meghalaya,2022,south west garo hills,8758
meghalaya,2022,east garo hills,8578
meghalaya,2022,south garo hills,7508
meghalaya,2022,west khasi hills,6839
meghalaya,2022,east khasi hills,108330
meghalaya,2022,west garo hills,58178
meghalaya,2022,ribhoi,26541
meghalaya,2022,east jaintia hills,19314
meghalaya,2022,west jaintia hills,12593
meghalaya,2022,north garo hills,9312
meghalaya,2022,south west garo hills,9266
meghalaya,2022,east garo hills,9052
meghalaya,2022,south garo hills,7922
meghalaya,2022,west khasi hills,7196
meghalaya,2022,east khasi hills,113816
meghalaya,2022,west garo hills,61273
meghalaya,2022,ribhoi,27844
meghalaya,2022,east jaintia hills,20320
meghalaya,2022,west jaintia hills,13176
meghalaya,2022,north garo hills,9773
meghalaya,2022,south west garo hills,9735
meghalaya,2022,east garo hills,9484
meghalaya,2022,south garo hills,8265
meghalaya,2022,west khasi hills,7493
meghalaya,2022,east khasi hills,118978
meghalaya,2022,west garo hills,63792
meghalaya,2022,ribhoi,29041
meghalaya,2022,east jaintia hills,21201
meghalaya,2022,west jaintia hills,13633
meghalaya,2022,north garo hills,10145
meghalaya,2022,south west garo hills,10062
meghalaya,2022,east garo hills,9846
meghalaya,2022,south garo hills,8553
meghalaya,2022,west khasi hills,7705
meghalaya,2023,east khasi hills,124181
meghalaya,2023,west garo hills,66808
meghalaya,2023,ribhoi,30369
meghalaya,2023,east jaintia hills,22122
meghalaya,2023,west jaintia hills,14218
meghalaya,2023,north garo hills,10580
meghalaya,2023,south west garo hills,10504
meghalaya,2023,east garo hills,10235
meghalaya,2023,south garo hills,8897
meghalaya,2023,west khasi hills,7981
meghalaya,2023,east khasi hills,129260
meghalaya,2023,west garo hills,69925
meghalaya,2023,ribhoi,31744
meghalaya,2023,east jaintia hills,23231
meghalaya,2023,west jaintia hills,14912
meghalaya,2023,north garo hills,11135
meghalaya,2023,south west garo hills,11073
meghalaya,2023,east garo hills,10727
meghalaya,2023,south garo hills,9386
meghalaya,2023,west khasi hills,8423
mizoram,2018,aizawl,4550
mizoram,2018,lunglei,879
mizoram,2018,kolasib,486
mizoram,2018,lawngtlai,474
mizoram,2018,champhai,358
mizoram,2018,mamit,316
mizoram,2018,serchhip,299
mizoram,2018,saiha,231
mizoram,2018,aizawl,6211
mizoram,2018,lunglei,1241
mizoram,2018,kolasib,692
mizoram,2018,lawngtlai,607
mizoram,2018,champhai,501
mizoram,2018,serchhip,440
mizoram,2018,mamit,435
mizoram,2018,saiha,295
mizoram,2018,aizawl,8460
mizoram,2018,lunglei,1751
mizoram,2018,kolasib,1012
mizoram,2018,lawngtlai,922
mizoram,2018,champhai,729
mizoram,2018,serchhip,633
mizoram,2018,mamit,599
mizoram,2018,saiha,396
mizoram,2018,aizawl,11131
mizoram,2018,lunglei,2391
mizoram,2018,kolasib,1393
mizoram,2018,lawngtlai,1254
mizoram,2018,champhai,1001
mizoram,2018,serchhip,857
mizoram,2018,mamit,835
mizoram,2018,saiha,503
mizoram,2019,aizawl,13422
mizoram,2019,lunglei,2910
mizoram,2019,kolasib,1730
mizoram,2019,lawngtlai,1648
mizoram,2019,champhai,1179
mizoram,2019,mamit,1096
mizoram,2019,serchhip,1047
mizoram,2019,saiha,638
mizoram,2019,aizawl,15934
mizoram,2019,lunglei,3575
mizoram,2019,lawngtlai,2133
mizoram,2019,kolasib,2120
mizoram,2019,champhai,1429
mizoram,2019,mamit,1428
mizoram,2019,serchhip,1295
mizoram,2019,saiha,782
mizoram,2019,aizawl,18992
mizoram,2019,lunglei,4197
mizoram,2019,lawngtlai,2647
mizoram,2019,kolasib,2497
mizoram,2019,champhai,1733
mizoram,2019,mamit,1655
mizoram,2019,serchhip,1512
mizoram,2019,saiha,901
mizoram,2019,aizawl,21865
mizoram,2019,lunglei,4926
mizoram,2019,lawngtlai,3255
mizoram,2019,kolasib,2929
mizoram,2019,champhai,2067
mizoram,2019,mamit,1996
mizoram,2019,serchhip,1735
mizoram,2019,saiha,1036
mizoram,2020,aizawl,25253
mizoram,2020,lunglei,5778
mizoram,2020,lawngtlai,3996
mizoram,2020,kolasib,3360
mizoram,2020,champhai,2448
mizoram,2020,mamit,2379
mizoram,2020,serchhip,1992
mizoram,2020,saiha,1293
mizoram,2020,aizawl,29637
mizoram,2020,lunglei,7006
mizoram,2020,lawngtlai,4977
mizoram,2020,kolasib,4022
mizoram,2020,champhai,3052
mizoram,2020,mamit,2911
mizoram,2020,serchhip,2379
mizoram,2020,saiha,1590
mizoram,2020,aizawl,36225
mizoram,2020,lunglei,8442
mizoram,2020,lawngtlai,6412
mizoram,2020,kolasib,4923
mizoram,2020,champhai,3883
mizoram,2020,mamit,3597
mizoram,2020,serchhip,2871
mizoram,2020,saiha,1962
mizoram,2020,aizawl,41500
mizoram,2020,lunglei,9794
mizoram,2020,lawngtlai,7618
mizoram,2020,kolasib,5599
mizoram,2020,champhai,4550
mizoram,2020,mamit,4083
mizoram,2020,serchhip,3313
mizoram,2020,saiha,2274
mizoram,2021,aizawl,45103
mizoram,2021,lunglei,10638
mizoram,2021,lawngtlai,8386
mizoram,2021,kolasib,6120
mizoram,2021,champhai,4968
mizoram,2021,mamit,4467
mizoram,2021,serchhip,3582
mizoram,2021,saiha,2486
mizoram,2021,aizawl,48525
mizoram,2021,lunglei,11491
mizoram,2021,lawngtlai,9096
mizoram,2021,kolasib,6624
mizoram,2021,champhai,5366
mizoram,2021,mamit,4882
mizoram,2021,serchhip,3884
mizoram,2021,saiha,2684
mizoram,2021,aizawl,52313
mizoram,2021,lunglei,12614
mizoram,2021,lawngtlai,9954
mizoram,2021,kolasib,7229
mizoram,2021,champhai,5935
mizoram,2021,mamit,5392
mizoram,2021,serchhip,4255
mizoram,2021,saiha,2955
mizoram,2021,aizawl,56005
mizoram,2021,lunglei,13668
mizoram,2021,lawngtlai,10738
mizoram,2021,kolasib,7850
mizoram,2021,champhai,6447
mizoram,2021,mamit,5887
mizoram,2021,serchhip,4614
mizoram,2021,saiha,3196
mizoram,2022,aizawl,59433
mizoram,2022,lunglei,14538
mizoram,2022,lawngtlai,11459
mizoram,2022,kolasib,8375
mizoram,2022,champhai,6875
mizoram,2022,mamit,6299
mizoram,2022,serchhip,4906
mizoram,2022,saiha,3410
mizoram,2022,aizawl,62605
mizoram,2022,lunglei,15302
mizoram,2022,lawngtlai,12114
mizoram,2022,kolasib,8872
mizoram,2022,champhai,7233
mizoram,2022,mamit,6641
mizoram,2022,serchhip,5170
mizoram,2022,saiha,3598
mizoram,2022,aizawl,65940
mizoram,2022,lunglei,16062
mizoram,2022,lawngtlai,12771
mizoram,2022,kolasib,9300
mizoram,2022,champhai,7576
mizoram,2022,mamit,6931
mizoram,2022,serchhip,5390
mizoram,2022,saiha,3765
mizoram,2022,aizawl,68925
mizoram,2022,lunglei,16676
mizoram,2022,lawngtlai,13303
mizoram,2022,kolasib,9602
mizoram,2022,champhai,7814
mizoram,2022,mamit,7086
mizoram,2022,serchhip,5551
mizoram,2022,saiha,3913
mizoram,2023,aizawl,71979
mizoram,2023,lunglei,17393
mizoram,2023,lawngtlai,13917
mizoram,2023,kolasib,10051
mizoram,2023,champhai,8148
mizoram,2023,mamit,7399
mizoram,2023,serchhip,5783
mizoram,2023,saiha,4081
mizoram,2023,aizawl,74977
mizoram,2023,lunglei,18222
mizoram,2023,lawngtlai,14604
mizoram,2023,kolasib,10535
mizoram,2023,champhai,8546
mizoram,2023,mamit,7820
mizoram,2023,serchhip,6084
mizoram,2023,saiha,4273
nagaland,2018,dimapur,8249
nagaland,2018,kohima,3036
nagaland,2018,mokokchung,1043
nagaland,2018,mon,525
nagaland,2018,phek,487
nagaland,2018,wokha,465
nagaland,2018,zunheboto,385
nagaland,2018,tuensang,377
nagaland,2018,peren,218
