year,state,distirct,App_open,No_of_App_open
2022,gujarat,botad district,15729417,186625
2022,gujarat,bharuch district,24985089,803845
2022,gujarat,bhavnagar district,22529367,659228
2022,gujarat,junagadh district,13570972,283145
2022,gujarat,mahesana district,21478805,729723
2022,gujarat,the dangs district,8364976,26180
2022,gujarat,kheda district,13172712,446779
2022,gujarat,surat district,25192019,3567767
2022,gujarat,porbandar district,4938585,98587
2022,gujarat,gandhinagar district,9731484,885535
2022,gujarat,panch mahals district,16286040,292755
2022,gujarat,narmada district,12729908,81169
2022,gujarat,gir somnath district,10375694,242764
2022,gujarat,valsad district,15625470,716467
2022,gujarat,mahisagar district,12902389,131554
2022,gujarat,sabar kantha district,21747099,379718
2022,gujarat,tapi district,10482703,149968
2022,gujarat,vadodara district,19765164,1515556
2022,gujarat,banas kantha district,77028892,896869
2022,gujarat,amreli district,32567387,281819
2022,gujarat,ahmadabad district,39280139,4319512
2022,gujarat,dohad district,19811697,216199
2022,gujarat,navsari district,9787723,314617
2022,gujarat,patan district,22613364,367059
2022,gujarat,kachchh district,60380130,747079
2022,gujarat,surendranagar district,34325117,351078
2022,gujarat,morbi district,19538289,307545
2022,gujarat,anand district,13791621,596600
2022,gujarat,jamnagar district,11777204,409567
2022,gujarat,devbhumi dwarka district,4626888,142445
2022,gujarat,rajkot district,27915336,1033159
2022,gujarat,aravallis district,10450616,227402
2022,gujarat,chhotaudepur district,3500701,95806
2022,gujarat,botad district,8669321,195219
2022,gujarat,bharuch district,37564473,842519
2022,gujarat,bhavnagar district,18372408,690130
2022,gujarat,junagadh district,6587448,294941
2022,gujarat,mahesana district,29019487,763693
2022,gujarat,the dangs district,1087847,27218
2022,gujarat,kheda district,15216766,467640
2022,gujarat,surat district,110323166,3747780
2022,gujarat,porbandar district,2175841,102643
2022,gujarat,gandhinagar district,35387014,927585
2022,gujarat,panch mahals district,12634353,306278
2022,gujarat,narmada district,3758056,84596
2022,gujarat,gir somnath district,7658775,254045
2022,gujarat,valsad district,32968847,751767
2022,gujarat,mahisagar district,5028578,137511
2022,gujarat,sabar kantha district,17276367,397066
2022,gujarat,tapi district,6355677,156189
2022,gujarat,vadodara district,48909823,1587831
2022,gujarat,banas kantha district,54467383,939693
2022,gujarat,amreli district,9446129,293382
2022,gujarat,ahmadabad district,157291084,4530853
2022,gujarat,dohad district,11309950,226068
2022,gujarat,navsari district,8737777,328740
2022,gujarat,patan district,15704430,384293
2022,gujarat,kachchh district,35644500,781383
2022,gujarat,surendranagar district,13510037,366161
2022,gujarat,morbi district,13816692,322150
2023,gujarat,anand district,11094924,622872
2023,gujarat,jamnagar district,21680075,428091
2023,gujarat,devbhumi dwarka district,18769135,148801
2023,gujarat,rajkot district,39239734,1079736
2023,gujarat,aravallis district,28001732,238121
2023,gujarat,chhotaudepur district,18084906,100145
2023,gujarat,botad district,17674036,204401
2023,gujarat,bharuch district,35066869,881508
2023,gujarat,bhavnagar district,29045885,722197
2023,gujarat,junagadh district,17876630,308246
2023,gujarat,mahesana district,22683144,798353
2023,gujarat,the dangs district,11092861,28390
2023,gujarat,kheda district,16496752,489299
2023,gujarat,surat district,31170398,3919829
2023,gujarat,porbandar district,6961510,107378
2023,gujarat,gandhinagar district,12538501,968586
2023,gujarat,panch mahals district,22409437,320798
2023,gujarat,narmada district,15549721,88517
2023,gujarat,gir somnath district,14183188,266205
2023,gujarat,valsad district,22096341,786811
2023,gujarat,mahisagar district,18381216,143947
2023,gujarat,sabar kantha district,24713550,415319
2023,gujarat,tapi district,20730719,163181
2023,gujarat,vadodara district,27075998,1658232
2023,gujarat,banas kantha district,96676164,985280
2023,gujarat,amreli district,33221816,306770
2023,gujarat,ahmadabad district,51443909,4734630
2023,gujarat,dohad district,28965819,236847
2023,gujarat,navsari district,13483688,343293
2023,gujarat,patan district,30561359,402483
2023,gujarat,kachchh district,89545643,817441
2023,gujarat,surendranagar district,46572566,383186
2023,gujarat,morbi district,25380718,337337
2023,gujarat,anand district,11311512,647805
2023,gujarat,jamnagar district,21811979,446015
2023,gujarat,devbhumi dwarka district,20381650,155916
2023,gujarat,rajkot district,46168824,1123115
2023,gujarat,aravallis district,31622464,249082
2023,gujarat,chhotaudepur district,23735650,105124
2023,gujarat,botad district,20757855,213517
2023,gujarat,bharuch district,35482362,917746
2023,gujarat,bhavnagar district,36260031,752872
2023,gujarat,junagadh district,20295551,321804
2023,gujarat,mahesana district,25432003,831177
2023,gujarat,the dangs district,12920568,29687
2023,gujarat,kheda district,18112328,510507
2023,gujarat,surat district,35870416,4076929
2023,gujarat,porbandar district,8129208,112066
2023,gujarat,gandhinagar district,16489426,1005603
2023,gujarat,panch mahals district,27320842,335149
2023,gujarat,narmada district,19764504,92606
2023,gujarat,gir somnath district,16411153,278208
2023,gujarat,valsad district,27470764,818831
2023,gujarat,mahisagar district,22103545,150651
2023,gujarat,sabar kantha district,29833051,432909
2023,gujarat,tapi district,21313258,170362
2023,gujarat,vadodara district,30680291,1721431
2023,gujarat,banas kantha district,106585524,1030499
2023,gujarat,amreli district,35081678,321306
2023,gujarat,ahmadabad district,49536121,4913610
2023,gujarat,dohad district,42813011,247908
2023,gujarat,navsari district,15769213,357359
2023,gujarat,patan district,38239406,420629
2023,gujarat,kachchh district,101725601,853047
2023,gujarat,surendranagar district,54979554,400879
2023,gujarat,morbi district,33216672,352419
2018,haryana,yamunanagar district,0,46198
2018,haryana,sonipat district,0,79638
2018,haryana,jind district,0,51815
2018,haryana,rohtak district,0,62452
2018,haryana,faridabad district,0,231504
2018,haryana,mahendragarh district,0,45460
2018,haryana,hisar district,0,113872
2018,haryana,karnal district,0,73612
2018,haryana,fatehabad district,0,48955
2018,haryana,palwal district,0,48774
2018,haryana,charkhi dadri district,0,14712
2018,haryana,ambala district,0,54127
2018,haryana,rewari district,0,85350
2018,haryana,panchkula district,0,41867
2018,haryana,bhiwani district,0,57585
2018,haryana,sirsa district,0,70800
2018,haryana,mewat district,0,29541
2018,haryana,panipat district,0,74739
2018,haryana,gurugram district,0,474081
2018,haryana,kaithal district,0,41222
2018,haryana,kurukshetra district,0,47932
2018,haryana,jhajjar district,0,53121
2018,haryana,yamunanagar district,0,62261
2018,haryana,sonipat district,0,106837
2018,haryana,jind district,0,68635
2018,haryana,rohtak district,0,82822
2018,haryana,faridabad district,0,306358
2018,haryana,mahendragarh district,0,60336
2018,haryana,hisar district,0,147599
2018,haryana,karnal district,0,98276
2018,haryana,fatehabad district,0,63066
2018,haryana,palwal district,0,64886
2018,haryana,charkhi dadri district,0,19559
2018,haryana,ambala district,0,73358
2018,haryana,rewari district,0,113056
2018,haryana,panchkula district,0,56729
2018,haryana,bhiwani district,0,75485
2018,haryana,sirsa district,0,91908
2018,haryana,mewat district,0,41358
2018,haryana,panipat district,0,101243
2018,haryana,gurugram district,0,621718
2018,haryana,kaithal district,0,55832
2018,haryana,kurukshetra district,0,64186
2018,haryana,jhajjar district,0,71713
2018,haryana,yamunanagar district,0,77303
2018,haryana,sonipat district,0,132705
2018,haryana,jind district,0,84500
2018,haryana,rohtak district,0,101649
2018,haryana,faridabad district,0,383316
2018,haryana,mahendragarh district,0,74545
2018,haryana,hisar district,0,176380
2018,haryana,karnal district,0,121471
2018,haryana,fatehabad district,0,75108
2018,haryana,palwal district,0,81688
2018,haryana,charkhi dadri district,0,24373
2018,haryana,ambala district,0,92472
2018,haryana,rewari district,0,138368
2018,haryana,panchkula district,0,71245
2018,haryana,bhiwani district,0,92291
2018,haryana,sirsa district,0,109165
2018,haryana,mewat district,0,53421
2018,haryana,panipat district,0,124290
2018,haryana,gurugram district,0,767369
2018,haryana,kaithal district,0,68422
2018,haryana,kurukshetra district,0,80097
2018,haryana,jhajjar district,0,90220
2018,haryana,yamunanagar district,0,94449
2018,haryana,sonipat district,0,165599
2018,haryana,jind district,0,103156
2018,haryana,rohtak district,0,124365
2018,haryana,faridabad district,0,521996
2018,haryana,mahendragarh district,0,91223
2018,haryana,hisar district,0,210671
2018,haryana,karnal district,0,149062
2018,haryana,fatehabad district,0,88259
2018,haryana,palwal district,0,113042
2018,haryana,charkhi dadri district,0,29865
2018,haryana,ambala district,0,114192
2018,haryana,rewari district,0,172035
2018,haryana,panchkula district,0,88703
2018,haryana,bhiwani district,0,111607
2018,haryana,sirsa district,0,127874
2018,haryana,mewat district,0,71400
2018,haryana,panipat district,0,153137
2018,haryana,gurugram district,0,967781
2018,haryana,kaithal district,0,82556
2018,haryana,kurukshetra district,0,97619
2018,haryana,jhajjar district,0,114488
2019,haryana,yamunanagar district,0,111935
2019,haryana,sonipat district,0,199593
2019,haryana,jind district,0,121923
2019,haryana,rohtak district,0,147392
2019,haryana,faridabad district,0,634024
2019,haryana,mahendragarh district,0,109746
2019,haryana,hisar district,0,245236
2019,haryana,karnal district,0,177042
2019,haryana,fatehabad district,0,101001
2019,haryana,palwal district,0,141953
2019,haryana,charkhi dadri district,0,35788
2019,haryana,ambala district,0,136012
2019,haryana,rewari district,0,207051
2019,haryana,panchkula district,0,105044
2019,haryana,bhiwani district,0,132014
2019,haryana,sirsa district,0,146936
2019,haryana,mewat district,0,92292
2019,haryana,panipat district,0,181548
2019,haryana,gurugram district,0,1159832
2019,haryana,kaithal district,0,97311
2019,haryana,kurukshetra district,0,115295
2019,haryana,jhajjar district,0,139799
2019,haryana,yamunanagar district,541843,128212
2019,haryana,sonipat district,1176456,230883
2019,haryana,jind district,624097,138962
2019,haryana,rohtak district,827978,169372
2019,haryana,faridabad district,4975626,716593
2019,haryana,mahendragarh district,682663,127605
2019,haryana,hisar district,1298714,277720
2019,haryana,karnal district,977665,204255
2019,haryana,fatehabad district,417161,112543
2019,haryana,palwal district,1271969,165665
2019,haryana,charkhi dadri district,203007,42051
2019,haryana,ambala district,747656,157049
2019,haryana,rewari district,1505304,238349
2019,haryana,panchkula district,577037,120567
2019,haryana,bhiwani district,716927,151200
2019,haryana,sirsa district,625593,163468
2019,haryana,mewat district,822428,111194
2019,haryana,panipat district,984634,208172
2019,haryana,gurugram district,10860136,1307319
2019,haryana,kaithal district,506145,110900
2019,haryana,kurukshetra district,672331,132749
2019,haryana,jhajjar district,913825,163202
2019,haryana,yamunanagar district,1889582,143922
2019,haryana,sonipat district,4157560,261554
2019,haryana,jind district,2080553,154136
2019,haryana,rohtak district,2969017,190137
2019,haryana,faridabad district,18337601,792884
2019,haryana,mahendragarh district,2455148,144934
2019,haryana,hisar district,4755964,308179
2019,haryana,karnal district,3506469,230603
2019,haryana,fatehabad district,1474393,124153
2019,haryana,palwal district,4785385,188217
2019,haryana,charkhi dadri district,677064,47499
2019,haryana,ambala district,2649300,176487
2019,haryana,rewari district,5491022,266893
2019,haryana,panchkula district,2132209,134405
2019,haryana,bhiwani district,2457872,168827
2019,haryana,sirsa district,2162548,179271
2019,haryana,mewat district,3067264,129646
2019,haryana,panipat district,3503361,235346
2019,haryana,gurugram district,42024810,1447473
2019,haryana,kaithal district,1747400,123358
2019,haryana,kurukshetra district,2685834,150733
2019,haryana,jhajjar district,3322231,185095
2019,haryana,yamunanagar district,2169534,159678
2019,haryana,sonipat district,4952233,291479
2019,haryana,jind district,2493137,170946
2019,haryana,rohtak district,3382162,209750
2019,haryana,faridabad district,19751979,862595
2019,haryana,mahendragarh district,3111883,162341
2019,haryana,hisar district,5504854,339753
2019,haryana,karnal district,4087110,255280
2019,haryana,fatehabad district,1761322,137065
2019,haryana,palwal district,5450339,209434
2019,haryana,charkhi dadri district,800762,52964
2019,haryana,ambala district,3060152,194413
2019,haryana,rewari district,6508677,294161
2019,haryana,panchkula district,2349281,147023
2019,haryana,bhiwani district,2966045,187294
2019,haryana,sirsa district,2561179,196540
2019,haryana,mewat district,3948045,149894
2019,haryana,panipat district,4153408,262435
2019,haryana,gurugram district,48600028,1574240
2019,haryana,kaithal district,2021458,136563
2019,haryana,kurukshetra district,3068604,166454
2019,haryana,jhajjar district,4019696,206377
2020,haryana,yamunanagar district,2625978,178961
2020,haryana,sonipat district,5887001,325111
2020,haryana,jind district,3049401,190347
2020,haryana,rohtak district,3889336,231317
2020,haryana,faridabad district,22162012,935992
2020,haryana,mahendragarh district,3850212,181158
2020,haryana,hisar district,6580784,382469
2020,haryana,karnal district,4897515,283270
2020,haryana,fatehabad district,2162924,152969
2020,haryana,palwal district,6895425,233542
2020,haryana,charkhi dadri district,1013262,59348
2020,haryana,ambala district,3471937,215379
2020,haryana,rewari district,7633507,323001
2020,haryana,panchkula district,2591842,160534
2020,haryana,bhiwani district,3705008,208228
2020,haryana,sirsa district,3131069,219623
2020,haryana,mewat district,5813427,176392
2020,haryana,panipat district,4951364,293916
2020,haryana,gurugram district,52800456,1700505
2020,haryana,kaithal district,2465825,151832
2020,haryana,kurukshetra district,3491337,184817
2020,haryana,jhajjar district,4723846,230059
2020,haryana,yamunanagar district,2852631,200549
2020,haryana,sonipat district,6034006,362890
2020,haryana,jind district,3507406,211019
2020,haryana,rohtak district,3888145,254647
2020,haryana,faridabad district,20303296,1010271
2020,haryana,mahendragarh district,4935866,203682
2020,haryana,hisar district,6757973,417164
2020,haryana,karnal district,5052334,313828
2020,haryana,fatehabad district,2383530,168959
2020,haryana,palwal district,8071157,259528
2020,haryana,charkhi dadri district,1335183,67004
2020,haryana,ambala district,3519221,239160
2020,haryana,rewari district,7867627,354024
2020,haryana,panchkula district,2382444,175646
2020,haryana,bhiwani district,4442225,232402
2020,haryana,sirsa district,3333130,242506
2020,haryana,mewat district,6897864,205921
2020,haryana,panipat district,4902131,324833
2020,haryana,gurugram district,34179491,1809777
2020,haryana,kaithal district,2713693,168699
2020,haryana,kurukshetra district,3228540,203788
2020,haryana,jhajjar district,5062230,256581
2020,haryana,yamunanagar district,3252209,221375
2020,haryana,sonipat district,7704246,402001
2020,haryana,jind district,3961859,232549
2020,haryana,rohtak district,5088867,280325
2020,haryana,faridabad district,26881573,1094570
2020,haryana,mahendragarh district,5818789,225580
2020,haryana,hisar district,8467943,453910
2020,haryana,karnal district,6013147,344289
2020,haryana,fatehabad district,2802419,184755
2020,haryana,palwal district,9607743,285223
2020,haryana,charkhi dadri district,1577462,74479
2020,haryana,ambala district,4037143,262146
2020,haryana,rewari district,10985340,388025
2020,haryana,panchkula district,2948241,191215
2020,haryana,bhiwani district,5174248,255889
2020,haryana,sirsa district,3948058,266572
2020,haryana,mewat district,8159589,234889
2020,haryana,panipat district,6114120,357830
2020,haryana,gurugram district,52547158,1949331
2020,haryana,kaithal district,3114941,185714
2020,haryana,kurukshetra district,3932294,223297
2020,haryana,jhajjar district,6477380,284852
2020,haryana,yamunanagar district,3843610,242753
2020,haryana,sonipat district,9660561,441088
2020,haryana,jind district,4761235,254452
2020,haryana,rohtak district,6466541,305922
2020,haryana,faridabad district,32798951,1182635
2020,haryana,mahendragarh district,7015783,245723
2020,haryana,hisar district,10488914,490971
2020,haryana,karnal district,7240718,374733
2020,haryana,fatehabad district,3430122,200390
2020,haryana,palwal district,11415073,310698
2020,haryana,charkhi dadri district,1927582,81772
2020,haryana,ambala district,4789038,285566
2020,haryana,rewari district,13482897,421106
2020,haryana,panchkula district,3577436,207622
2020,haryana,bhiwani district,6427240,279824
2020,haryana,sirsa district,4751601,289231
2020,haryana,mewat district,9795333,260584
2020,haryana,panipat district,7475136,391952
2020,haryana,gurugram district,70303122,2104240
2020,haryana,kaithal district,3708370,202911
2020,haryana,kurukshetra district,4668046,242556
2020,haryana,jhajjar district,8073998,313144
2021,haryana,yamunanagar district,4171624,261709
2021,haryana,sonipat district,10259395,475192
2021,haryana,jind district,4823696,273932
2021,haryana,rohtak district,7034036,329147
2021,haryana,faridabad district,37824622,1272506
2021,haryana,mahendragarh district,7786463,265121
2021,haryana,hisar district,11468230,526528
2021,haryana,karnal district,7618470,402850
2021,haryana,fatehabad district,3757518,215301
2021,haryana,palwal district,12710006,335048
2021,haryana,charkhi dadri district,2051877,88122
2021,haryana,ambala district,5271257,307153
2021,haryana,rewari district,14968730,453500
2021,haryana,panchkula district,3991694,223482
2021,haryana,bhiwani district,7059970,301458
2021,haryana,sirsa district,5229914,310911
2021,haryana,mewat district,12278997,284058
2021,haryana,panipat district,8104365,423131
2021,haryana,gurugram district,83093025,2262589
2021,haryana,kaithal district,3635272,218191
2021,haryana,kurukshetra district,5020980,260673
2021,haryana,jhajjar district,8526542,337303
2021,haryana,yamunanagar district,4140694,280813
2021,haryana,sonipat district,10153797,510058
2021,haryana,jind district,7018936,294468
2021,haryana,rohtak district,8816570,353305
2021,haryana,faridabad district,25686092,1360855
2021,haryana,mahendragarh district,8913568,285025
2021,haryana,hisar district,14537419,564047
2021,haryana,karnal district,7763201,432042
2021,haryana,fatehabad district,5402129,231017
2021,haryana,palwal district,11460235,359544
2021,haryana,charkhi dadri district,2819667,94774
2021,haryana,ambala district,4503822,329225
2021,haryana,rewari district,12365298,485784
2021,haryana,panchkula district,3407070,239170
2021,haryana,bhiwani district,12104870,324156
2021,haryana,sirsa district,8146123,334240
2021,haryana,mewat district,10933219,305382
2021,haryana,panipat district,7391815,454218
2021,haryana,gurugram district,49280675,2416391
2021,haryana,kaithal district,5633716,234468
2021,haryana,kurukshetra district,4734143,279452
2021,haryana,jhajjar district,8839447,362160
2021,haryana,yamunanagar district,4998805,302286
2021,haryana,sonipat district,12651379,549613
2021,haryana,jind district,8521357,317982
2021,haryana,rohtak district,11569534,380370
2021,haryana,faridabad district,32146169,1459758
2021,haryana,mahendragarh district,10733157,307779
2021,haryana,hisar district,18684922,606513
2021,haryana,karnal district,9193645,464990
2021,haryana,fatehabad district,6679659,248955
2021,haryana,palwal district,13201677,387557
2021,haryana,charkhi dadri district,3311432,102606
2021,haryana,ambala district,5432997,354017
2021,haryana,rewari district,15554432,522734
2021,haryana,panchkula district,4337099,256782
2021,haryana,bhiwani district,14908880,350185
2021,haryana,sirsa district,10580592,360856
2021,haryana,mewat district,13505368,329621
2021,haryana,panipat district,9399532,489226
2021,haryana,gurugram district,68064580,2589324
2021,haryana,kaithal district,6616730,253117
2021,haryana,kurukshetra district,5682024,300453
2021,haryana,jhajjar district,11110135,390612
2021,haryana,yamunanagar district,7741855,323121
2021,haryana,sonipat district,17748673,588700
2021,haryana,jind district,9085091,340969
2021,haryana,rohtak district,11928009,407245
2021,haryana,faridabad district,57438537,1559756
2021,haryana,mahendragarh district,14734337,330237
2021,haryana,hisar district,20705821,648827
2021,haryana,karnal district,13403200,497166
2021,haryana,fatehabad district,7084866,266637
2021,haryana,palwal district,22420687,415495
2021,haryana,charkhi dadri district,3868580,110066
2021,haryana,ambala district,9013011,378472
2021,haryana,rewari district,26198366,559494
2021,haryana,panchkula district,6464220,274389
2021,haryana,bhiwani district,13585473,375910
2021,haryana,sirsa district,9891781,386829
2021,haryana,mewat district,22238348,354072
2021,haryana,panipat district,15114769,523678
2021,haryana,gurugram district,123086843,2764490
2021,haryana,kaithal district,6547748,271182
2021,haryana,kurukshetra district,8758143,320754
2021,haryana,jhajjar district,15118629,418950
2022,haryana,yamunanagar district,5261303,342886
2022,haryana,sonipat district,8614006,626016
2022,haryana,jind district,10010350,362830
2022,haryana,rohtak district,11550480,432623
2022,haryana,faridabad district,12225903,1654074
2022,haryana,mahendragarh district,9461334,351808
2022,haryana,hisar district,21824961,689980
2022,haryana,karnal district,8478743,527415
2022,haryana,fatehabad district,9129258,283380
2022,haryana,palwal district,7644104,441872
2022,haryana,charkhi dadri district,3325337,117471
2022,haryana,ambala district,4395015,401530
2022,haryana,rewari district,7829983,595001
2022,haryana,panchkula district,3228748,290799
2022,haryana,bhiwani district,19969949,400556
2022,haryana,sirsa district,15813675,411238
2022,haryana,mewat district,8636382,377036
2022,haryana,panipat district,6462976,556104
2022,haryana,gurugram district,21160321,2929873
2022,haryana,kaithal district,8668955,288578
2022,haryana,kurukshetra district,4582898,340030
2022,haryana,jhajjar district,8953786,445888
2022,haryana,yamunanagar district,5857085,361342
2022,haryana,sonipat district,9608898,661278
2022,haryana,jind district,11763338,383193
2022,haryana,rohtak district,13062506,456537
2022,haryana,faridabad district,11143884,1743764
2022,haryana,mahendragarh district,10155289,371882
2022,haryana,hisar district,24324343,727942
2022,haryana,karnal district,10255701,555939
2022,haryana,fatehabad district,10991972,299086
2022,haryana,palwal district,7794734,466861
2022,haryana,charkhi dadri district,3924588,124320
2022,haryana,ambala district,4495249,423290
2022,haryana,rewari district,7294508,628614
2022,haryana,panchkula district,3344274,306460
2022,haryana,bhiwani district,23796359,423595
2022,haryana,sirsa district,18578192,434030
2022,haryana,mewat district,8071396,398639
2022,haryana,panipat district,7013327,587006
2022,haryana,gurugram district,19332862,3088176
2022,haryana,kaithal district,10330268,304645
2022,haryana,kurukshetra district,4842331,358109
2022,haryana,jhajjar district,10110205,471357
2022,haryana,yamunanagar district,6222538,380160
2022,haryana,sonipat district,10573982,697349
2022,haryana,jind district,14994759,403750
2022,haryana,rohtak district,16106442,481082
2022,haryana,faridabad district,11212188,1837594
2022,haryana,mahendragarh district,11952432,392798
2022,haryana,hisar district,29010891,766206
2022,haryana,karnal district,11812886,584928
2022,haryana,fatehabad district,12979626,314613
2022,haryana,palwal district,7987566,492837
2022,haryana,charkhi dadri district,4407641,131203
2022,haryana,ambala district,5010389,445403
2022,haryana,rewari district,7337609,663418
2022,haryana,panchkula district,3767440,322320
2022,haryana,bhiwani district,26192869,446960
2022,haryana,sirsa district,22326785,456583
2022,haryana,mewat district,9426354,421283
2022,haryana,panipat district,8459279,618937
2022,haryana,gurugram district,18485432,3251792
2022,haryana,kaithal district,11770745,320757
2022,haryana,kurukshetra district,5506672,376380
2022,haryana,jhajjar district,9930636,497580
2022,haryana,yamunanagar district,11485377,397532
2022,haryana,sonipat district,23782013,731324
2022,haryana,jind district,11891107,422244
2022,haryana,rohtak district,15615172,504058
2022,haryana,faridabad district,67810059,1930743
2022,haryana,mahendragarh district,17789576,411550
2022,haryana,hisar district,26868596,801156
2022,haryana,karnal district,19064390,611868
2022,haryana,fatehabad district,9778409,328692
2022,haryana,palwal district,24395266,516553
2022,haryana,charkhi dadri district,4832466,137231
2022,haryana,ambala district,12496882,465968
2022,haryana,rewari district,30158839,696113
2022,haryana,panchkula district,8968601,337614
2022,haryana,bhiwani district,17438413,467763
2022,haryana,sirsa district,14033521,476800
2022,haryana,mewat district,24884026,441859
2022,haryana,panipat district,21978021,649292
2022,haryana,gurugram district,153733247,3416098
2022,haryana,kaithal district,8729986,335364
2022,haryana,kurukshetra district,11455603,393430
2022,haryana,jhajjar district,19709308,521692
2023,haryana,yamunanagar district,7866007,414986
2023,haryana,sonipat district,11625437,764865
2023,haryana,jind district,14216848,441504
2023,haryana,rohtak district,16091318,527046
2023,haryana,faridabad district,10283031,2018956
2023,haryana,mahendragarh district,12274162,430911
2023,haryana,hisar district,29820179,846309
2023,haryana,karnal district,12403580,638547
2023,haryana,fatehabad district,13027091,344515
2023,haryana,palwal district,8165880,540064
2023,haryana,charkhi dadri district,5726434,143804
2023,haryana,ambala district,5334526,486481
2023,haryana,rewari district,7651433,728428
2023,haryana,panchkula district,5096706,352286
2023,haryana,bhiwani district,23288893,489622
2023,haryana,sirsa district,21379822,499413
2023,haryana,mewat district,8324447,462550
2023,haryana,panipat district,8499970,679052
2023,haryana,gurugram district,17085217,3572322
2023,haryana,kaithal district,9619468,350582
2023,haryana,kurukshetra district,5729756,410056
2023,haryana,jhajjar district,11436061,545862
2023,haryana,yamunanagar district,9226663,431359
2023,haryana,sonipat district,16569674,796213
2023,haryana,jind district,15467459,459846
2023,haryana,rohtak district,19188429,547825
2023,haryana,faridabad district,9572423,2097648
2023,haryana,mahendragarh district,11430049,449565
2023,haryana,hisar district,30687128,879031
2023,haryana,karnal district,14232625,664313
2023,haryana,fatehabad district,13412333,358626
2023,haryana,palwal district,9494060,562608
2023,haryana,charkhi dadri district,7106407,150109
2023,haryana,ambala district,5493914,505783
2023,haryana,rewari district,7065809,757958
2023,haryana,panchkula district,4408774,366053
2023,haryana,bhiwani district,25978663,511105
2023,haryana,sirsa district,27897298,519791
2023,haryana,mewat district,10180771,482389
2023,haryana,panipat district,10490036,706703
2023,haryana,gurugram district,18285899,3707352
2023,haryana,kaithal district,12113129,365298
2023,haryana,kurukshetra district,6997431,426182
2023,haryana,jhajjar district,12738732,568479
2018,himachal-pradesh,solan district,0,50035
2018,himachal-pradesh,sirmaur district,0,15880
2018,himachal-pradesh,shimla district,0,28214
2018,himachal-pradesh,bilaspur district,0,11975
2018,himachal-pradesh,hamirpur district,0,15614
2018,himachal-pradesh,una district,0,13234
2018,himachal-pradesh,kangra district,0,39016
2018,himachal-pradesh,kullu district,0,15318
2018,himachal-pradesh,mandi district,0,26238
2018,himachal-pradesh,lahul and spiti district,0,487
2018,himachal-pradesh,chamba district,0,8678
2018,himachal-pradesh,kinnaur district,0,2684
2018,himachal-pradesh,solan district,0,68950
2018,himachal-pradesh,sirmaur district,0,22379
2018,himachal-pradesh,shimla district,0,38590
2018,himachal-pradesh,bilaspur district,0,16531
2018,himachal-pradesh,hamirpur district,0,21374
2018,himachal-pradesh,una district,0,18691
2018,himachal-pradesh,kangra district,0,54828
2018,himachal-pradesh,kullu district,0,21077
2018,himachal-pradesh,mandi district,0,36126
2018,himachal-pradesh,lahul and spiti district,0,633
2018,himachal-pradesh,chamba district,0,12259
2018,himachal-pradesh,kinnaur district,0,3861
2018,himachal-pradesh,solan district,0,88724
2018,himachal-pradesh,sirmaur district,0,28959
2018,himachal-pradesh,shimla district,0,49820
2018,himachal-pradesh,bilaspur district,0,21030
2018,himachal-pradesh,hamirpur district,0,27915
2018,himachal-pradesh,una district,0,24952
2018,himachal-pradesh,kangra district,0,71494
2018,himachal-pradesh,kullu district,0,26840
2018,himachal-pradesh,mandi district,0,45876
2018,himachal-pradesh,lahul and spiti district,0,803
2018,himachal-pradesh,chamba district,0,16157
2018,himachal-pradesh,kinnaur district,0,5064
2018,himachal-pradesh,solan district,0,113278
2018,himachal-pradesh,sirmaur district,0,38194
2018,himachal-pradesh,shimla district,0,64640
2018,himachal-pradesh,bilaspur district,0,26517
2018,himachal-pradesh,hamirpur district,0,35979
2018,himachal-pradesh,una district,0,32451
2018,himachal-pradesh,kangra district,0,92887
2018,himachal-pradesh,kullu district,0,34719
2018,himachal-pradesh,mandi district,0,58526
2018,himachal-pradesh,lahul and spiti district,0,1078
2018,himachal-pradesh,chamba district,0,21538
2018,himachal-pradesh,kinnaur district,0,6536
2019,himachal-pradesh,solan district,0,139300
2019,himachal-pradesh,sirmaur district,0,47638
2019,himachal-pradesh,shimla district,0,80651
2019,himachal-pradesh,bilaspur district,0,32537
2019,himachal-pradesh,hamirpur district,0,44206
2019,himachal-pradesh,una district,0,40315
2019,himachal-pradesh,kangra district,0,115120
2019,himachal-pradesh,kullu district,0,43436
2019,himachal-pradesh,mandi district,0,72963
2019,himachal-pradesh,lahul and spiti district,0,1307
2019,himachal-pradesh,chamba district,0,27481
2019,himachal-pradesh,kinnaur district,0,8251
2019,himachal-pradesh,solan district,795083,159989
2019,himachal-pradesh,sirmaur district,241468,55409
2019,himachal-pradesh,shimla district,459939,96928
2019,himachal-pradesh,bilaspur district,133419,38131
2019,himachal-pradesh,hamirpur district,185187,51669
2019,himachal-pradesh,una district,190785,47644
2019,himachal-pradesh,kangra district,537267,139517
2019,himachal-pradesh,kullu district,289657,51977
2019,himachal-pradesh,mandi district,298064,86701
2019,himachal-pradesh,lahul and spiti district,3297,1490
2019,himachal-pradesh,chamba district,131156,33377
2019,himachal-pradesh,kinnaur district,56389,9771
2019,himachal-pradesh,solan district,2660970,178922
2019,himachal-pradesh,sirmaur district,797300,62048
2019,himachal-pradesh,shimla district,1546838,110575
2019,himachal-pradesh,bilaspur district,441237,43115
