year,state,distirct,App_open,No_of_App_open
2022,west-bengal,south twenty four parganas district,15996447,1569037
2022,west-bengal,purba bardhaman district,10617588,962974
2022,west-bengal,uttar dinajpur district,10698867,488748
2022,west-bengal,kalimpong district,4063572,46360
2022,west-bengal,murshidabad district,13223504,1524507
2022,west-bengal,paschim medinipur district,17208139,1048100
2022,west-bengal,dakshin dinajpur district,4987259,348440
2022,west-bengal,jalpaiguri district,10959051,321098
2022,west-bengal,purulia district,16529605,535484
2022,west-bengal,north twenty four parganas district,16514236,3224459
2022,west-bengal,bankura district,16485113,790092
2022,west-bengal,jhargram district,6036561,152675
2022,west-bengal,howrah district,4852911,1218931
2022,west-bengal,hooghly district,7217576,1356282
2022,west-bengal,kolkata district,8737523,2340343
2022,west-bengal,koch bihar district,11039904,459613
2022,west-bengal,alipurduar district,8375579,223296
2022,west-bengal,paschim bardhaman district,6555780,956754
2022,west-bengal,nadia district,8989674,1164783
2022,west-bengal,birbhum district,9448003,733911
2022,west-bengal,purba medinipur district,8760746,1155279
2022,west-bengal,maldah district,11245507,812775
2022,west-bengal,darjiling district,7587920,485846
2022,west-bengal,south twenty four parganas district,16517384,1655743
2022,west-bengal,purba bardhaman district,11036337,1016127
2022,west-bengal,uttar dinajpur district,12844550,518418
2022,west-bengal,kalimpong district,5104547,48984
2022,west-bengal,murshidabad district,13619399,1608797
2022,west-bengal,paschim medinipur district,17329312,1105840
2022,west-bengal,dakshin dinajpur district,5446922,368917
2022,west-bengal,jalpaiguri district,13603473,339737
2022,west-bengal,purulia district,17580111,565760
2022,west-bengal,north twenty four parganas district,15652193,3397791
2022,west-bengal,bankura district,18121072,833244
2022,west-bengal,jhargram district,6650325,161057
2022,west-bengal,howrah district,4195094,1285159
2022,west-bengal,hooghly district,6872484,1429378
2022,west-bengal,kolkata district,7723614,2461795
2022,west-bengal,koch bihar district,14077846,486573
2022,west-bengal,alipurduar district,9841194,236034
2022,west-bengal,paschim bardhaman district,6962947,1008380
2022,west-bengal,nadia district,8714918,1229358
2022,west-bengal,birbhum district,10117026,775182
2022,west-bengal,purba medinipur district,8722235,1219530
2022,west-bengal,maldah district,11082245,860176
2022,west-bengal,darjiling district,8461141,512408
2022,west-bengal,south twenty four parganas district,15038778,1745822
2022,west-bengal,purba bardhaman district,11905873,1070637
2022,west-bengal,uttar dinajpur district,12801052,548552
2022,west-bengal,kalimpong district,5252399,51490
2022,west-bengal,murshidabad district,14345841,1696729
2022,west-bengal,paschim medinipur district,17584516,1165076
2022,west-bengal,dakshin dinajpur district,6814372,389892
2022,west-bengal,jalpaiguri district,14583593,358402
2022,west-bengal,purulia district,17748718,595970
2022,west-bengal,north twenty four parganas district,15071624,3578500
2022,west-bengal,bankura district,19359761,876942
2022,west-bengal,jhargram district,6932555,169238
2022,west-bengal,howrah district,3768021,1354886
2022,west-bengal,hooghly district,7341952,1506412
2022,west-bengal,kolkata district,7233109,2588380
2022,west-bengal,koch bihar district,15866079,513734
2022,west-bengal,alipurduar district,9798727,249040
2022,west-bengal,paschim bardhaman district,7436013,1062575
2022,west-bengal,nadia district,8193105,1296764
2022,west-bengal,birbhum district,10038558,817245
2022,west-bengal,purba medinipur district,8539781,1286641
2022,west-bengal,maldah district,11766412,909646
2022,west-bengal,darjiling district,9024909,539475
2022,west-bengal,south twenty four parganas district,43210119,1828512
2022,west-bengal,purba bardhaman district,26694359,1119310
2022,west-bengal,uttar dinajpur district,20171516,575332
2022,west-bengal,kalimpong district,1594156,53546
2022,west-bengal,murshidabad district,38340855,1778470
2022,west-bengal,paschim medinipur district,33588774,1217113
2022,west-bengal,dakshin dinajpur district,7923323,408840
2022,west-bengal,jalpaiguri district,13099756,374687
2022,west-bengal,purulia district,18471332,622616
2022,west-bengal,north twenty four parganas district,98250506,3755017
2022,west-bengal,bankura district,20858345,915088
2022,west-bengal,jhargram district,4697765,176275
2022,west-bengal,howrah district,38940871,1422011
2022,west-bengal,hooghly district,38629651,1579023
2022,west-bengal,kolkata district,72501084,2716412
2022,west-bengal,koch bihar district,18582684,537703
2022,west-bengal,alipurduar district,8648443,260586
2022,west-bengal,paschim bardhaman district,35773256,1114822
2022,west-bengal,nadia district,33853990,1359420
2022,west-bengal,birbhum district,20950662,855236
2022,west-bengal,purba medinipur district,38278506,1346908
2022,west-bengal,maldah district,29023743,954892
2022,west-bengal,darjiling district,15982631,564562
2023,west-bengal,south twenty four parganas district,20248010,1913867
2023,west-bengal,purba bardhaman district,14024827,1171416
2023,west-bengal,uttar dinajpur district,18402983,604337
2023,west-bengal,kalimpong district,7440098,55972
2023,west-bengal,murshidabad district,15071851,1868610
2023,west-bengal,paschim medinipur district,21510664,1274166
2023,west-bengal,dakshin dinajpur district,7605293,429466
2023,west-bengal,jalpaiguri district,18371583,392646
2023,west-bengal,purulia district,25640046,652528
2023,west-bengal,north twenty four parganas district,17361233,3926974
2023,west-bengal,bankura district,22629162,957561
2023,west-bengal,jhargram district,11363522,184460
2023,west-bengal,howrah district,3583925,1488195
2023,west-bengal,hooghly district,7508082,1651210
2023,west-bengal,kolkata district,7291282,2838411
2023,west-bengal,koch bihar district,19175942,564029
2023,west-bengal,alipurduar district,12835964,272997
2023,west-bengal,paschim bardhaman district,9386585,1165703
2023,west-bengal,nadia district,9249475,1423179
2023,west-bengal,birbhum district,14218972,896009
2023,west-bengal,purba medinipur district,11139071,1409101
2023,west-bengal,maldah district,15639770,1002068
2023,west-bengal,darjiling district,11404341,589990
2023,west-bengal,south twenty four parganas district,23728863,1993465
2023,west-bengal,purba bardhaman district,13040712,1221383
2023,west-bengal,uttar dinajpur district,19925851,632353
2023,west-bengal,kalimpong district,7999335,58437
2023,west-bengal,murshidabad district,18214280,1943677
2023,west-bengal,paschim medinipur district,21381948,1328693
2023,west-bengal,dakshin dinajpur district,7969043,449101
2023,west-bengal,jalpaiguri district,19190861,410005
2023,west-bengal,purulia district,29850554,682071
2023,west-bengal,north twenty four parganas district,17505304,4079270
2023,west-bengal,bankura district,24286321,999031
2023,west-bengal,jhargram district,14039419,192645
2023,west-bengal,howrah district,4225701,1546777
2023,west-bengal,hooghly district,8270519,1717832
2023,west-bengal,kolkata district,7022371,2941189
2023,west-bengal,koch bihar district,22772722,589504
2023,west-bengal,alipurduar district,14332908,284829
2023,west-bengal,paschim bardhaman district,9906246,1211919
